,screen_name,text,tweet_id,cluster_pred
0,Jonathan_Young_,Is #Brangelina the Brad and Angelina version of #Brexit?,778340596834455552,0
1,TheLadyShiraz,Schadenfreude!  Yessssssssssssss! https://t.co/skNjWJHXei,778340599808262145,1
2,TylerDunIt,"#Brangelina 
Okay me rn cause I fucking love them so much together 
This like my ULTIMATE otp https://t.co/y4EHYnAeQh",778340599954939904,1
3,Laimputada,Esto es lo mas ... jajajaj https://t.co/J533JolNnb,778340600399720449,1
4,taliaualiitia,There's never been a more exciting time to be a Friends' gif maker #Brangelina,778340602530320386,1
5,nachareilly,WTF?! https://t.co/bBohK4vBQS,778340605483163651,1
6,theegory,Yep clearly this is a real person with real words and TOTALLY not Mike and Molly fan fiction #Brangelina https://t.co/vIdEnKEFer,778340610713542660,1
7,UnJakeMyHeart,My first thought after hearing about #Brangelina was that Tumblr was gonna cook up some good memes off this one.,778340614563778560,1
8,TrendTopicsEsp,"Worldwide 
1 #brangelina
2 #ErdoganVoiceofTheOppressed
3 #FreeGilinsky
4 #Limite2GH17
6 Jennifer Aniston https://t.co/Gnc8Az9ND2",778340614685339648,2
9,TheAttack,"Eddie is taking the collapse of #brangelina in a weird way. Dab the pain away, Eddie. The Attack, tomorrow at 4pm P… https://t.co/OKzdTW71ZM",778340610998693888,1
10,LadyCJD,Cue tabloids somehow involving Aniston into this #Brangelina,778340616937754624,1
11,WalkerMeMorde,ui chuta essa frase pra lá ta loko skjskjsksj chuck me livre disso https://t.co/AGdG5FfwOd #Brangelina,778340619613863936,1
12,morshed8221,nytimes: RT NYTStyles: Say goodbye to #brangelina https://t.co/pfxNJ1XLw7 https://t.co/b9JW9bEDuD,778340620599459840,1
13,dforaiman_,😂😂😂😂😂😂 https://t.co/eid2ekgQfp,778340621421572096,1
14,sharelaugh,"PAK IS REAL HELL
#Brangelina
#TrumpACandy
#FreeGilinsky
#TerenceCruthcher
Jennifer Aniston
#DolanTwinsNewVideo
Pest… https://t.co/NtWnqr8iRX",778340621123723264,2
15,redominical,El final de #Brangelina ya es un hecho https://t.co/49Ll8iT1lY https://t.co/3OZZcLeNlZ,778340621970993154,0
16,BrexitUnited,Is this a parody account? https://t.co/5g5rDF6Rlq,778340625557098500,0
17,llhii71,ي عمريي ي انجلينا  #brangelina,778340626320490496,1
18,queenbrittxo,I hate you lol https://t.co/Lw8EGe7StQ,778340632137834496,1
19,epicman1992,"#Brangelina
So they are breaking up?",778340636139347968,0
20,K1ngSsammmyy,WOAH BRAD AND ANGELINA getting divorce smh  #Brangelina,778340637288562688,0
21,iamsyedaanny,my thoughts and sympathies are with the victims of #Brangelina,778340637808660480,1
22,verokamaleones,@KeeganAllen You're proffesional liar!!  #spoby 🆚 #Brangelina and the winner is... https://t.co/YSIVhSymiR,778340637439619072,1
23,jairocalixto,Que así sea! https://t.co/vIeejrA1fL,778340639951818752,1
24,seokszjin,o mundo tá acabandoOoOOOoO #Brangelina,778340642606940161,0
25,dra_semp,#Brangelina el karma existe.,778340643009470464,0
26,indya_XoXo,This genuinely makes me sad😭 https://t.co/l9LnBnU4h8,778340642619621376,1
27,exmpatia,"si vocifera che Brad abbia tradito la Jolie e percioò bye bye #Brangelina.

se persino la Jolie è cornuta, https://t.co/Kv7uWzprbj",778340643403866112,0
28,BellaChristine_,Lmaaaoo what https://t.co/QrdzasOOD6,778340645932892160,1
29,TeresitaTheresa,My romantic idealism just shattered. #Brangelina whyyyyyyy???? #firstworldproblems,778340647660957696,1
30,spongeanna624,"朝イチでこれはきつすぎ
模試受けてる場合じゃない
はぁ
#brangelina https://t.co/KMpPd57YxZ",778340647946158080,1
31,Diana_MonB,"Estoy en depresión, weeey. 💔💔💔💔😭😭😭 https://t.co/2Hpua4GauJ",778340649170980864,1
32,PollyBoltonx,"#Brangelina where my complete couple goals - beautiful mixed family, successful careers and they looked so in love. 😫😫",778340648617447424,1
33,aperelmiter,Épico https://t.co/TCt9n6W6bz,778340651943485441,1
34,theRealFlappyTr,#ErdoganVoiceofTheOppressed #Brangelina #topmodel #حاجه_مصبرتك_عالدوام #Limite2GH17 #FreeGilinsky https://t.co/r4sjmSPrbe,778340660684419072,2
35,rmakulate,#Brangelina hey #AngelinaJolie what are you doing this #Friday? 😋,778340668619890688,2
36,naomiscarlett,#brangelina https://t.co/aRJNczvymx,778340669723185152,2
37,sweetbromance,EU ESTOU MORTA https://t.co/7V012Jav80,778340676014661632,1
38,Sebmellia,"J'adore Marion Cotillard, c'est pas le soucis. Je dis juste que  #Brangelina ca sonne mieux que Brarion ! #BradPitt",778340676979261440,0
