,screen_name,text,tweet_id,cluster_pred
0,Toooooot1992,#brangelina  I was hoping this a long time ago ( احسن 👊🏿),778355541869522945,1
1,ChelseaMonroe17,Divorcio de Brad Pitt y Angelina Jolie: los memes de la separación: #Brangelina quizá es el hashtag más comen... https://t.co/WKpzDeJdRb,778355543106650112,0
2,fridazamudiog,Ya ni porque le rompieron el corazón a Jennifer Aniston pudieron aguantar💔 #Brangelina,778355543530364932,1
3,ivancano85,jajajajajaa!! que HDP! jajaja https://t.co/ZPerDEeF6i,778355544772018178,2
4,CuriosoInforma,Divorcio de Brad Pitt y Angelina Jolie: los memes de la separación: #Brangelina quizá es el ... https://t.co/lSIBbh5RlY # CuriosoInforma,778355546151723008,0
5,_mipung,ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه… https://t.co/gvIJOdXx5T,778355549402435584,2
6,MarcosTorres0,Divorcio de Brad Pitt y Angelina Jolie: los memes de la separación: #Brangelina quizá es el hashtag más comen... https://t.co/kR5Iv77tc6,778355551021375488,0
7,ZeneIDerX,JAJAAJ https://t.co/IFxkP4W3GJ,778355551399010304,2
8,asdfghfkkm,I've always been in Jennifer's team #Brangelina,778355552258785281,1
9,theRealFlappyTr,#حاجه_مصبرتك_عالدوام #ErdoganVoiceofTheOppressed #FreeGilinsky #Brangelina #Limite2GH17 #enviadoespecialArmas https://t.co/F40PhWo1Ky,778355553575772162,0
10,m0217glee,"ショックすぎる。。。

 #brangelina",778355554653605889,1
11,hector_ran1,Divorcio de Brad Pitt y Angelina Jolie: los memes de la separación: #Brangelina quizá es el hashtag más comen... https://t.co/bI9VWahDWl,778355554880061440,0
12,PSHAustralia,So sad about this breakup news today 😥 https://t.co/qreSYmmByE,778355556365008897,1
13,AlexandeJimene_,Divorcio de Brad Pitt y Angelina Jolie: los memes de la separación: #Brangelina quizá es el hashtag más comen... https://t.co/0s2DjEzjau,778355557157568514,0
14,mnievesvas,"TO LEARN GERMAN II !
https://t.co/IGBE0a44jk
#Brangelina
#MejoresVideosCortosJZ
#CosasQueDesatanMiEnojo
#LanaDominaElMundo
#MalaSuerteEs",778355559238103040,1
15,lucia_pa6,Divorcio de Brad Pitt y Angelina Jolie: los memes de la separación: #Brangelina quizá es el hashtag más comen... https://t.co/aea6q9E63P,778355560043470848,0
16,mariana_v37,Divorcio de Brad Pitt y Angelina Jolie: los memes de la separación: #Brangelina quizá es el hashtag más comen... https://t.co/45SN4tJ9mz,778355561372934145,0
17,statuesquelou,WHAT IS THIS https://t.co/qgZPytYipR,778355561960177666,2
18,RitaFluid,Un obligado! Jennifer Aniston se enteró del divorcio de #Brangelina  MORE &gt;&gt; https://t.co/ntRMswtTnI,778355563600211968,1
19,fanny_agu,Divorcio de Brad Pitt y Angelina Jolie: los memes de la separación: #Brangelina quizá es el hashtag más comen... https://t.co/E1jvtQvZ3Q,778355565470769153,0
20,TrendingInIRE,This tweet by @Vallmeister is one of the most popular in Ireland in the last hour https://t.co/ddrUesWBHa,778355565646999553,1
21,justbeauty18,Highway https://t.co/QT9sUD9Rpe #Brangelina,778355566343172096,1
22,congoforever,"#Brangelina is done. In memory of their union, we look back at happier times in... https://t.co/KNE45fEJXF by @gloriamika via @c0nvey",778355566590717952,2
23,RitaFluid,"Esta fuereacción de Jennifer Aniston tras la ruptura de #Brangelina! ""Hi, Do you remember me?"" 🙂🙃  MORE &gt;&gt; https://t.co/ntRMswtTnI",778355566397849600,1
24,Valecolombia0,Divorcio de Brad Pitt y Angelina Jolie: los memes de la separación: #Brangelina quizá es el hashtag más comen... https://t.co/S3aub8Xmaw,778355567681150977,0
25,FlaviaZimny,😂😂😂😂 https://t.co/5N8k8uF2MA,778355567526043648,2
26,manuell_mezza,LOL https://t.co/L6lH5SjqRc,778355568423546881,2
27,MainaandKingang,Is Kilimani Mums Facebook Group Comprised Of A Bunch Of Gossiping Women? Asks Ma  #Brangelina  https://t.co/faCpoRknwn,778355571833573376,1
28,andygirt,"Yeah, like they've gotta send all those kids back now. https://t.co/Wr6NXWPiQy",778355572403941378,1
29,RitaFluid,how people think jennifer aniston feels vs. how she actually feels #brangelina  MORE &gt;&gt; https://t.co/ntRMswtTnI,778355572366344192,1
30,Any_Buitrag0,Divorcio de Brad Pitt y Angelina Jolie: los memes de la separación: #Brangelina quizá es el hashtag más comen... https://t.co/oio8t4Tca6,778355572722634752,0
