,geo,screen_name,text,tweet_id,cluster_pred
0,,PhilMazo,Who gets to keep the white children? #Brangelina,778357576211828736,0
1,,thisismarti,Voglio dire non ce l'hanno fatta i #Brangelina voglio vedere dove andiamo a sbattere la testa noi cessi e poveri,778357577449140229,0
2,,penelop62863728,"#بيع_متابعين . https://t.co/2rXfgfWEdE "" k7s
#Brangelina",778357577839177732,1
3,,oldiesmexico,NOW Coda -Veinte para las doce &gt;&gt; https://t.co/zVp4jY9Wuw &lt;&lt; #Brangelina #CosasQueDesatanMiEnojo Jennifer Aniston,778357580737417216,0
4,,Aesha__18,"#UNGA
#TrumpACandy
#TerenceCruthcher
#FreeGilinsky
#Brangelina
#في_عقر_ديارهم
https://t.co/I44ITmcKRZ",778357582633263104,0
5,,OnlytheBooks,Cuando te das cuenta que por #Brangelina vendran muchos memes de #JenniferAniston  😂😂,778357584990314496,0
6,,CHAROORTG,El amor no existe. Toy llorando RIP #Bradgelina 😭😭😭 https://t.co/FimzyZeq2F,778357588710854656,1
7,,lamella971,Internet lleva esperando el fin de #Brangelina desde hace 12 años https://t.co/B6U7ZRNVJl En verne,778357591412006912,1
8,,la_comadre,"Comaye @nantyfree y @andyapple310 tienen que leer ésto con atención!!!
😂😂😂😂 https://t.co/o6ytJBrokP",778357591617384448,1
9,,alanpoirier,AH-GREED! https://t.co/ujnt2u3q0M,778357599255220224,1
10,,truthguruisbad,The #Brangelina split is a reminder that Karma is very very real.,778357600438001664,0
11,,EXaholics,#Brangelina #bradpitt #angelinajolie https://t.co/8mNPSelOb2,778357599938961409,1
12,,GossiperSupport,The power couple have made the necessary steps to permanently and legally dissolve their marital union. https://t.co/c1OioU8bP3 #brangelina,778357602346565632,0
13,,odig_efonahex65,اسوي لك برمجه اندرويد و مشروع التخرج واتس 0097470032313 vBi #Brangelina #Cancela_2016,778357602841395201,0
14,,unisseb,meanwhile #brangelina https://t.co/DUnIwro18h,778357604556894208,0
15,,KyleAKiek,#Brangelina famous people aren't real.,778357607262191616,0
16,,Mujerdepocafe,@el_medico_brujo pues mira #brangelina,778357607211732992,0
17,,nadinedeninno,"Well-played @FXNetworks, well-played. #Brangelina 👋🏼 https://t.co/j2o5IQqdtq",778357607266394112,0
18,,JustMyselfForU,Je vais me faire du mal en regardant #MrAndMrsSmith #Brangelina 💔,778357611565551616,1
19,,pauliexharks,My heart is bleeding https://t.co/MB7EljYo2i,778357629017923584,1
20,,donaldsonregin6,Internet lleva esperando el fin de #Brangelina desde hace 12 años https://t.co/tAyEBPaLx1 En verne,778357630939037696,1
21,,susaferreira,😆 https://t.co/LWfKlTR7c0,778357631291383812,1
22,,KiziKara,Guclu kadin yanindaki adami hep 2 beden kucuk gosterir zaten. https://t.co/3T1sfeZIHU,778357632260247552,1
23,,Cerraji,Esto sí que es bueno. 😁😂 https://t.co/KssGGdD7nd,778357635452055553,1
24,,briana83,Reports suggest that the divorce is due to Brad's substance abuse issues and violent outbursts. Not infidelity. #Brangelina,778357636899102720,0
25,,royhibbert23,My wife left me #Brangelina,778357640032317442,0
26,,L4RRYUNM4NJ4R,alguien digame que pasa y que tiene que ver jennifer aniston aca?? #Brangelina,778357647833763842,1
27,,dailypostkenya,"⒈ #HandsOffMoiUniversity
⒉ #Brangelina
⒊ Xhaka
⒋ #GainWithXtianDela
⒌ #JobCrisisKE

2016/9/21 01:12 EAT #trndnl https://t.co/f0Z9fDv8U2",778357652644585472,0
28,,EggySoldier,"Could  #newsnight be more obnoxious?Said prurient to cover #brangelina and faux to put an intellectual spin on divorce,but did it anyway 😤",778357653709946880,0
29,,RadioSpencer,Am I an awful human being because I don’t give two tosses about celebrity splits?? And #Brangelina was THE MOST ANNOYING name ever.,778357654896844801,0
30,,vision3601,"Tengo una duda, ahora que se separa #brangelina ... ¿Dónde jugarán los niños? ¿Dónde dejarán a tanto chamaco?",778357655622385664,0
31,,daludalu1beiber,Meanwhile.......  #Brangelina https://t.co/i9Pel6YE4p,778357656369131521,0
32,,yodovoo,#Brangelina https://t.co/UIzGvCDDBm,778357661171609604,0
33,,didiaynu,Wondering how long it will take before someone blames Hillary Clinton for this #Brangelina,778357661389774849,0
34,,pllstheories,I'm so sad that #brangelina are OVER,778357665810481152,0
35,,ZoeRebuffo,"no existe el amor, es todo una mentira. https://t.co/h9fk1XUl4Y",778357667685335040,1
36,,SueGhoshWriter,😂😂 https://t.co/aVINajOu5i,778357668503179264,1
37,,martibacc,Jajajajaja que bolaso https://t.co/snIrhzu8B2,778357669166014464,1
38,,YoKarla8,"#SiguemeYTeSigo Worldwide
1  #brangelina
2  #Limite2GH17
3  #FreeGilinsky
4  #ErdoganVoiceofTheOppressed
5 Be...  https://t.co/IV8CChRkjh",778357669887217664,0
39,,PaulaYellowHorn,Very sad they are breaking up...poor kids... https://t.co/nNGKvkZV9f,778357671288111104,1
40,,tanniadz,Estoy DEVASTADA 💔 https://t.co/1e1sZtLlJc,778357672361930754,1
41,,Perstephon3,So. Many. Petty. Jennifer. Aniston. Jokes. On. Twitter. Today. #Brangelina https://t.co/liV3j0nqwp,778357671908868096,0
42,,ayeh_omar,"يجب تعليق عضوية السعودية في مجلس حقوق الإنسان https://t.co/wX2UM8Ggwg
#ميقاتي
#GlobalGoals
#فضل_الله
#وزع_وظايف_للمغردين
#Brangelina
#Mosul",778357677634293760,1
43,,AOrtiz925,"This ""news"" should be the featured story on a Monday morning 2 a.m. show called, ""News We Shouldn't Care About"" #Brangelina",778357680050143232,0
44,,NotiESP,¿Cuántos hijos tienen Brad Pitt y Angelina Jolie ? https://t.co/5MmO1MzBbB #Brangelina https://t.co/xD5l2YK3MS,778357679995686912,1
45,,gabbye3314,Well that ruined my day.... #Brangelina,778357684038926340,0
46,,nicebben,"Ils vont enfin pouvoir faire leur coming out #Brangelina enfin surtout Brad, Angie est déjà out",778357683942526976,0
47,,whey2muscle,"Trending
#Brangelina
#FloridaIn5Words
#TrumpACandy
Jennifer Aniston
#IlluminateEvents
#FreeGilinsky
Brad
Pest Control
Xhaka
Betis",778357684667944960,1
48,,elstines,Why do Hollywood marriages fail? In any relationship expectations play a role https://t.co/JdWDIqroZM @MarissaNegrete #marriage #Brangelina,778357685875978240,0
49,,AnCincotti,Reacción de los hombres al enterarse que Angelina está soltera. #Brangelina https://t.co/ChpDUvQGDr,778357690556878848,0
50,,virgoinservice,"#Brangelina Brad has Uranus square his Moon by transit, Angelina has Saturn oppose her Sun, the party is over.",778357691710255106,1
51,,realsofiafdez,no puedo más https://t.co/3JbEJ4Obhz,778357691907440640,0
52,,12NataliaLopez,😭😭😭😭😭😭😭😭 https://t.co/dkDl2gjGJa,778357693803290624,1
53,,jrobvitamint,Jennifer Aniston's like...#Brangelina https://t.co/BAnbcLMDWk,778357696374251521,1
54,,fredaldal,da efffff https://t.co/QFIOcPBOaf,778357698064560129,0
55,,MazenMAly,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/iXqQNnKljD,778357703018151936,1
56,,truxen,"https://t.co/keX6sm1NVv  

""Why AM I ALIVE""
#Brangelina
#MakeAQuoteThirsty 
#TrollsCantBotherMeBecause",778357703647211521,1
57,,OtazuRo,Jajjaja los amo warner 😂 https://t.co/cAf9ztkhCa,778357703408291844,0
58,,jordan_olsen26,"Huge story. At best grossly unethical, almost certainly illegal, and possibly criminal. Apparently #Brangelina too… https://t.co/eLd7CvzDZS",778357703529816064,1
59,,mattiaasfk,que era creer en él amor https://t.co/WyXqsIgBby,778357704129712128,1
60,,gabrielconner5,"8y6
#قحطاني_يكرم_مطيري_بخصوه_ابنته
#ديفيد_لويز
#Brangelina https://t.co/eyqAouJ8sl",778357704960114689,0
61,,JaimePrimak,Hey Jen... Brad cheated on Angie!!! #brangelina https://t.co/GSwSqdSIgf,778357705023090689,1
62,,MestroMiyagiK,#Brangelina  mio nonno diceva che amore è come ghiaccio se non mantenuto bene si scioglie.,778357708273643520,1
63,,jpantoni580,#Brangelina,778357710479826945,0
64,,maggiedaisy112,#Brangelina io (11 anni fa ormai 😱) c'ero rimasta male per la Aniston... Ora mi spiace solo vedere che non regge nessuna coppia 😒,778357712409202688,0
65,,JayceeDenniis,#brangelina why :(,778357712862253056,0
66,,barbibegarie,FIN A #BRANGELINA 😔 no lo soporto,778357716951658498,0
67,,DeboraSGNegrao,Que triste #Brangelina :(,778357716783857665,1
68,,CelesteKristek,I literally took an hour nap and in that time #Brangelina ended apparently and I'm totally Mr. Krabs meme rn,778357717576589312,0
69,,larry_ikigai,C'è da mettersi l'anima in pace https://t.co/euLq5yWLwf,778357724258107392,0
70,,FREEDYBRUNA,Οι δυο δημοσιογράφοι με τις περούκες παρακολουθούσαν τον Παππα για να δουν αν τα εχει με την Αντζελίνα. #perouka_gate #brangelina,778357724216197120,0
71,,vasisht,"Somewhere, #JenniferAniston is smirking right now… “And that, my friend, is what we call #closure” #Brangelina #WEWEREONABREAK",778357726258888704,0
72,,247Newsdesk,Tuesday saw two seismic shifts in LA: #Brangelina's divorce and a small earthquake https://t.co/ds6f4irlU1 https://t.co/snjzbDNE7z,778357726158159876,0
73,,linjessica1,Internet lleva esperando el fin de #Brangelina desde hace 12 años https://t.co/1bgjQOedmZ En verne,778357729421320192,1
74,,Flo_0601,"If they made a final decision to keep on apart, I hope they will remain friends and still be seeing each other for children. #brangelina",778357729379385344,0
75,,SoCalBIGmike,"To be fair, I did find out via US Weekly last week at a Vons. 😋 https://t.co/DKofoaeIlL",778357732319518720,1
76,,thehalalscammer,Me when I knew why #Brangelina is trending https://t.co/6FFovP8l4y,778357730755112964,0
77,,dave_prowler,"#Brangelina no pudieron dos personas famosas, bellas y adineradas y van a poder ustedes? Ridículos.",778357733544394752,0
78,,paynefulperiod,ME RNRN RNNRNRNRNNRNRNRN https://t.co/V89M7xYUae,778357734538215424,0
79,,fireworm_km,#brangelina #zerofucks some people should start living their own lives and stop looking at others,778357735415046144,0
80,,sv_stefany,Aahjajajajaj https://t.co/4KyHOqMNnf,778357737134682113,1
81,,theRealFlappyTr,#Limite2GH17 #Brangelina #FreeGilinsky #enviadoespecialArmas #حاجه_مصبرتك_عالدوام #ErdoganVoiceofTheOppressed https://t.co/F40PhWo1Ky,778357739433197568,0
82,,mahajbap98,براد و انجلينا كانوا بنظري المثال الصامد للحب الحقيقي في هوليود بس الحين كل العلاقات بهوليود ما تدوم او فيك #Brangelina,778357742209753088,0
83,,un_candadito,"Jen que le dirías a Angelina 
#Brangelina https://t.co/DCVGKK96KZ",778357743107178497,1
84,,imsms80,Haven't read a better piece on the #Brangelina split. #BrangelinaBreakup #BrangelinaIsOver https://t.co/kwNgaoFYVP,778357745485361152,0
85,,DivaMoodley,Honestly shocked about #Brangelina but upon reflection it is not surprising. Generally Hollywood doesn't value marriage the way it should...,778357746118828032,0
86,,kathymjrk,la venganza de este fandom me hace reír y los memes son brutales  :) https://t.co/fTiTznzBJb,778357750095044608,0
87,,abiscesar,#JeniferAniston https://t.co/H2wYgmgRie,778357751848181760,0
88,,BIGHOMIELUI,STOP FUCKING LYING!!!!! https://t.co/C0ojpYY2tm,778357752296988672,0
89,,Abhilashkhude,Feels rest of the world small  #Brangelina,778357752884146177,0
