,screen_name,text,tweet_id,cluster_pred
0,Joshuaryn420,"A constitutional government is the only way to go.
#SkittlesWelcome  #Trump #NeverHilary #Brangelina  #TrumpAcandy #NRA #1A #2A #DNCleaks",778345230122622976,2
1,Nadinechreif,This makes me sad https://t.co/o7DT2fbYrl,778345232354205696,2
2,heyitsmeherecm,#Brangelina Decora tu cuarto con un Columpio 😍 Es muy FÁCIL Y BARATO de hacer 😉👌 https://t.co/aIvvtwjB63 ~,778345234350563328,1
3,MGMadson,Sad for family but Sweet closure for Jen on #bragelina https://t.co/Kw1If5XIjp,778345236619595776,2
4,BedeBarbara,"Eu posso dizer que fui pivô da separação de #brangelina, por exemplo. Não tenho provas, mas tenho convicção. ☺️",778345236355543040,2
5,Taifalmuzaini,🐽👞 https://t.co/gEAyRIXLYy,778345236829446144,2
6,eleanor_ek,@SophieBroughton https://t.co/9sO862UIth,778345237311782912,2
7,oldiesmexico,#nowplaying Rick Astley -Never Gonna Give You Up &gt;&gt; Free App for Android / iOS &lt;&lt; Disfruta tu radio en https://t.co/MVu3pulKYt #Brangelina,778345238817599488,2
8,christy17_,Brangelina out! https://t.co/wfN6ZV4jhA,778345243649400832,2
9,iggyisrapgod,Got a date tonight 👢😙👧 sorry Angelina while your at home I'll be getting some dick at Wendy's #brangelina #herloss,778345248565190656,3
10,ElinaBeauchamp,"Nah, it knocked @BarackObama's hot week at the UnitedNations as the global star hahahaha https://t.co/BiaS8UszZg",778345252096659456,2
11,Cinemamit,"Ouch! 
Not so happy ending! 🤔

#Brangelina",778345252834910208,2
12,mangobaaz,"An Artist Turned Pakistani Armeena Khan Into Angelina Jolie from Maleficent
#brangelina #brangelinadivorce… https://t.co/DD725gC42W",778345253619261440,2
13,Gutierritoos,"Lo que mal empieza, mal acaba #Brangelina",778345259998715904,2
14,amineallazra,"I hope you day was as good as Jennifer Aniston 
#Brangelina https://t.co/zWuq5ZpoCY",778345259256414209,3
15,EARTHLYNN1,@amylt7215 i knew the #Brangelina #JenniferAniston ruckus was a DISTRACTION from something! It always is! This is gonna stay under the RADAR,778345262221635584,2
16,meduiiiiii,"Oh, no. 😢 #Brangelina",778345267317747712,3
17,TheSolush,Honestly I really I don't think Jennifer Aniston gives a shit #Brangelina,778345267200462848,3
18,emilythieu,jennifer is like #Brangelina https://t.co/uiOUXdcXGQ,778345269767405568,3
19,grazia_corallo,😥😍 https://t.co/IyvEseDLrf,778345270144827397,2
20,for_cariggs,i could cry #Brangelina,778345271235383296,0
21,ExcelledSlayer,Brad Pitt and Angelina Jolie are getting a divorce?  #Brangelina https://t.co/ARh9YUFDsn,778345271482806272,2
22,Brie_Smithhhh,stop it https://t.co/8CE8UZbCI0,778345274037178369,2
23,alicia_aliberry,Truly heartbreaking 💔 💔 💔 😢 #Brangelina,778345274896809984,2
24,ClaireNeylon,Love is dead #Brangelina,778345277002395648,0
25,D4SParis,#Gossip J'aimais trop ce couple 󾬎🙁 #angelinajolie #bradpitt #brangelina #truelovestoryneverdie https://t.co/aNsn37Y4qr,778345277375799296,2
26,SinuheLiben,¿Ahora cual será el motor de #BradPitt para salvarnos de un Apocalipsis zombie sin una esposa a la cual rescatar? 😱💀😭 #PrayFor #Brangelina,778345278000594944,2
27,Ptaah_LSG,"Comme le dit si bien Jennifer
""Between you and me ? Sex is NEVER off the table"" https://t.co/zcve8qaZ0j",778345278277554176,3
28,PLForeverMe,#brangelina,778345277312958465,0
29,Tjj70Jones,Oi oi Bradley🙋🏼#okladiesnowletsgetinformation #brangelina https://t.co/nzTCtdoUS6,778345278243868672,2
30,abc13houston,"In the wake of the #Brangelina split, here are 10 more shocking celeb break-ups: https://t.co/4BRT1eKzCn #abc13 https://t.co/p7vkmbCpYn",778345278319525892,2
31,heyitsmeherecm,#Brangelina Decora tu cuarto con un Columpio 😍 Es muy FÁCIL Y BARATO de hacer 😉👌 https://t.co/aIvvtwjB63 `,778345279892230144,1
32,dailydot,9 totally unnecessary reactions to the #Brangelina split: https://t.co/GxZuGwqQ8V https://t.co/zuuIEZdR2m,778345279552651264,2
33,hydeordie,About to be on @CNN to talk about #Brangelina. It's #aweirdday. #atleastitsnotaboutthecar #newsworthy,778345283830685697,2
34,doabsurdo,"Se nem #Brangelina resistiu, quem somos nós, meros mortais, pra querermos que os nossos relacionamentos durem?",778345284535513088,2
35,Mannyratback1,#Brangelina https://t.co/KZL9gQb6Cj,778345284875104256,2
36,anna__kav,As long as @TomFletcher and his wife stay together we don't need to worry https://t.co/UCxrfC2Wz9 #neverforgettheweddingspeach  #Brangelina,778345286057984003,2
37,crossleyjc,Not making any jokes about #Brangelina - I wouldn't touch it with a Cotillard stick.,778345286334840832,2
38,KMMH88,@acer_csh https://t.co/UEiK7pYec9,778345286175453184,2
39,MisterNicePants,smh. https://t.co/zzupYO4jrz,778345289505726464,2
40,sadboycecil,this is a joke right? https://t.co/IQc4gdafCk,778345291871387648,2
41,qiuned,💁 https://t.co/LySXS7BcyH,778345292617756672,2
42,miro_pipercevic,What goes around... #brangelina https://t.co/kE3tJ3Bpil,778345291221233665,0
43,Lizett_De,Estoy de luto amiguitos. #Brangelina,778345294278725632,2
44,losethemittens,#brangelina He has really bad body odor.  He's had it for years.  Nothing helps.  She just couldn't take it anymore!,778345292739600384,2
45,bklinz,"Very upset about #Brangelina, mostly because this is the closest any moniker will come to including my name.",778345295138742272,2
46,mynameisntdave,I wonder how Jon Voight is taking this whole #Brangelina thing tho,778345296162095105,2
47,AbelArana,"Jennifer Aniston ahora mismo.
En su casa.
A carcajadas.
#Brangelexit #bradpitt #brangelina https://t.co/iY5v1UlI04",778345295079993344,3
48,MuhammedAlice,Clearly my reaction. https://t.co/Jf12zLuitC,778345296086573056,2
49,glaucopide77,"ma chi se ne frega di #Brangelina, anche #albanoeromina si sono lasciati!",778345297831403520,2
50,NeleDeHaes,Just read the news of #Brangelina .... WHAT?!?!,778345298028556291,2
51,stallonesara,"Quería que sigan juntos  #Brangelina , casi como que sigan mis padres",778345299160989697,2
52,UZIEL_13NOV,SIGUEME Y TE SIGO❗❤SIGUEME Y TE SIGO❗!RT. y te Recomiendo 👌✌👈 #MartesDeGanarSeguidores😲😃#SeguimeYTeSigo#Brangelina 😎😉,778345299873894400,2
53,badmoosekrat,i know i feel a little better about my self.  #keeplifelight #selfesteemboost #Brangelina https://t.co/eneSVagn1K,778345299114758149,2
54,trueviralnews,Pretty Little Liars' ... #AlisonDiLaurentis #EndocrineDisease #Brangelina #news https://t.co/D59pSNsth7 https://t.co/Ry8iDhn4KD,778345300272488448,2
55,samonster914,HHAHAHAHAHA https://t.co/IlsjoEdqlM,778345304210993152,2
56,saintsaen,you're jinxing it https://t.co/jab3v63u5q,778345305007947776,2
57,OutfitsFash,ThePlatformYT: When you realize love is dead 💔 #Brangelina https://t.co/B3rvjt79DO,778345307163721728,0
58,NewsPollsToday,Surprised? #Brangelina,778345308166250497,2
59,ArenasGaly,Wit for it... https://t.co/daMZ9pLu7d,778345310691078144,2
60,AmberPickette,Angie warned us all. #Brangelina https://t.co/jBZi983bOr,778345311961964544,2
61,orehovamariana2,"elt
#الاهلي_يستنجد_بالحكم_المحلي
#Brangelina
#ديفيد_لويز https://t.co/EcuS5oXgzL",778345314507956224,2
62,secularstupiddd,"@Sempi35 HD Footage of Hillary's Crazy Crossed Eyes! https://t.co/z37SkgA00E

#TrumpPence16 #MAGA
#HillarysHealth",778345315363491840,2
63,dialadike,"Hand on heart,I can honestly say, I don't give a flying fuck about Jolie and Pitt getting divorced! #Brangelina",778345317255241728,3
64,liz_luvsyu,Oh my heart #Brangelina,778345319100579840,3
65,samanthapantha_,damn https://t.co/jsGRig9Jhw,778345319079829504,2
66,Jordan_0122,I lost all faith in relationships https://t.co/mT1mAhj5F2,778345321667530752,2
67,iBetil,Brad Pitt had cheated on Jennifer Aniston with Angelina Jolie.. How was that a relationship goal to start with? #Brangelina,778345322628124677,3
68,JaneSoGeek,"Sino terminas con ""el amor de tu vida"" por éstas fechas no eres chido. #Brangelina",778345325350137857,0
69,filippo_alex,Reactions from Twitter on the #Brangelina news - https://t.co/dXGRVWrWmW https://t.co/xvSLUJ0Kbe,778345325035741184,2
