,geo,screen_name,text,tweet_id,cluster_pred
0,,bieber2105,#Brangelina CIÒ SPERO VI CONVINCA CHE VI LASCERETE TUTTIIII,778341270204932101,1
1,,KPokhariyal,Why love marriage of yrs fail? Where love suddenly disappears? How much yolo(selfishness) influence d decision? To #BrexPitt #Brangelina .,778341273463840768,1
2,,saronewcombe,Sono passate quasi 7 ore dalla notizia della separazione e ancora non riesco a smettere di pensare alle tette di #dilettaleotta #Brangelina,778341274537590784,1
3,,dittedehollandr,Ik kan dit mentaal niet aan sorry  https://t.co/atZUpt5K3m,778341275456114688,1
4,,helloitsjoao,Nepia não qr crll https://t.co/jlLYsiEjVJ,778341275376443392,1
5,,andylubell,"Si  #Brangelina ya se acabó, ¿Que podía esperar de nuestro amor?",778341279809712128,1
6,,adrialli,Nooooooo!!! 😭😭😭😭😭 https://t.co/OmMVRNwspi,778341280619241472,1
7,,HarryCook,Jennifer Aniston right now. #Brangelina https://t.co/V1xi9b56J0,778341281856577536,1
8,,Nali_Exodar,"Omg, #pornovenganza :O https://t.co/a5iBr1UR0r",778341285941968896,1
9,,divinaluna,#Brangelina duraron mas como novios que como esposos #Brangelexit,778341286956847105,1
10,,espinozaagatha1,"yza
#Brangelina
#لوكاس_بيريز
#الوزاره_تخيب_امال_الاجتماعيات https://t.co/zlMjxwc4t3",778341288294944768,1
11,,fuckinghater_,@zayntity I´ll give you 50 followss but instead of following me rt this https://t.co/RBt0jd8r30 with all your saved please.,778341291163869184,1
12,,christo36675917,"l7p
#معا_نحمي_الدين_والوطن
#Brangelina
#السهم_السعودي_نجاح_وانجاز https://t.co/fgGDhgbS4L",778341292514373633,1
13,,meliundbuffy,"Me, when work is over #Brangelina #spoby #FlyBenefit #HurryUpFriday #ScreamQueens #HalloweenInspiration https://t.co/oM9jx59rgi",778341294921936897,1
14,,fashionquotes13,ThePlatformYT: When you realize love is dead 💔 #Brangelina https://t.co/WslhWcaIxy,778341296046047232,1
15,,euphoricbands,This can't be real omg if they didn't make it no one has hope https://t.co/cgoJCc3ODj,778341295639162880,1
16,,luvjoydiver,"She's fucking married. Jesus, leave her alone https://t.co/GktzroFxlj",778341296414928896,0
