,screen_name,text,tweet_id,cluster_pred
0,syrenrawr,😭😭😭😭😭😭😭 https://t.co/p5Bic5ybeS,778335590550908929,3
1,1jeanp,@charromon @JAGomz @weraely https://t.co/dDHe9IJwcv,778335590706057217,4
2,FarahAlrifaii,Karma is a bitch #Brangelina https://t.co/BCpoiHkT9U,778335592522317824,4
3,Elizabeth_Whyte,I'm a lot calmer about this than I probably will be later. RIP Brangelina. Praying for the entire fam jam.  #Brangelina,778335594451787777,3
4,zendaeyah,LOVE IS A FUCKING HOAX #Brangelina https://t.co/IYMc2WbWG3,778335594904772608,3
5,F_il_Magnifico,Finirà così. #Brangelina https://t.co/2SGEVxhgL4,778335595877789696,3
6,pelekas,Angelina and Brad to get divorced. That's the Pitts...#Brangelina,778335599589634048,3
7,okayteddi,YOU ARE LYING TO ME https://t.co/iTPUhlHmJh,778335600122404865,4
8,_BionicWoman,Terminan Suar y Siciliani. Y estoy esperando los memes de Araceli... https://t.co/DrtspNdKhE,778335603318489088,1
9,likevilqueen,Ces que estão falando que n acreditam mais no amor todos aqui tem os pais e avós separados? Os meus ainda estão juntos e se amam #Brangelina,778335603930923008,1
10,Spongey_X,.@DNRshow must talk about the devastating news of #Brangelina split. #jebuswept @wastesyourtime #tabloidtuesday,778335606040473601,4
11,jpaar1,#Brangelina #INGLORIOUS #BradPitt #AngelinaJolie https://t.co/EpzWlKK3uw,778335608636841984,4
12,Lchristou,Γιου αρ δε ουάν Αντζελίνα! #Brangelina #Pitt #Jolie #tsipras https://t.co/Z70AOvNVJ0,778335608687255552,4
13,girlhoodposts,"Does Jennifer Aniston have Twitter? She needs to tweet ""lol"" for the culture #Brangelina",778335610658521089,1
14,KathCooper5,"mano
eu to realmente triste 
 #Brangelina https://t.co/g9pllhlVfh",778335611631599617,1
15,_salman_taher,"إمامي ومولاي علياً أعلنت بالقول الصريح ان مذهبي حيدرياً
#یوم_الولایة_والبیعة #تشلسي_ليستر #Brangelina #همم_داعيات #تنسيق_المغتربين_فين",778335612126523393,4
16,1MrChris,https://t.co/8XucrmCc3T https://t.co/cOn6QpKK01,778335616497057792,3
17,puddinsdelena,They were everything you could expect from a couple.They were real life version of Chuck Bass and Blair Waldorf.And… https://t.co/T97vZu1BFt,778335622037725185,4
18,MinieCaroline,I think I don't believe in true love anymore. They were perfect couple 💗 #Brangelina,778335622725505024,3
19,ykaro_rbd,"Como assim #Brangelina acabou 
Como acreditar no amor depois disso
O OTP supremo
Cancela 2016 que eu não quero nem ver o que vem por ai",778335624692633601,4
20,CrislayneDbora,#brangelina https://t.co/XTdXj6UwFq,778335626567483392,4
21,NormalCory,#Brangelina https://t.co/Qngz2X6EPR,778335628027047936,4
22,xkiangel,So dramatic wow https://t.co/1uL0AYf3DM,778335628954112000,4
23,mariemng14,#Brangelina forever. I don't wanna hear about this divorce nonsense. 😭😂 https://t.co/jpKUlyN7sY,778335630317260801,3
24,amTellerrand,"Schlechte Nachrichten für vietnamesische Waisenkinder:
#Brangelina trennen sich...",778335631525150721,4
25,g00gl5111,"#Brangelina 
Video 74
https://t.co/r3c87YgXEp",778335634314395648,1
26,petscarepk,"You do not talk about fight club. How many times is it supposed to be told.

-the end

  #brangelina",778335635346194432,4
27,priyatweets98,"Rachel green is savage🙅🏻😩

#Brangelina https://t.co/9r76RH7iCY",778335636029788160,4
28,bigmcgaffney,"MILWAUKEE-Asked restaurant host: ""God, did you hear about #Brangelina?""
Host: ""No.""
Me: ""Divorced.""
Thought she would cry.
@PardonMyTake",778335636973506565,3
29,SouniaSiahi,"Und wir erst! @aktuelle_stunde kurz vorm ""Extra"" 🙈 #breakingbrad https://t.co/NyBNP60JBh",778335637091024904,4
30,NationalPeaceAc,Don't let #Brangelina distract you from the fact that tomorrow is #PeaceDay! NPA is honored to work for peace every day.,778335638793838592,4
31,GonxGgracez,#CosasQueDesatanMiEnojo y que #Brangelina se estén separando ni puedo creer que las cosas al final sean así.,778335639741747200,4
32,MariaAlejAlva,You mean Damn #loveisalie https://t.co/aWeJx5KKF3,778335639980867585,3
