,geo,screen_name,text,tweet_id,cluster_pred
0,,unel,"👉 Jasa Tambah Follower Twitter dan Instagram 👻 List Harga Baca di www[.]followback[.]net tanpa tanda kurung
 ~ #Emmys ~ 88",777720913856827393,0
1,,l0aal_,اللي مع رامي مالك طول حفل #Emmys طلعت بنت عمه اووه اخيرا عرفت 😅 يقول بانهم مره اصدقاء وقريبين لبعض 💓 https://t.co/RcRw2a1xlr,777720911218741249,1
2,,inusanewscom,(GQ) #Emmys 2016: Watch Matt Damon and Jimmy Kimmel Continue #TV's Best Fake Feud : Damon.. https://t.co/EMaUyXcpv4 https://t.co/LvZYedTJ8m,777720916650237953,0
3,,Edscalante,OH NO 😂😂😂😂😂 https://t.co/xj4AO05Ah3,777720920186118144,1
4,,marisince95,Morri https://t.co/OXUkPd6flc,777720920538509313,1
5,,P8kc8,"مسابقات وجوائز ايفونات 7
وفقرات شعريه
-
-dd

 #Emmys #اعتقادات_طفوليه #اروع_ما_تراه_عينك #لهجه_عربيه_ودك_تتعلمها https://t.co/w0doWrYfxv",777720922140708864,0
6,,JennyBobofett,"Best line of the night: @jimmykimmel ""Transparent was born a drama but identifies as a comedy"" LMFAO! 😂#Emmys",777720922522345472,1
7,,JoshNoneYaBiz,#Emmys hmmmm https://t.co/oh1pQMy35N,777720922727940096,0
8,,sharonInCO,@ImAngelaBassett @CSiriano The dress IS gorgeous.. no doubt &amp; Don't take this wrong...But Angela is perfection to start with!  #Emmys,777720923277234176,0
9,,killindee,He deserves it wallah 😂😂😭💕!! https://t.co/jPS4ptzKSL,777720926569889792,1
10,,Beet_R,Envy Adams just congratulated Elliot Alderson. My inner fangirl is screaming. https://t.co/kHl4zX1zuw,777720927668801536,1
11,,liiberosis,Finally!!!!! https://t.co/77izhb4H83,777720929711484928,0
12,,BSpinosa,Meh. Not my type https://t.co/uK37hqYUUR,777720932513218560,1
13,,MateoLanus14,Todos los ganadores de los Emmy 2016 https://t.co/YgBhK14y2q #Emmys #Emmys2016 https://t.co/Htw6LAxh8o,777720934161678337,1
14,,sadandsassy___,I CANT BELIEVE THIS SOMEONE PLEASE PINCH ME OMG CONGRATS @ItsRamiMalek NO ONE DESERVED IT MORE I LOVE YOU #Emmys https://t.co/P7TetGewrG,777720935205961728,0
15,,IsabelaGarnes,Novinha Branquinha Na Sirica https://t.co/yCqSgDjYA0 #Emmys #TURBULENCE #MariliaMendon 2887,777720937332420609,0
16,,11011985jcr,@esmeralda_jake ano ganap sa #emmys,777720937303056384,0
17,,erstkate,Oh fantastic! Long way from The Big Steal... https://t.co/UUqX1qFSlj,777720938942955522,1
18,,butleriano,Those two seem to have an inverse relationship on GoT. https://t.co/zV6OsM9yWT,777720940570382337,0
19,,QueenofSpain,Love @Lesdoggg Twitter jokes on the #Emmys ... seriously Twitter deserves it,777720941010759681,0
20,,Maljedhi3,@GameOfThrones SO DESERVED!!!👏👏 https://t.co/DyPM1ujVGa,777720941371686912,0
21,,RusherdeMaslow,HER-MO-SI-SI-MA 😍😍 https://t.co/2K9tih0raH,777720941468012544,0
22,,shrutika16,#lifegoals https://t.co/hfURbhMAO1,777720941744836608,1
23,,Itsonly1Shanae,I think the #NutrishCat rocked the red carpet at the #Emmys. https://t.co/YzKNuohrT0,777720943149879297,1
24,,Raj_Shake_Her,And the GoT juggernaut continues to de-throne all and sundry in its category 😂😂😂 #Emmys,777720943690919937,0
25,,Specneedsmom4,Love that @Lesdoggg on #Emmys able to poke some fun at all the troubles that Milo guy gave her.  He was/is plain nasty &amp; deplorable!,777720944596963328,0
26,,AdinaPorter,"Yup, that's why I returned my clones. All they ever did was praise @tatianamaslany (with good reason!) #Emmys https://t.co/XdZtXYVtgm",777720946043949056,0
27,,timtrees103,No show is better than Game Of Thrones !! #Emmys,777720946635464704,0
28,,bunnythehuman,parabens minha bebecinha https://t.co/fkLDhVsjZ7,777720947688214529,1
29,,reynoldskong,I love the Jewish awards night.. #Emmys,777720948514361348,1
30,,Estellemd,Grave beaux. https://t.co/l0E85pIgJy,777720948069916673,1
31,,alicehell4A,"Безумно рада за нее
#Emmys",777720948086702082,0
32,,besteokudan,Vee game of thrones 👊👊👊👊 #Emmys,777720950179655680,0
33,,Thii_Carvalho18,Game Of Thrones melhor série dramática😍😍😍 merecido demais. #Emmys,777720952390123524,0
34,,NVGhost005,Yes! https://t.co/wL1o20peGp,777720953379762176,0
35,,kristen_zimmer,"But what the hell took the #Emmys so damn long to give @tatianamaslany a prize? Like, thanks for finally getting on my level...",777720953803575297,0
36,,EstebanUriona,Hahahha https://t.co/9s5LHhPd0l,777720953761566721,0
37,,CoolAkramTV,The  #Emmys are for Cartoons?,777720955334295552,0
38,,marlboromikayla,what a babe she is the best thing i've ever seen this is so precious  https://t.co/d9aTCeNskj,777720956282343424,1
39,,PrincessOtC,📷 avaduvernayfan: #BlackGirlMagic at the #Emmys https://t.co/eetr8Z9iEP,777720955934240768,0
40,,Pipa_Cool,@emtothea what Raenell said 👇 Pow!!!💥💨 https://t.co/LTg1pz0YoR,777720957070868484,1
41,,Ginny_model,"GET 93 FOLLOWERS EVERYHOUR➜https://t.co/YS7TQt6SEu
#ThatsMyGirlTODAY
Vikings
#Emmys
Trae Waynes
#BBWLA
The Americans",777720957955825664,1
42,,MotivationFash,InStyle: See the hottest looks from the 2016 #Emmys red carpet: https://t.co/UhulnBnQ8t https://t.co/PnCBNxi1hA,777720958887100420,1
43,,Justerbtlsports,Leo's think alike. https://t.co/99NfUEb3ue,777720960526921729,1
44,,REVIVALSUPREMA,A performance do Coldplay no Soper bowl ganhou????  #Emmys,777720961235845120,0
45,,carolinabl17,💗lovethemm https://t.co/J295x0LcvW,777720962359910400,0
46,,ElizebethTX2,Do you despise #RichPoliticians like #Hillary ?  Join https://t.co/NKhjrpTpzl https://t.co/5yxlnJoUpq,777720964863946752,0
47,,ElSimplista,Excelente que le hayan vuelto a premiar a Jill Solloway y su gran serie #Transparent #Emmys,777720966935879680,0
48,,KnowledgIsPowa,GREAT THREAD. Has a successful white defense attorney been vilified this way tho?🤔🤔 I don't recall smh https://t.co/QQbHnLPGjB,777720967493672960,1
49,"[34.04319434, -118.26968927]",GerrickKennedy,Winners come here to get their #Emmys engraved. @ L.A Convention Center - U.S Citizenship Oath… https://t.co/8GM5cUzRm9,777720968886312960,1
50,,CounterMoonbat,"This is getting boring at this point. If you really believe this, arm up.  https://t.co/XdoIWNCFyz",777720969574043649,0
51,,lauriecrosswell,"How do ya like them apples, Donald Trump? #Emmys https://t.co/XV38xGdeyc",777720972434608128,0
