,geo,screen_name,text,tweet_id,cluster_pred
0,,DoubleOh_Kevin,Cortney B Vance!!! Fantastic job as Jonny Cochran. And Cuba Gooding Jr did amazing as well. #Emmys,777682984568774656,0
1,,YaasssHillary,"""Obama out. Hillary in!""- Emmy winner @CourtneyBVance #Emmys #ImWithHer",777682985000824834,2
2,,shortstackDandN,"Courtney B Vance!!!  Congrats to you, sir! @CourtneyBVance #Emmys #Obama",777682985071943681,2
3,,LucyAppa,Love love love Tina Fey's green dress. #emmys,777682985143459840,0
4,,lbevans23,Lady Mary and Coach! You better stop it right now before we get the fan fic started. #Emmys,777682985227255808,0
5,,viztorhugo,#Emmys https://t.co/7i1hChdXN3,777682983658684416,1
6,,carlgrisham,When Eagle fans heard Bradford was traded #FlyEaglesFly #BleedGreen #SNFonNBC https://t.co/1xyonKcH1s,777682985134895104,0
7,,CherokeeLair,"""Obama out Hillary IN"" Courtney B Vance and Angela Bassett are the most perfect couple next to POTUS and FLOTUS! 💖💋💖 #Emmys",777682985244094464,2
8,,motelbaters,desculpa a torcida da tatiana mas essa noite é da viola #Emmys,777682985667682304,0
9,,refleclifford,miren lo hermosos que son mis hijos #Emmys  https://t.co/LcH6pA7JgJ,777682985080324096,0
10,,MinutoPOP,"#Emmys Melhor Ator em Série Limitada: 
Courtney B. Vance, ""The People v O.J. Simpson: American Crime Story"" 
https://t.co/UIL9bLQI8e",777682985776807936,2
11,,SHARONShaie,@crissles looks good!!!! https://t.co/xPHvQzWTqe,777682985621389312,1
12,,BritInTheMitt,The star of The People Vs OJ Simpson was Courtney B. Vance - he stole the show and every scene he was in. Brilliant performance. #Emmys,777682988444246016,1
13,,brunomosconi,"Querido Érico Borgo: a GVT/Vivo já é horrível por natureza, ela não precisa de polêmica nos #Emmys pra cair.",777682988029112320,0
14,,RealityMyArse,A miracle: someone thanked the ASSISTANT. #Emmys,777682988402413568,2
15,,Turtlelover50,"Yes, they are!!👏🏿👏🏿👏🏿👍🏽#Emmys https://t.co/R6kJcAQpTC",777682988012302336,1
16,,allizonmartin,ou uma rainha https://t.co/bX9lNu1Wy9,777682987756421120,1
17,,mojotastic,I'm actually not watching the #Emmys right now but Sarah Paulson winning is giving me life.,777682988087795712,2
