,screen_name,text,tweet_id,cluster_pred
0,AltiusTendo,This bit is cracking me up. I'm so easily amused tonight. Matt Damon's comedic timing is not bad at all #Emmys,777687405071519744,0
1,alisontafel,Janice in Accounting has got to be pumped. #Emmys #JohnOliver,777687404639494144,1
2,kxly4news,Matt Damon is there to mock @jimmykimmel for losing the Emmy Award to John Oliver. #Emmys #KXLY,777687405818093569,1
3,amariahoying,poor jimmy flew across the country to be snubbed #emmys,777687405826420736,1
4,mrslnlviselli,Winter is coming! Game of Thrones is my choice for best drama series in @CoxComm's #Emmys poll! https://t.co/lzkYlVhcU4,777687405721772032,1
5,alfabebada,#Emmys q horas as categoria de GOT começa Pra eu ficar nervosa,777687405893648384,1
6,jessecarp,Matt looks good. Stole Leo's haircut. #Emmys,777687407474769920,1
7,Im_Just_Isaac,Jimmy Kimmel has never been funny to me and that trend continues tonight #Emmys,777687408993153024,1
8,joeyohern,I want a bromance like Jimmy Kimmel and Matt Damon. #Emmys,777687408972136448,0
9,LeanotLeah,Matt Damon vs Jimmy Kimmel is my favorite celebrity feud. #Emmys,777687409022558208,0
10,davidtgriches,"congrats to Jon Oliver on winning for Variety!
Oh he was played off too soon at #Emmys! 
Thank you Matt Damon for bringing the humiliation!",777687408229900288,1
11,GMAPopNews,FINALLY #Emmys https://t.co/Ggfh2veSJE,777687408770854912,1
12,indraamirrul,Fuck yeah! https://t.co/WUMek7klPa,777687409316143105,1
13,mrossana,Yay @iamjohnoliver! Much deserved win for @LastWeekTonight. #Emmys,777687409051828225,1
14,MrAviator1906,STUNT https://t.co/M2YZUleJuR,777687409706213376,1
15,WevaBlanket,"I know it's silly, but I've always loved the Damon/Kimmel 'feud' #Emmys",777687409735573504,1
16,Wonderwall,Hunkiest men of the night?! Take your pick! #Emmys https://t.co/F1R5HySWRk,777687408913489920,1
17,BethanyKhan,I need to have more Matt Damon in my life. #Emmys,777687409261543425,0
18,veronicafeverx,MATT DAMON 😍 #Emmys,777687409920204800,0
19,bubonico,Tremendo John Oliver! #Emmys #EmmysporWarner,777687409886633984,1
20,hjoan94,😂😂😂😂🙈 https://t.co/6mBoeb4tmk,777687409450332160,1
21,sybil1037,Llove me some Matt Damon. Just casually eating an apple while trolling @jimmykimmel. #Emmys,777687410268254208,0
22,D_Kendall_F,WOOO John Oliver!!! He totally deserves it.  #Emmys https://t.co/cx3PZDEp79,777687408540160000,1
23,Lindamyers56,Sherlock.  #Emmys,777687410796658688,1
24,samigabes,The Fishburnes are there and I am just now getting a shot of them??? #Emmys,777687411090395137,1
25,HakeemEsq,🔥🔥🔥🔥 https://t.co/3W6gHI6lGT,777687410905849856,1
26,cecimarti79,Genial que aparezca Matt Damon en los #Emmys  Amo esta rivalidad con Jimmy Kimmel,777687413061804032,1
27,NattyBurgos,Kit Harington 😍 #Emmys #EmmysPorWarner,777687413032357888,1
28,vlmnero,"Pula ai pra melhor atriz (que tem que ser Tatiana ou Viola) e melhor série de drama 
#Emmys",777687412977836036,1
29,ValerieEarp,I love when the people I'm rooting for win! So happy for the @LastWeekTonight crew and John Oliver!! #Emmys,777687413414068224,1
30,RyanSchwartz,.@LastWeekTonight FTW! #Emmys https://t.co/kwVo75hMrW,777687410943651840,1
31,LASondergaard,Matt Damon just made this show #Emmys,777687413489532932,0
32,madeinfsa,Podes dejar de querer matarme? TE AMO SEÑOR PEDRO PASCAL #Emmys https://t.co/Kq0nJnXVKE,777687411547570176,1
33,punerrant,ESCONDAM ESSA FOTO DAS JONERYS SHIPPERS #Emmys https://t.co/5xQxZptjVr,777687412701007872,1
34,people,YASSSSSSSS #Emmys https://t.co/bndIHxnJrD,777687413372153856,1
35,APSandy,I love them together! https://t.co/wShaOj7BSK,777687413824954369,1
