,screen_name,text,tweet_id,cluster_pred
0,MonerhAlm3rgb,#Emmys الثرونززز👏🏼,777703016447246336,0
1,luxowolf,não esperava menos de got #Emmys,777703016321445892,1
2,Cesarconh,Mejor serie drama para Game of Thrones!! #Emmys,777703015948152832,0
3,renatavtav,"Yeah, baby! #Veep #Emmys https://t.co/2ukmh9lkLC",777703016237596672,2
4,runtrunner,"High-5, #CloneClub! 😍🎉🏆 https://t.co/GMDxzPHVs4",777703016514281472,2
5,JustCallMeNOLE,Tally pride https://t.co/aPTHQTUiSo,777703016736681985,2
6,JoyM2010,"Vamos a lo importante, #drama goes to... #GoT siiiiiiiiiiiiiiiiiiii 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻 #justiciatotal #Emmys https://t.co/xruNToY2DE",777703015826460672,1
7,antonioherrer15,Mejor serie de drama quien #GameofThrones #Emmys https://t.co/b1ci0EPfM8,777703016522592256,0
8,slythewin,AAAAAAAAAA TE AMO @tatianamaslany https://t.co/Sb8plwadYn,777703016212393984,2
9,ismileyfuck,Só consigo pensar no Glee Cast e nessa saudade que eu tô sentindo. #Emmys,777703017378410496,2
10,_DaniRibeir,Gente cadê o Evan Peters tbm? Amo/sou aquele homem #Emmys,777703017353211904,2
11,georgisnotok,ISISISISISIISISISISISIISIEISISIISISISISISISIS MEJOR DRAMA #Emmys,777703017843789825,0
12,Kleyssantos,Aaaah mano eu queria Mr. Robot mas vamo lá...o Double D. Merece tbm vai #Emmys #EmmyNaWarner,777703017856528385,2
13,chichi309,#BattleOfBastard yaaas!! https://t.co/PQ4TvGNwdy,777703020142272512,2
14,AnnCalumpiano,Game of thrones... d best drama #Emmys,777703020603637760,0
15,ximeneswho,BERRO https://t.co/bgmtlI6kjz,777703020104708096,2
16,isaque_marques,George R R Martin está fazendo o que ali mano!? Vai escrever o livro cara! #Emmys,777703020385726464,0
17,carlos_silva_m,"CLAPS! #GameOfThrones. 
#Emmys. Sayonara.",777703020574498816,0
18,StarkyLuv73,@angelinaburnett Grease: Live was an amazing piece of showmanship they pulled off TWICE that night. It earned that #Emmys,777703020444393472,2
19,SirBenKenobi,@RichardDreyfuss You have the Academy Award... that is worth at least 6 #Emmys.,777703020209459201,2
20,THG_fanatic,"Alright GoT, i see ya'll. #Emmys",777703020574408704,1
21,wintersoldiesr,AAAAEEEEE PORRAAAA #Emmys,777703020578664449,2
22,Flaviagcam,Pegaaaaaaaaaa 🎉🎉🎉 #Emmys,777703020515721216,0
23,maraflorencia_,GOT 💛 #Emmys,777703021186682880,1
24,EmmyCorinne,Worked w her few weeks ago 🎉 good job lady https://t.co/cHY8OsouKs,777703021081948160,2
25,thomasjvn,Maybe The Americans will win next year when Game Of Thrones isn't eligible. #Emmys,777703020767416320,0
26,vrai777,"⏰ $BNews:RT CNNent: ""Veep"" wins Outstanding Comedy Series! #Emmys https://t.co/tfGrzQuNlX https://t.co/bwzJPvPWcO",777703020792610816,2
27,Razordiola,Got be Goooooooot. #Emmys,777703021107154945,1
28,OmiScott,Fucking my way through the Game of Thrones cast is my life dream #Emmys,777703021522350081,0
