,screen_name,text,tweet_id,cluster_pred
0,ItsNasB,"Thomas Kail- #Hamilton guy, to me- and Alex Rudzinski win an Emmy and I'm just happy cuz (Lin-Manuel Miranda voice) ""Tommy Kail!"" #Emmys",777690085630312448,2
1,chrivenchy,Beyoncé lost?......@TheEmmys #Emmys https://t.co/uiFdi8vLnr,777690085412179968,2
2,EpiphanyXiann,It's about damn time! Congrats @KeyAndPeele for your first #Emmys win,777690086771130369,1
3,lohvaleri,"não quero ser essas pessoas chatas que se divulgam mas... podem me seguir no musical.ly (lovaleri)? obg💗

#Fantástico #Emmys #LiveCarlosEFly",777690087404539905,1
4,starsforlouis,les cabe gatos https://t.co/pAmdJLTI4H,777690087220011008,2
5,lfung,A good year from Thomas Kail. #Emmys for @GREASELlVE and a #TonyAward for @HamiltonMusical earlier this year,777690087651848192,1
6,JossaDosBichos,He is https://t.co/xXQmmsZsaw,777690088302084096,2
7,itsmetaytay12,Honestly though im still so proud of @kerrywashington #Emmys,777690089145135104,2
8,Abby_Holland,Why not BEYONCE????? #Emmys #Emmys2016 https://t.co/HD99z7sYoE,777690088570515463,2
9,JessLizBryan,Just cheered so loud for Key &amp; Peele that it started my cat. #Emmys,777690089635864578,0
10,foxaylove,lol. https://t.co/WjsSGNBjO4,777690088880771072,2
11,Rin_Dragneel,#Emmys https://t.co/dD5NyRzD0o,777690089291935744,2
12,_jlsl,I don't know why @pattonoswalt gave Boots Riley a shoutout but that was some dope shit. #Emmys,777690089988190208,2
13,lacerdaHunter,agora vai começar Game Of Thrones Awards #Emmys,777690090004971522,2
14,nerdsrocket,Key &amp; Peele are probably the best people in Hollywood to work for. #emmys,777690090415939584,0
15,treyelliott22,Outstanding Variety Sketch Series goes to... Key &amp; Peele! #Emmys,777690090172801024,0
16,Bob_A_Peterson,@Supergirltvsite The only good thing about the Emmys https://t.co/n2mhzAPV4s,777690090214744065,2
17,geraldobah,YES BROTHAS!!!!!!!! KEY &amp; PEELE #Emmys,777690090902609920,0
18,pequenocaramelo,"LEMONADE TINHA Q GANHAR NESSA PORRA
MELHORRRR
#Emmys",777690091187822593,2
19,musiclover8543,ROBBED! https://t.co/obZfgmdG3v,777690091401641988,2
20,whoisrico,#Emmys black af ✊🏿,777690093385547776,2
21,giphy,When Beyoncé loses. #Emmys https://t.co/luyotHVjEP https://t.co/Bl7jeFokow,777690092458610692,2
22,kourtrv,key &amp; peele deserve this so much ugh &lt;3 #Emmys,777690093951868928,0
23,JimiClint,And the winner for Lifetime Achievement of corruption goes to... You guessed it Hillary Clinton #Emmys #Emmys2016,777690093767262208,2
24,JFrayWTOP,"VERY cool that #KeyAndPeele just won Best Variety Sketch Series. Keep up the great work, gentlemen. #Emmys",777690094157361152,2
25,Cody_Again,That girl who brings out the awards is the real unsung hero of the #Emmys,777690093867917312,2
26,heyhodaddyojoe,Looks like marriage has done a number on Peele. #Emmys,777690094509527040,2
27,RebeccAgent,Is Andrew Lloyd Webber a producer on Key and Peele? #Emmys,777690094564175872,0
28,eve_benevides,Bates motel deveria ganhar um #Emmys só por essa cena https://t.co/urstjWElXH,777690094010503169,2
29,Beowulfie,If it wasn't Documentary Now! I'm glad it was Key and @KeyAndPeele  #emmys,777690095272861697,2
30,C_vanclair,#Emmys congrats to @KeyAndPeele for the emmy.. You guys are amazing,777690095562338305,1
31,Cee_Ceelicious,Key &amp; Peele. Fuck yeah. Love them #Emmys,777690095469993984,0
32,mary_lessa,Grease Live leva o prêmio de Melhor Direção em Programa de Variedade! #Emmys https://t.co/NLpOy0wR5i,777690094950027264,2
33,whorange,My vote for #Emmys Best Dressed. #StrangerThings https://t.co/JxJf8KS9eE,777690093402230784,1
34,A_Hudge,"I see you, @KeeganMKey and @JordanPeele! Da #hybridswag homies and nicest guys 🙌🏽❤️ #Emmys",777690097718132736,1
35,SienaT,"While most of my followers are watching the #Emmys, I am upgrading my phone to #iOS10.",777690097873461257,2
36,thisguyallen,as long as they're not hosting. #emmys,777690098112471040,2
37,Neely711,The only person (aside from Jerry Seinfeld) my dad recognized while I made him watch #ERedCarpet earlier was Keegan Michael Key. #Emmys,777690097852485633,2
38,_africanprodigy,Oh but why .. https://t.co/qkmEQMGaBB,777690097630281728,2
39,gabymanya,Winter is coming! Game of Thrones is my choice for best drama series in @CoxComm's #Emmys poll! https://t.co/EnCOaUslUn,777690097626050560,3
40,PeroLikeHello,So you mean to tell me that 'Lemonade' by @Beyonce AND @TheGRAMMYs telecast both lost to 'Grease Live'? #Emmys https://t.co/f6fTNBQW93,777690097722372097,2
41,betsymercado2,#EmmysPorWarner #Emmys,777690098376859648,1
42,cakedopeeta,#Emmys minha galeria ta resumida em print https://t.co/iN5NvRyxA9,777690096954900480,2
43,_zaiari,Tf is a 'Grease: Live' ???¿🙃 https://t.co/5WA7ygNjgr,777690098490077184,2
44,PaauMoreal,Hasta que encontré los #Emmys en la pc,777690098527797249,2
45,shfly04341,"حفلكم طقعه دامكم ما رشحتوا suits ولو مافوزتوا @tatianamaslany 🌵
 #Emmys",777690098917867520,2
46,clapbackanna,#Emmys https://t.co/8eiNCie4O1,777690099110871040,2
47,KingJerad_,LMFAOOO fr https://t.co/867Kg2yzAG,777690099203055616,2
48,CaioHimself,Own que fofo o Finn triste por não estar com os amigos #rt @GatenMBR @FinnWolfhardBR @FinnSkada #Emmys https://t.co/iIVWHG9S8R,777690097982373888,2
49,totallytblog,Grease Live had a lot of mistakes. And it was nothing close to the original. They changed it so much it took away the authenticity #Emmys,777690099442069505,2
50,Lancestipher,"Key and Peele, happy for the Black win, but yall aren't that funny #Emmys",777690099039498241,0
51,SiteTeenBR,Pula para a categoria de drama #Emmys,777690101799383040,3
52,balxkay,Winter is coming! Game of Thrones is my choice for best drama series in @CoxComm's #Emmys poll! https://t.co/AEthKWukaX,777690101795004416,3
53,JulianCatellani,#Emmys #Gameofthrones for the win!,777690101639942144,1
54,Codigo_Magenta,#Emmys: Laverne Cox presentando un premio y roba las cámaras 👌🏼 https://t.co/bs7X61OPYR,777690100675207168,2
55,askedfour,grease live beat lemonade lmao in this supposedly real world that happened #Emmys,777690101937766401,2
56,Katishcka,TELL. THEM. https://t.co/nOQM3cGuqd,777690101740691457,2
57,TrendTopicsBra,"Brasília 
1 #Emmys
2 #CerimoniaDeEncerramento
3 #ThisIsNotTheEndOfOneDirection
4 #ThatsMyGirlTOMORROW
8 Cazuza https://t.co/IQR0ppjz8f",777690100893306880,2
58,BlackLucifer8,Matt Damon was right all along https://t.co/0M4en65qWo,777690102013255680,2
59,FlopyFonseca,sterling K. Brown (American Crime Story) gana el premio al mejor actor de reparto en una miniserie o película https://t.co/XBcn29gsi3 #emmys,777690102357233664,2
60,brayknot,O Damon usa produtos Ivone ne pqp ele ta igual quando ele fazia eu a a patroa e as crianças #Emmys,777690102323634176,2
61,Jasmo248,Congrats @CourtneyBVance #Emmys #dcds grad on your Emmy Award: Limited Series... ‘Education Is The Key’ https://t.co/sZolM882rM via @variety,777690102193618948,2
62,TodosNetwork,.@GreaseLive wins Outstanding Variety Special at the #Emmys: https://t.co/JW0ChxO50n #GreaseLive https://t.co/eVrVwavtk9,777690102025838592,2
63,nicoleaventos,❤❤❤ https://t.co/0sTuFzEWXD,777690101749088256,2
64,guigas_marques,Depois do fiasco no último VMA esses caras nem deveriam tá aí levando prêmio... rsrsrs #Emmys,777690102634012672,2
65,lovelyceelovely,"Excuse you, Jimmy Kimmel. Kanye is at home watching #robandchyna. Thank you. #Emmys",777690102466277376,2
66,biancaaa_m,. @sarahally_23  SAARRRAAAHHHHH 👅😍😭 https://t.co/se9zHnrUEG,777690102256525312,2
67,anajutss,eu gosto mais de quem apresenta as categorias do que as próprias #emmys,777690103519084544,2
68,Dannismusic,Loving all the black wins at this years #Emmys !!!! Congrats to @KeyAndPeele,777690104244604928,1
69,chicabona,Jamás entenderé el odio de algunos a Matt Damon. El es lo MÁS 😍😍😍 https://t.co/hbqk47yVrh,777690104886419456,2
70,SmoaknRickards,I S2G if I watch this entire shit show just to see Tatiana lose I am going to hurt someone. #Emmys #EmmyForMaslany,777690105934938112,2
71,Ajordan2426,@madrefiero https://t.co/EG3fcjq3Ch,777690105490317312,2
72,Jennijenni19,Me estoy quedan... 😪😪😪😪😪😪😪 #Emmys #Emmys2016,777690106085990405,2
73,DrDeepal1,This is so #cool @@GMA @jimmykimmel @JebBush https://t.co/YfWMxk1Dne,777690106442293248,2
74,davidmilam22,Key &amp; peele  finally won an Emmy😄😄😄😛😛😛🤗🤗🤗🤗🤗🤗🤗 #Emmys,777690107201454080,0
75,LoveJAYAMuch,I love this. Just not on her. Eh. https://t.co/kkvFbDCTgL,777690106777919488,2
76,AbrahamEsparza,Grease Live! with Julianne Hough wins Outstanding Directing for a Variety Special https://t.co/IqMym8DyEk #Emmys,777690105863606273,2
77,shannon_bizque,@Lavernecox looking stunning #Emmys,777690107713245184,2
78,ninastarner,who do i sell my soul to for a 3-way with Key &amp; Peele? asking for a friend. that friend is me. I am my own best friend. #Emmys,777690107486822400,2
79,iMardyy,YA VI A KIT 😍😭  #Emmys,777690107948048384,2
80,blackburnscandy,#Emmys se sapevo me ne andavo a dormire per poi svegliarmi alle quattro e mezza e vedere la categoria drama. Basta veramente.,777690106467651585,2
81,Emol,El premio Mejor dirección de un especial de variedades lo ganan Alex Rudzinski y Thomas Kail con Grease Live! #Emmys https://t.co/WrdXWlbzsA,777690107646242816,2
82,LRouse19,Tweet with #Emmys to get,777690108069679104,2
83,gibby0816,Finally! #Emmys #Whatsleftofit,777690107256115200,2
84,paulsonwitch,eu tô nervosa #Emmys,777690109756006400,2
85,HollywoodLife,Congrats! Key &amp; Peele wins Variety sketch series at the 2016 #Emmys! https://t.co/K69znuFPgT,777690110141861889,0
