,geo,screen_name,text,tweet_id,cluster_pred
0,,wasn201661,😄😄 hilarious https://t.co/jo8zH9Y6lR,777720168877289472,1
1,,YBGDigital,43 spectacular minutes of Key &amp; Peele you should watch right now https://t.co/LhMi7zfdAb #Emmys https://t.co/pcS67XTYvT,777720169158377472,1
2,,gabrieleporri,Strameritato ❤️❤️❤️❤️ https://t.co/a9eabE16Rx,777720169112170497,1
3,,samglacorte,Angels https://t.co/HAp1ykmHrf,777720172895436800,0
4,,mabravo1015,Be gentle with me O &lt;== Find my name here ⏩ https://t.co/6yCwMH10Sl https://t.co/ogOlSJyyHW,777720173063208960,0
5,,carocarrerachav,22 Photos of ItsRamiMalek's Face #Emmys https://t.co/1WI1EiFQwl https://t.co/eVCd9cIPQL,777720174149591045,1
6,,JenM_Curry,#Emmys #MattDamon #JimmyKimmel apples 🍏🍎,777720174464032768,0
7,,TrendTopicsUSA,"New Haven 
1 #Emmys
2 Sam Bradford
3 Hanley Ramirez
4 Vikings
5 Tatiana Maslany
6 Grease Live
7 The Americans https://t.co/PQsBYKVt1z",777720173893591041,0
8,,OBcrack,Tatiana Maslany &amp; the cast of #OrphanBlack accepting the Emmy for Lead Actress in a Drama #CloneClub #Emmys https://t.co/NZhJSoQfXl,777720174292062208,1
9,,TheDreEra,Very POOR Humor https://t.co/MPH9L8OXrL,777720177559478272,0
10,,Markedby7,I use to not like Kate McKinnon but she's funny and is growing on me like  a zit. #Emmys,777720178331095040,0
11,,Tee__tee3,They truly deserve all those Emmy's. https://t.co/LraieoyeBP,777720181766455297,1
12,,Luulyledesma,El Emmy a la Mejor serie de Drama es para Game of Thrones #Emmys https://t.co/eZ5b3GI0Kr,777720182483591168,1
13,,Enuff_Said,Yeah y'all need to delete this... y'all dumb as hell for this https://t.co/3qSug717Uw,777720183607603200,0
14,,Tonya34Tonya,YES!! He deserves it. I'm really happy he won.👏🏼👏🏼👏🏼 https://t.co/hC3pQBRZcD,777720184354185217,1
15,,pichini,Mmm https://t.co/m0NRULeDUL,777720188485640192,0
16,,ShoeFashionForU,"InStyle: Pregnant KerryWashington and TonyGoldwyn have a ""situation"" onstage at the #Emmys: https://t.co/t7acrI2rTw",777720190859669505,1
17,,luisrccs17,Excelente #GameofThrones🙌 #Emmys,777720191576793088,1
18,,Meelad_Matoso,Game of Thrones deserves to win everything they get nominated for since they're one of the best shows ever created #Emmys,777720191698350080,1
19,,CherryActs,@sterlingkb1 Yaaassss!!! So effing Happy for you. Much deserved!! https://t.co/HWXA4etBM6,777720191627173888,1
