,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,marralanae,I love twitter lmao I can watch the debate live and tweet about it! #Debates,1474942024550,780589543795920896,4
1,,Imarneee,listening to these 2 talk about race #debates https://t.co/OveHh4oSje,1474942024567,780589543867162624,4
2,,mysticrealm21,Lmfao https://t.co/aIfCcCKJq9,1474942025560,780589548032122881,4
3,,jjhanretty77,"Hillary said Obama is a man of great dignity. Good lord haha no, just no #debates",1474942025703,780589548631764992,4
4,,Hassel15,@MeatSauce1! Make America Wail Again! Let's Go. Get into these debates Sauce #Debates,1474942025582,780589548124254208,2
5,,StuntonyouHOES,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/LI4ZwB2iAq,1474942025613,780589548254466048,1
6,,iamiffy,Sounding like a frat boy bragging about his accomplishment. How long can I do this to myself tonight?!! #debates,1474942025681,780589548539633664,4
7,,Eiderhaken,How much blow did @realDonaldTrump do before the debate. *sniff sniff* #debates #Debates16,1474942025711,780589548665499648,4
8,,olauslinn,Holy f**k she just nailed him to the wall so hard for being a racist. No escape. #debatenight #debates #Debates2016,1474942023468,780589539257495553,3
9,,urbanexpressive,Fuck em both #debatenight #debates #ImWithNone,1474942025586,780589548141248512,2
10,,GenaKaufman,"Based on Trump's entire candidacy, it appears about half of America has been drunk for months #debates https://t.co/K4hCAlrlck",1474942025607,780589548229320704,2
11,,DjAudyB,Who cares about some club #Debates,1474942025708,780589548652924928,3
12,,TheBookRat,Is anyone keeping a counter of Trump business plugs?  #Debates,1474942025604,780589548216709121,2
13,,Masonflaite,"El Letrero con el que Trump arrendaba sus propiedades...
#debates https://t.co/9YQ520P2sK",1474942025592,780589548166340609,2
14,,CheetahPrintzz,Him sucking air through the slits in his face is very distracting #Debates,1474942025814,780589549097328640,4
15,,awyn,All that sniffing.. Does Trump have pneumonia? Or a drug problem? #debates,1474942025885,780589549395116032,2
16,,Statman_Begins,Trumps logic: It was the 70s. Everybody was 'scriminating. So...you know. #debates #Debates2016,1474942025658,780589548443209728,4
17,,corbin2point0,@debates @Budweiser #letgarydebate we don't need two of the same https://t.co/qfCWLooGiV,1474942025395,780589547339984896,2
18,,hokies880,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC Trump !!!
https://t.co/Ra2bn9Xeyt",1474942025694,780589548594159617,1
19,,EddieFontaigne,"#debates #debatenight The establishment got burned by Trump on Hillary's birther issue, their like a dog returning to its vomit. It's her's.",1474942026393,780589551526051840,2
20,,___KammmCakesss,Long story short.. https://t.co/KM4B6YqGUr,1474942026402,780589551563792384,2
21,,Ducati4010,@juliemason is it me or is Trump on the edges of a rant #debates,1474942026672,780589552696070144,2
22,,ugolini_g,now clinton defends obama when we know she told he created Isis and she was HIS sec of state .. and equally responsible  #Debates,1474942026674,780589552704577536,2
23,,FilmCaptive,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/7Anp8CyF0y",1474942026339,780589551299461121,1
