,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,DiCypher,#Clinton is not challenging enough. She is letting him run- it could work but it's risky. #debates #debatenight #PresidentialDebate,1474940668665,780583856802004992,2
1,,GhostFoxote,Why aren't shock collars that zap when you interrupt the other candidate mandatory for these #debates? Trump would be unconscious by now.,1474940668487,780583856055390208,2
2,,EdWood_BigMary,Ohhh a hotkey issue. Race! #debates,1474940668619,780583856609132544,1
3,,MistressHyde_,"Falsa simetria

pq ela já mostrou declaração de impostos e ele não tem e-mails pra mostrar https://t.co/BrZaa75cxY",1474940668600,780583856529375232,2
4,,AWuebkerMedia,Thank you for moving us ahead @LesterHoltNBC #debates #RWUJour,1474940668717,780583857020080128,2
5,,seaforanswers,"Who are all of these clowns in the audience laughing at Trump's insults and weak jokes?! Are they plants, did he buy them?! #Debates",1474940668694,780583856923484160,2
6,,fancyfeet07,OH SHIT. I am not ready to listen to this race discussion. #Debates #DebateNight #debate2016 #PresidentialDebate,1474940668728,780583857066168325,1
7,,brittrxx_,This is free advertisement for Trump. Not a presidential debate.  #Debates,1474940668769,780583857238056960,2
8,,natasc_,Sempre que eu olho pro Trump eu tento imaginar assim ele falando na ONU sabe? Imagina a cena... #debates,1474940668181,780583854771937282,2
9,,Imabroad_abroad,"""I mean some suppliers weren't paid but think about my employees that were paid"" - umm #Trump that is expected #TrumpLogic #Debates",1474940668699,780583856944521216,2
10,,BethHillerns,"""I take advantage of the laws of the nation."" ~Trump

#betweenthelines Never mind ethics or morality #debates #debatenight",1474940668609,780583856566964224,2
11,,amills_9,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/gOz6p8jMKY,1474940668721,780583857036922881,0
12,,OhhKayAlright,"Donald, Donald, Donald, smh...*nobody* loves you. 🙄
#debates #Debates2016",1474940668847,780583857565241344,1
13,,co0kimnstr,"Way to go, DJT!  #Debates https://t.co/kZxggSmy8q",1474940668613,780583856583827456,2
14,,jennywares,Where is the moderator? Move this along!!! #debates,1474940668785,780583857305288705,2
15,,_carl_marks_,"The capitalist vs the technocrat #debates
#debatenight",1474940668860,780583857619959809,2
