,screen_name,text,timestamp,tweet_id,cluster_pred
0,shesagift,Each time Trump reminds us that Hillary has been in politics for 30 years it only emphasizes that she has experience &amp; he has none. #debates,1474939886822,780580577514774529,0
1,Nigel_D,"""You've been fighting ISIS your entire adult life"" - Donald Trump #Debates https://t.co/toip38ELP9",1474939886697,780580576990552064,0
2,AndrewGatto,Trump even degrades bubbles. #debates,1474939887683,780580581125918720,0
3,megobits,"Take it easy Donald, you just ran through your entire campaign foundation in 2 fractured sentences.  #debates",1474939887616,780580580844974080,0
4,430inthemorning,Trump is a big fat ugly bubble #drumpf #Debates,1474939887549,780580580563968000,1
5,BLDNTHLVS,Whoaaaa I see you Trump !!!!  #Debates,1474939887697,780580581184679937,0
6,MattValdez26,Trump speaks in haikus #Debates,1474939887691,780580581159559168,0
7,jillybird42,"Call her Crooked Hillary to her face.  That's what you always call her, tough guy. @realDonaldTrump #debatenight #debates",1474939887598,780580580769488898,0
8,Paristhepoodle,Why would we think she would start telling the truth at this debate?? https://t.co/FCrvazvMSr,1474939887695,780580581176332289,0
9,candacesmith191,"RT: wbaltv11: Clinton: ""What I have proposed would cut regulations and streamline them for small businesses."" #debates #debates2016",1474939887751,780580581411328001,0
10,Communism_Kills,Huh. I guess Trump learned about bubbles at Wharton. #debates #debatenight #ttt16,1474939887819,780580581696385024,0
11,SportsNawt,This Hillary/Trump split screen is making me want a Bomb Pop. #debates #hillary #trump #debatenight #bombpop 🇺🇸,1474939887596,780580580761202688,0
12,Jerry_Sweeet,This is so painful to watch/  #debates,1474939887670,780580581071581184,0
13,TheSecularLib,Trump looks like a toddler who dropped their lolli on the ground and blamed the dog for it. #debates #Debates2016 #debatenight,1474939887670,780580581071523840,0
14,anaraa_sh,Яг үнэн. Америкт баян хүмүүсийн татварыг хөнгөллөө гээд ашиг гарахгүй. Яагаад гэдгийг TED. С үзэх #Debates,1474939887825,780580581721509888,0
15,jeniwrensoul,@davedepper right??? #ImWithHer This is not a debate.  More terrifying is the people cheering rn #debates,1474939887889,780580581989949441,0
16,kevr92,Trump is on on straight savage mode  #Debates,1474939888476,780580584452157441,0
17,brownmikelee,#debates  we are in a big fat ugly bubble,1474939888688,780580585341194240,1
18,Den_Herder,"Cutting the cost of college sounds good, but what about my student loans I've already taken out? #debates",1474939888671,780580585269891073,0
19,Thomas1774Paine,She's coming unglued.  #debatenight #debates #Debates2016,1474939888569,780580584842207232,0
20,roanoke1913,#debatenight #debates #Debates2016 Are you going to vote for rape apologist @HillaryClinton?,1474939888646,780580585165103104,2
21,brooklyn_presti,they don't even sound like potential presidents 😩😅 #Debates,1474939888726,780580585500647424,0
22,HaHaAtYoou,@realDonaldTrump is so soft he should brand toilet paper. #debates #Debates2016,1474939888611,780580585018458113,2
23,ohheynelle,Ohhh my gosh yes.😒 https://t.co/x4didWSFM2,1474939888720,780580585475497985,0
24,VMacGregor,#Debates  She sure looks a lot healthier than he.,1474939888690,780580585349652480,0
25,luvzfloyd,"Either way, four GREAT years of @nbcsnl is WORTH IT!  #Debates",1474939888759,780580585639063553,2
26,JessKMalik,@LesterHoltNBC Why don't you just shut him up? You've been letting him talk over her endlessly. Are you a Trump guy? #debatenight #debates,1474939888436,780580584284233728,0
27,46shirt,トランプ口挟みすぎ。大統領の玉とは思えない。#Debates,1474939888747,780580585588744194,0
28,whodattweeter,#Debates shes gonna laugh in a moment,1474939888671,780580585270042624,0
29,JenicaDawn,"He really is going to try and blame her for everything. What her husband did, what Obama did, what businesses did... Like... #debates",1474939888603,780580584984809472,0
30,katgordon,"Stock market looks great. Job market looks great. But it's a ""big ugly bubble."" Damned if you do... #debates",1474939888725,780580585496510464,0
31,TelemundoNews,Donald Trump: “La Reserva Federal está tomando decisiones políticas” #debates #yodecido #noticiastelemundo,1474939888713,780580585446277125,0
32,mayodevi,"""Believe you"" how about no #Debates",1474939888599,780580584968056832,0
33,winthrope,"How red is Donald's face getting? How long did his composure last, 5 mins? Can't have a prez losing his shit over ever little thing #debates",1474939889615,780580589229473793,0
34,heykim,#debates RT @mashablegif: Hillary's having a good laugh tonight  #debatenight https://t.co/yR7gDAGkXm,1474939889675,780580589481054209,0
35,fubuq220,Wait ! Did I hear a plan from Donald. Ummm nope!   #Debates,1474939889683,780580589514608641,0
36,morgan_pryce,Does Mr T even understand the idea of letting someone talk without interruption for just two minutes? #Debates,1474939889656,780580589401321472,0
37,blkgrlnae,"""typical politician all talk, no work"" trump thats literally what you do or uh did you forget? #debatenight #debates",1474939889558,780580588990427136,0
38,suzost,By the end of this evening poor Hillary said she will be blamed for. Everything! Coming from the most corrupt Candidate to ever run #debates,1474939889731,780580589715853313,0
39,bibicarabeem,lester has to get control of this soon #Debates,1474939889692,780580589552431104,0
40,planspark,Good luck with that. ;-) #debates https://t.co/ODZHQgD7dO,1474939889632,780580589300617216,0
41,adamleipzig,"Oooooh. @realDonaldTrump doesn't like #Trumploophole! Nice one, @HillaryClinton #trumpeduptrickledown #debates",1474939889571,780580589044895744,0
42,claribelretegu1,Yessssss I am With Her https://t.co/tMOXfHQcWJ,1474939889652,780580589384728576,0
43,SonniAbatta,"#Trump:  ""We are in a big, fat, ugly bubble."" #FOX35 #debates #debatenight",1474939889722,780580589678137345,1
44,xavvypls,ILoveBernie1: DrJillStein: Join us live to #OccupyTheDebates! #debates #debatenight #debates2016 https://t.co/FMAQAAKP30,1474939889706,780580589611212800,0
45,DollarVigilante,Word Donald! #Debates,1474939889764,780580589854334976,0
46,Encino_Mann,"Mr. Trump: 

When Hillary is speaking,

Shut the fuck up.
Shut the fuck up.
Shut the fuck up.

and

Shut the fuck up.

Thank you.

#debates",1474939889724,780580589686579206,0
47,starbucksgirl51,72 straight months of job creation is bad? Who knew! @realDonaldTrump is talking out his ass. #debates #Debates2016,1474939889663,780580589430800384,2
