,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,midnite_ink,Fat joke though? He's ridiculous. #debates #debatenight #Debates2016,1474942304673,780590718716878848,3
1,,nickarya1,"#debates ""Wrong"" by Trump should be a GIF now, so we all can use it daily !!",1474942304657,780590718649794560,3
2,,Haley4President,Hackers could be a 400lb man on his couch. #Debates2016#campaignamerica #debatenight #debates #Debates2016 #2016election #politics #Trump,1474942304757,780590719069151232,3
3,,monsterpeter14,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/KwZf9sBSzt,1474942304620,780590718494662656,1
4,,b_proyect,"#debatenight 
Hillary 
Respuesta sobre informática https://t.co/Td4I5ig1rt",1474942304630,780590718536392705,2
5,,tiffanyclay,"Stop LYING, @realDonaldTrump. We DO KNOW it was Russia that hacked the DNC. #debatenight #debates",1474942304629,780590718532194304,2
6,,adoration0x,#Debates it was China and FSociety,1474942304674,780590718721011712,3
7,,AvaLjordan,This old man is dumb as a box of his fake hair.... https://t.co/CSLFOGpaMa,1474942304614,780590718469476352,2
8,,benjuuce,Wow! https://t.co/jz5TtCzuFQ,1474942304539,780590718154924032,2
9,,tootiebug7,#debatenight #debates #Debates2016 Killary brought this up! Trump is surrounding himself w/l people of knowledge an… https://t.co/nocPnUW5SG,1474942304602,780590718418989056,3
10,,carolinefrau,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/3uvAoz4LIa,1474942304601,780590718414749697,1
11,,ravimaniar,"Wow someone on their bed who weighs 400 pounds, obesity shaming? #debates #debatenight",1474942304777,780590719153147904,3
12,,Kenny3_,He basically blaming Obama for everything 😕 #Debates,1474942304664,780590718679220226,2
13,,fierceogredeity,do not cyber me https://t.co/LELCNB2dG4,1474942304663,780590718675017728,0
14,,raylab,"it's like every response is a string of other people's names. then he says OBAMA. and ISIS. and ""I am proud of that"" #debates",1474942304742,780590719006306305,2
15,,tinakaw,"""We came up with the Internet."" - Donald Trump. He must not have seen the London Olympic's Opening Ceremony... #Debates",1474942304749,780590719035514880,3
16,,Momar1955Diane,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/YxGxWteSTA,1474942304754,780590719056564224,1
17,,sigmundchuck,"Time to get Trump supporters aroused...""ISIS ISIS ISIS"" #debates",1474942304638,780590718570024960,3
18,,bwolf223,please tell me more about cyber #debates,1474942304707,780590718859358209,0
19,,Anna_Jewell,This man hasn't completed a thought in 73 minutes... #debates,1474942304598,780590718402170880,2
20,,KurtMisteravich,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/AmrrwbSjTY,1474942304503,780590718003937280,1
21,,heathriel,ISIS controls the internet - #TrumpSaysSo #Debates,1474942304828,780590719366946817,2
22,,longbeachjorge,"So @HillaryClinton is mad at Russia for getting caught on her emails 🤔. Spins it as Put in is bad, WTF? #debates",1474942304764,780590719098458112,2
23,,ohhmykaty,I'm not even America and I care so much 😂 #debates,1474942304747,780590719027347457,2
24,,confusatron,OK? #debates,1474942305659,780590722852331520,3
25,,killshot4769,Who do u think well make USA security better  #debatenight  #debates #Debates2016 #TrumpVsHillary #TrumpVsClinton,1474942305587,780590722550464512,3
26,,hannahhwattman,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/SrjASNAq6Y,1474942305415,780590721829044225,1
27,,cdgray206,"Mr. Trump - back to ""Me &amp; I"" ! Sad! #debates",1474942305681,780590722944606208,3
28,,aolpr,Trump just said something so stupid it made my head spin to the point that I forgot. Something about inventing the internet? #debates,1474942305616,780590722672107521,3
29,,adicloud,"""ISIS is beating us at our own game."" FUCKING HELL! What game, Donald? #debates",1474942305565,780590722458288128,2
30,,j_legs,Trump: yeah all hackers are overweight dudes living alone at home #debates,1474942305732,780590723158511617,3
31,,DrLearnALot,"""ISIS is beating us at our own game."" In what way are we playing the same game, Donald? #debates",1474942305608,780590722638503936,2
32,,joyreaper,"Bernie Sanders was taken advantage of by your people, says #Trump on the hacking issue! #Debates2016 #Debates Boom",1474942305668,780590722890264578,3
33,,etheron369,"You caught me, Trump. But I'm only 386 pounds and I did it on my couch, thank you. #debates",1474942305712,780590723074822144,3
34,,VnfrndlyBlkH0ti,I hope Michelle and Barack are cackling and sittin back chillin rn https://t.co/z6kwF9yDXg,1474942305708,780590723057844224,2
35,,goboflow,"I just make up numbers and ""facts"" as I see fit. #clowncandidate #Trump #debates",1474942305766,780590723301113858,3
36,,AkaCyp,"If you took a shot for every time Trump says he's been endorsed, you'd be destroyed #Debates",1474942305846,780590723636748289,3
37,,PR2SH,"Idk what is Trump talking about, maybe even he doesn't know what the hell is he talking about. #debates",1474942306680,780590727134720001,3
38,,MrInTheMud,"Retweeted Turney Duff (@turneyduff):

Kellyanne Conway currently is updating her resume #debates",1474942306526,780590726489006084,2
39,,MeMyselfAnnie,Are you kidding me?! https://t.co/6fpWQJfrD9,1474942306509,780590726417702914,2
40,,luckyandpat,Lyin @realDonaldTrump  https://t.co/KeF02E9AzT,1474942306490,780590726337953792,2
41,,papiishannon,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/u5I7xEL3uW,1474942306516,780590726446972928,1
42,,loserpoop,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/InM6Nhq2uV,1474942306708,780590727252226048,1
43,,tessa4now,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/8YJvHnlLRQ,1474942306644,780590726983790592,1
44,,raz_was_here,🐸☕️ https://t.co/iSnnylpFlY,1474942306489,780590726333640705,2
45,,amymaccc,Are all hackers 400 lbs? #rude #debates,1474942306658,780590727042633728,3
46,,meganmetzler,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/KK5rQKRNaN",1474942306608,780590726832803840,1
47,,Real_Ray_Gatsby,"Grasping at straws, ABC? If Hillary said this, this wouldn't be ""fact checked."" https://t.co/E1WDLRltRw",1474942306551,780590726593871872,2
48,,philking1960,"#debates #Trump says cyber warfare is a Yuge problem. Now blaming his son for cyber attacks, i think.",1474942306566,780590726656786433,0
49,,kel_o_watt,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/PWiKBFxeI7",1474942306540,780590726547734528,1
50,,wendykelly96,@realDonaldTrump wipe the floor with her!  If her lips r moving she's lying!#debates #debate2016 #FoxNews2016,1474942306768,780590727503962115,2
51,,StevenMYoung,This debate and the candidates are a microcosm of this country at this moment: divided hostile combative ugly #debates,1474942306639,780590726962900992,2
52,,posthuman,Now the admirals and generals and ICE @WesClarkjr How many times do we have watch this same disasterous movie? #tytlive #debates,1474942306726,780590727327784960,3
53,,sassiest_kaylee,"Headline tomorrow ""a million people die from playing debate drinking games"" #debates",1474942306826,780590727747231744,3
54,,stevezacharanda,"""Someone sitting on that bed weighing 400llbs"" - is that a specific bed or is he talking about a fat hacker #debates",1474942307566,780590730851016704,3
