,screen_name,text,timestamp,tweet_id,cluster_pred
0,BryanRadue,Trump is drinking so much he’s starting to look like Little Marco Rubio. #debates,1474939299553,780578114330124288,2
1,thesmarty_lol,@fellfromabucket IM WATCHING it CUZ IM FORCED TO MAKE  SOMETHING ON IT LIKE A CHART PROS AND CONS #debates,1474939299807,780578115395416064,3
2,jgreenedragon,Is there a moderator for thing???? #Debates,1474939299763,780578115210846208,3
3,etwom,Donald on the attack now! #debates #debatenight,1474939299866,780578115642875904,0
4,DalePK_Author,Shes not taking it seriously. Smirking constantly #HilaryClinton #debatenight  #Debates,1474939299964,780578116053925888,3
5,MishraMedhavi,SHE CLEARLY DOESN'T HAVE AN ANSWER. #heregoestrump #Debates,1474939300698,780578119132454913,3
6,IIALDOII,Hasta que Trump no ponga una foto de cabeza de hillary no habrá válido la pena ver esto.  #Debates,1474939300663,780578118985580544,3
7,charlie_helin,What is @realDonaldTrump hiding under those bangs? #debates,1474939300543,780578118482399232,1
8,lipstickassasin,After a week binge watching #Veep my brain can't tell the difference between the show and the #debates @OfficialJLD for President!,1474939300705,780578119161831424,3
9,pluraltransgirl,WHY IS HE STILL DOING IT OMG  #Debates,1474939300708,780578119174402048,0
10,druek,Losing. @realDonaldTrump #debatenight https://t.co/sDaxHlWiFw,1474939300515,780578118365052928,1
11,OhHellNoooo,Donald rude AF stop interrupting Hillary #Debates #Debates2016,1474939300674,780578119031857152,3
12,calexdem,He's screaming and can't just talk and debate like a level headed human. Yes. Please give him war codes. #debates,1474939300697,780578119128408064,0
13,lucylovechicken,@realDonaldTrump #FuckYouPuto #debates #debatenight,1474939300742,780578119317004288,1
14,Gerardo8aV,"Don't allow Trump to interrupt all the time, notoby cares of what the imbecile thinks #debatenight #debates

#NeverTrump",1474939300677,780578119044304896,3
15,HarperVersace,HILLARYS SHADE I GTG #presidentialdebate #debates https://t.co/vpTl963YFn,1474939300322,780578117555462144,3
16,doubleuu88,my internet is shit normally but this live stream is pretty smooth  #Debates,1474939300752,780578119358963712,1
17,ZacharyWJames,I thought the same thing. https://t.co/WpUKIhP2v6,1474939300583,780578118650265600,1
18,thedemondiamond,BE QUIET TRUMO #Debates,1474939300656,780578118956298240,1
19,theCara,Fun fact: asking Hillary to answer a policy question is as thrilling for her as it is for Trump to answer who is the hottest woman. #debates,1474939300700,780578119140843520,2
20,sophiaporotsky,"Trump memorized 3 arguments: China, Mexico, and you politicians have been at it for 30 years...getting old real quick #debates #Debates2016",1474939300700,780578119140929536,2
21,TrumpHat,getting drunk while hosting a debate watch party for the campaign. uncensored livetweets incoming #debates #debatenight,1474939300723,780578119237373952,1
22,EquipYT,#debates stop interupting m8,1474939300798,780578119551889408,3
23,oconnellhugh,Trump noting Hillary has been around for 30 years. Smart attack line.#debates,1474939300756,780578119375843328,2
24,Coike2323,Oh man #debates,1474939300807,780578119589724160,1
25,AlexTalcott,"""special prosecutor"" uttered by Hillary!: on NO #debates Bingo cards",1474939300849,780578119765876736,0
26,RealTina68,Hello Ms President  #Debates,1474939300848,780578119761657857,3
27,chmod98,Oh hillary is starting to break with the bill comments haha #debates,1474939301686,780578123276361729,1
28,DannyGLondon,Her Hillary how much do the Arabs pay you? #Debates,1474939301662,780578123175845888,3
29,socialdeltalive,Trump brings out the Bill Clinton/NAFTA trade deal into  #debatenight #debates https://t.co/T25cBkiay7,1474939301642,780578123091808256,2
30,aj_elington,@aj_elington #debates Hillary: Increased exports 50% to China.,1474939301686,780578123276443648,3
31,CuraFederico,#DebateShowsAnAdult&amp;aToddler  #Debates,1474939301767,780578123616104449,3
32,Michael_kr1,트럼프는 불안안해 하고 초초하고 물만 벌써 두번 마시고 말도 두번을 막고있다 #Debates,1474939301654,780578123142148096,1
33,brklynsterling,ahhh...keep it cool Hillary....breathe #debates,1474939301683,780578123263926276,3
34,KianpourWorld,Trump insisted tonight that he never said climate change was a Chinese hoax @BBCNewsUS #debates https://t.co/4FjyJEnuU3,1474939301501,780578122500599808,1
35,susanv,Wow. #Debates,1474939301724,780578123435814913,1
36,pancho_escobar,Oye !!! Esta wena la corbata de #Trump !!! (eso) #Debates,1474939301664,780578123184214022,3
37,maliajalbert,Sniff #Debates,1474939301634,780578123058249728,1
38,santschi,"Hey, Hillary Clinton... Is hiring contract killers to silence your critics... considered job creation? #debatenight #debates #Debates2016",1474939301756,780578123569963008,3
39,kelizrm,"Yeah, you are buddies w the Chinese. #Debates",1474939301842,780578123930669056,1
40,kmdemonte,Here it goes! Here's the arguing! #debates,1474939301800,780578123754643458,3
41,susanclary,Women will not like him interrupting her so much. #debates https://t.co/RKcXRbNFz0,1474939301448,780578122278330369,3
42,cellymaachado,hilary de vermelho: GRINGOS COPIANDO #Debates,1474939301776,780578123653980160,0
