,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,amberhartin,"A VERY SMALL LOAN, I think that says it all  #Debates",1474938837560,780576176591044608,0
1,,CherylV33,"Yep. Hillary is already gazing....lol. 
#debatenight #debates",1474938837908,780576178050568193,2
2,,drewble88,$14 million is apparently a small number #debates,1474938837887,780576177962487808,0
3,,Dakamargeo,China again! Drink! #debatenight #debates,1474938837906,780576178042179586,2
4,,aPatriot_n_Poet,"I don't know why they just can't give incentives to businesses to employ more full time employees 
#debates",1474938837967,780576178298126336,2
5,,RachelReko,".@realDonaldTrump: ""My father gave me a very small loan"" LOL Small loan of a MILLION dollars #outoftouch #silverspoon #debates",1474938837947,780576178214047744,0
6,,MathewBBCAN,LETS GO TRUMP #Debates,1474938838165,780576179128369152,2
7,,RayRay6564,What's the sniffing @realDonaldTrump ? #debates,1474938838083,780576178784600064,2
8,,georgeapolitic,"Small loan, big hands. #debates",1474938838703,780576181384912896,0
9,,helen_of_chino,Looks like Trump just woke up from a nap. Not enough time to fluff that nest. #badhairday #Debates,1474938838627,780576181066182658,2
10,,PadynLecki,HAHAH SMALL LOAND AHAHAHAH! Plus a number of his business have been dumped #Debates,1474938838749,780576181577854976,1
11,,Fuhrious520,"""CHINA""
it's all over #Trump already won
#debatenight    
#debates    
#Debates2016    
#PresidentialDebate https://t.co/23GM9BuHXu",1474938838566,780576180810330112,1
12,,rowbey,"""A small loan"" for trump is $1 million #debates #Debates2016 #debatefood",1474938838752,780576181590433792,0
13,,Iamedgar90,I really don't care but honestly i'll just pick trump over hillary #Debates,1474938838675,780576181267468289,2
14,,paroxetina24,HC dice que Trump creé que hay que beneficiar a los pudientes para que la economía crezca. Suena a MM.  #Debates,1474938838694,780576181347295233,1
15,,_joanneling,Will #debates help with my architecture argumentative essay assignment? Haha! #jl_archi,1474938838766,780576181649145856,1
16,,cjrutter,So are Ford leaving or is that Trump making it up? #debates,1474938838751,780576181586362369,2
17,,yesitstim,Watching the #debates and wishing @GovGaryJohnson was up there. #Decision2016,1474938838705,780576181393371136,2
18,,DKG3387,"Hillary with her first attempt at a soundbite/zinger:""I call it 'Trumped-up trickle-down'""

Please Clinton, just stop. #debatenight #debates",1474938838754,780576181598953472,1
19,,FelipeLH,"False. Trump has lost most of his money.
PROPOSALS, DONALD. Stop taking the tangent.  #Debates",1474938838428,780576180231544832,2
