,screen_name,text,timestamp,tweet_id,cluster_pred
0,CMMarichalar,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/7bP4WerXqp,1474945230754,780602991590068226,0
1,matt_larson88,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/hNeT8QclD1,1474945230847,780602991980097536,0
2,zippyHML,"Tecate Beer Wall commercial post debate, wins the night #debates #huge",1474945230849,780602991988604932,1
3,napkinscratch,"Trump: ""All fat people should be banned from entering the IS until we can figure out what's going on."" #debates… https://t.co/A4eTvNZsHV",1474945230627,780602991057350656,1
4,polarpolitics1,Interested in how Twitter use impacts political views? Participate in a BU Twitter study. Learn more #debates https://t.co/4tLEHkPHAZ,1474945230801,780602991787274240,1
5,LManon21,"Congratulations Hillary! 🎉 One down, two more #debates to go. https://t.co/Z7oGHi0TfW",1474945230789,780602991736795136,1
6,RetUSN1630,Lester Hold is the worst moderator I have ever seen. Too biased #Debates,1474945230979,780602992533737473,1
7,GConsidder,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/bWjf8nURMh,1474945230906,780602992227655684,0
8,SydneyMcD31,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/pEhjcZupjF,1474945231569,780602995008413697,0
9,EricaResende,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/bz7dK2dkIb,1474945231616,780602995205672960,0
10,karringtontrue,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/TAD9kwQRiS,1474945231673,780602995444776960,0
11,casunprincess,".@LesterHoltNBC on &amp; on abt Trump's taxes and not a word about #TheClintonFoundation and #PayToPlay ? You dropped the ball, Lester #debates",1474945231749,780602995763351553,1
12,nolanneville_22,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/haF7aYQ9jb,1474945231579,780602995050504196,0
13,caseylupo,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/rOZkGGbFqt,1474945231732,780602995692171264,0
14,AlanHargis_,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/0UbbMqiOsm,1474945231664,780602995406835713,0
15,GracyVelez,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/FRvd3iP7jC,1474945231787,780602995922702336,0
