,screen_name,text,timestamp,tweet_id,cluster_pred
0,_marycatherine1,IT WAS RULED UNCONSTITUTIONAL. THATS THE 'LAW AND ORDER' YOU JUST TALKED ABOUT #Debates,1474941007620,780585278482345985,2
1,richiekimkh,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/6FgPSdcavm,1474941007545,780585278167744512,3
2,ChristInCenter,"Trump's solution to heal race relations is ""law and order.""To stop and frisk Hispanics and Blacks. #debatenight #debates #DangerousTrump",1474941007628,780585278515716096,2
3,kiefheady,Can tell what has better quality right now....my Twitter feed or my tv #debates,1474941007712,780585278868164608,0
4,American_Bubba,"Did Hillary just sigh? 
#debatenight  #Debates2016  #debates",1474941007486,780585277920276481,0
5,ForbesOpinion,Check out Forbes contributor Tom Basile's play-by-play of the debate: https://t.co/FHprP6v7p1 #debates,1474941007467,780585277840560130,0
6,dennismannon,Epic! https://t.co/DowCN1DvwN,1474941007570,780585278272577537,0
7,SteezeMatic,Trump's answer on race relations and police... Smh #Debates,1474941007611,780585278444605440,0
8,chas_spears,"123... THE CREW IS CALLED BDP
AND IF YOU WANNA GO 2 THE TIP TOP
STOP THE VIOLENCE IN HIP HOP
#TRUMP2016 #DEBATES #debatenight",1474941008668,780585282877820928,0
9,________Mental,#debates https://t.co/BzVKzvFr2A,1474941008350,780585281543995393,0
10,Good_Old_Bhoy,"It is, actually, when the opposition (Clinton) panders to the rioters. https://t.co/SQBQ1wv0IU",1474941008515,780585282236284928,0
11,MissEssynce,"Da hell is ""a very against police judge?"" #Debates2016 #debatenight #debates",1474941008682,780585282936590336,3
12,schmitzkaylee,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/3rxIvM7ifW,1474941008627,780585282705862656,3
13,Inverted_Author,Im just gonna sit here and watch wrestling and not allow two liars to lie to my face #Raw #debates,1474941008547,780585282370437121,0
14,malikah313BK,Notice Clinton is just letting him dig himself into a bigger hole lol. #debates #debatenight #DemBates,1474941008487,780585282118774784,0
15,YouCaughtScott,"""No you're wrong"" about stop and frisk. WOW. #debates",1474941008656,780585282827542528,2
16,winbaby2,"#debates fear mongering again, blaming immigrants for crime",1474941008623,780585282689261569,0
17,trodzilla,stop and frisk...is fun for everyone...and fair. #debates #Debates2016,1474941008703,780585283024674817,2
18,FecundStench,Chicago is Hilbama's home town. #Debates,1474941008700,780585283012222976,0
19,bangkokdave,"Hillary: You stiffed your employees, contractors out of money.
Trump: It's all words. 
#debatenight #debates",1474941008656,780585282827612161,0
20,BrazillianDrumz,"#Debates  @realDonaldTrump  FUCK LAW AND ORDER, WE NEED ORDER ON LAW! THE ONLY PEOPLE KILLING PEOPLE R THE POLICE THEMSELVES PERIOD! FACTS!",1474941008470,780585282047389697,2
21,_andresdlr,HOW IN THE HELL IS THAT NOT RACIAL PROFILING #Debates,1474941008686,780585282953441280,2
22,miike_gonzalez,what part of unconstitutional do you not understand!!! #debates,1474941008682,780585282936512512,2
23,jackster133,So illegal immigrants shoot people to now 🤔 #TrumpGetALife #debates #debatenight,1474941008744,780585283196624896,1
24,lolkristin,"""Hillary is afraid of two words, one of which she just used several times in her 2 minutes. LAW AND ORDER!"" #Debates2016 #debates",1474941008557,780585282412294146,2
25,finelh,Cool he just said immigrants have guns and kill people cool cool cool #Debates,1474941008614,780585282651492352,1
26,RWWrites,I'm more afraid of the police than walking down my street. #Debates,1474941009688,780585287156051968,0
27,gamerfranta,"shut the fuck up, trump  #Debates",1474941009646,780585286979903488,0
28,Itslizyo,Although most of my friends are busy putting deer or bee faces on Hillary/Trump I'm glad that they are at least watching the #debates 🐝,1474941009637,780585286942224384,0
29,tootiebug7,#debatenight #debates #Debates2016 #MAGA https://t.co/pcy1b4tsjN,1474941009634,780585286929518593,2
30,riokitty,"""These people"" 😡 #debates",1474941009652,780585287005171712,1
31,tanyawbu1,Trump is basically calling African Americans and Hispanics felons #debatenight #debates,1474941009662,780585287047151616,0
32,kmarley1,"A judge,a very against police judge. ..!!!!...nice sentence structure !!!! #Debates",1474941009629,780585286908665856,3
33,EileenMGiblin,Blah blah #Debates,1474941009682,780585287131009027,0
34,UrbanTVUganda,"THE RACE ISSUE - #Debates #DebateNight
""Get guns out of the hands of wrong characters"" - @HillaryClinton says https://t.co/VNkD5AB76m",1474941009462,780585286208196610,0
35,JamesFettes,#debates https://t.co/2gHVAGzU0B,1474941009563,780585286631698432,0
36,youcancareless,Dont talk about chicago like you know what its like #Debates,1474941009772,780585287508340737,0
37,JamesCohenour,Can we get a fact check on Lester please?  #debatenight #debates,1474941009679,780585287118381056,3
38,RayofInterest,WHAT THE FUCK @realDonaldTrump #Debates,1474941009681,780585287126704130,2
39,ReadyItsEddie,Trump please tell me what cops were afraid to shoot unarmed black men and kill them? #debates,1474941009673,780585287093219328,0
40,jillibeans21,I mean they both failed this question but Trump failed bigly so....#debates,1474941009667,780585287068094466,3
41,koshercrowee,"""A very against police judge..."" -Trump #debates",1474941009774,780585287516688386,3
42,FieldsofCream,Are you sure Donald Trump doesn't have some version of Narcissistic Personalty Disorder? #DebateNight https://t.co/1z2RtOH0A9,1474941009736,780585287357345793,0
43,LibbysVoice,Thank you Lester for pointing out Stop-and-frisk is unconstitutional #debates,1474941009788,780585287575625728,2
44,SNeverything,"Someone tell Donald Trump to smile more.

#debates #debatenight",1474941010671,780585291279011840,0
45,RevPokemon,"@SnapPopCrackle weird part is if you added the word ""reform"" then it would be partly right #debates #debatenight",1474941010673,780585291287449600,0
46,kimdvm,yeah like Trumps stop and frisk.... NOPE. NOPE.  NOPE https://t.co/1KM8tYgblZ,1474941010548,780585290763268098,0
47,Deanna311,@realDonaldTrump @hillaryclinton ok that is the first time Lester called 2 min.  Hasnt done it while Killary runs on and on#debates 2016,1474941010553,780585290784051200,3
48,IsabelaTorres42,"""It went before a judge who was a very against police judge"" ---grammar or nah? #debates",1474941010648,780585291182727169,3
49,PatchouliW,"@Ahm76 @bethanye Wait, I did a reverse dictionary lookup and that's called ""apartheid"". #debates",1474941010264,780585289571966978,0
50,yeppo_cakes,"This dumb ass man, said to bring back law and order the fuck?! #Debates",1474941010561,780585290817740805,2
51,laurenalise15,"""He was a very against police judge"" because that's a real sentence. #debates",1474941010707,780585291430014976,3
52,Carinaa01,Ayeeee Trump your 2 Minutes are up!!! Be quiet!! #Debates,1474941010691,780585291363053568,0
53,ChiffonDior,Uh oh! Trump just said taking guns away from bad people. Doesn't he know EVERYONE deserves guns? Trademark: NRA #Debates,1474941009002,780585284278816768,1
54,Matt_Mollinedo,"He's lost his train of thought on the stop-and-frisk policy. Bitch, you brought it up! #debatenight #debates #Debates2016",1474941010733,780585291539099650,2
55,ppfilbert1969,Annndddddd Now he is arguing with #LesterHolt  #Trump #debates,1474941010722,780585291493113857,0
56,ElectricPencils,"Since corruption is in, I'll vote for whoever gets me a PS4 and the new WWE game. #debatenight #debates #Debates2016 #debatehashtags",1474941010794,780585291794874368,2
57,alliwib,"PLEASE take note that #Hilary does not interrupt Trump during his two minutes, and he is CONSTANTLY interrupting her during hers. #debates",1474941010752,780585291618848769,0
58,jilm,"Trump winning the discussion on race and crime, in my opinion. Perhaps because he mentioned Chicago four times. #debates",1474941010764,780585291669245952,0
59,christiansarkar,"#Debates Somebody needs to ""stop and frisk"" Trump",1474941010740,780585291568390145,2
60,kvmvrv512,You decent Bruh. We can rock with you  https://t.co/YcZitzMXLP,1474941010726,780585291509891072,0
