,screen_name,text,timestamp,tweet_id,cluster_pred
0,WindsorMann,Trump spoke to @seanhannity. Not impressed. #disqualified #debatenight #debates,1474942874724,780593109684002817,0
1,bugsact,"Those ""nasty"" commercials are @realDonaldTrump actual ""nasty"" words. #debates",1474942874554,780593108971089920,0
2,mymamalikesyou,Lol I'm on the floor #Debates https://t.co/sHIhkpwV8t,1474942874062,780593106907373568,0
3,mirandalauraann,Donald Trump was the child that didn't get the snickers bar at the grocery store checkout #debates,1474942874786,780593109943975936,0
4,Let_U_Tail_It,Knock the hell Isis... Smaryest shit he said...OK then... 👊👊 #debatenight #debates,1474942874734,780593109725945856,0
5,bcmgsupermommy,"Tumor in favor of Iraq war:
https://t.co/SwneZKVtMN
#Debates",1474942874738,780593109742739456,0
6,selby28,When I did my interview with Howard Stern.. what other candidate could site that #Debates,1474942874669,780593109453434880,0
7,WillFresh843,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ZiMfEfoxVb,1474942874654,780593109390491648,1
8,AZ1Thomas,Sweatshop conditions for the groups fact-checking Trump tonight. #debates,1474942874728,780593109700784128,0
9,rdbossjr,The record shows... No it doesn't.. believe me..#debatenight #Debates2016 #debates,1474942874736,780593109734424576,0
10,JOEMAMA526,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/JOR6rbb4AK,1474942874550,780593108954349568,1
11,don_peck,"She's following her law, so she must not be corrupt or a criminal. https://t.co/kjikizUXSp",1474942874685,780593109520429058,0
12,mugwumpian,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/CkpgyOZkbe,1474942874772,780593109885263872,1
13,kheadtn,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/aUhq87RVhR,1474942874724,780593109684006912,1
14,mermaidaysh,In 2008 Bush signed the Iraqi agreement that combat troops would be out by 2009 and all US forces out by 2011. #debates,1474942875689,780593113731436545,0
15,mhimawan_spt,#debates2016 #debatenight #debates https://t.co/X50mbJ9QCW,1474942875494,780593112913543168,0
16,chrgdup1973,Lester Holt is making Matt Lauer look like a fair &amp; balanced moderator! Lester is going after Trump while asking Hillary crap ??s #debates,1474942875715,780593113840488449,0
17,purpleH2Oski,This is embarrassing! #Pathetic RT @JulieANorth: Lester is trying...#Debates,1474942875502,780593112947326977,0
18,chloescott54,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/1eDv1YFuzr,1474942875592,780593113324814336,1
19,CarolynMcC,"The mainstream media runs her campaign @realDonaldTrump (And fringe media runs yours, right?) #INDebate16 #debates",1474942875648,780593113559543809,0
20,carterstevenr,Why is he allowed to keep talking?  #Debates,1474942875733,780593113916071938,0
21,THESHARKTANK1,Another good point by @realDonaldTrump Why isn't NATO helping us bomb the crap out of ISIS in the Middle East #debatenight #debates,1474942875701,780593113781764096,0
22,juanstoppable,trump learned the word vacuum and it made him prodromal #debates,1474942875711,780593113823866880,0
23,RitaEBurgess,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/idbkiJQYhM",1474942875630,780593113484128256,1
24,catlady_andrea,Who's Tara? #debates #Trump,1474942875584,780593113291190272,0
25,DennisDoubleday,Hannity interview was after war started. Easily verifiable. #debates,1474942875653,780593113580593154,0
26,BigCityLilBlog,"Hey Donald, SPELL NATO... #debatenight #debates https://t.co/8jDVzpSuGz",1474942875538,780593113098252289,0
27,candicelyna,#debates https://t.co/uDCTA15ELR,1474942875571,780593113236705280,0
28,BlackBlackDart,@rdub2k4 amen #Debates,1474942875755,780593114008268800,0
29,wsotrue,"90% of Donald's talk is: ""sniff"". The other 10% left: ""sniff bla bla bla sniff bla bla bla bla"" Oh and another ""sniff"" -__- huh...😐
#debates",1474942875760,780593114029318144,0
30,guitarplayer232,"And there goes Trump complaining about ""mainstream media"" #debates #Debates2016 #debatenight",1474942875695,780593113756737536,0
31,KelsiSickmann,"Looks at all the evidence ""The record does not show that"" #debates",1474942875821,780593114285166594,0
32,BeccaDertinger,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/f47jjZdmvy,1474942875629,780593113480003584,1
33,naxxxos,"Humedecerse los labios y tocarse, señales corporales de tensión, de estres, frecuentes ahora en @realDonaldTrump… https://t.co/T95QozlrTC",1474942875565,780593113211559936,0
34,MayaNicole___,He gotta fuss with this man like that #Debates,1474942876661,780593117808308225,0
35,JessPaige_420,"""The record shows that I'm right."" UGH So fucking arrogant!! #Debates",1474942876673,780593117858713600,0
36,tcal_03,@realDonaldTrump is such a liar.  #debates,1474942876557,780593117372243968,0
37,TurnVinyl,"Without fact-checking, this is pure advertising. I'm done with the #debates. Enjoy. Looking forward to Trump's impeachment.",1474942876708,780593118005436416,0
38,acb2410,"""The record shows that I'm right.""

OH.   #Debates",1474942876676,780593117871296512,0
39,a_mccollum0125,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/lTumwYFnbQ,1474942876276,780593116193525760,1
40,molly_snyder17,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/uX2CYMcmiq,1474942876587,780593117498118144,1
41,SunsaraTaylor,"#debates 
https://t.co/36URf8sOWC https://t.co/UwB0n5UMOL",1474942876119,780593115535060994,0
42,sevixxteen,"""the record shows that im right"" he's like a child having a tantrum #debates",1474942876652,780593117770768384,0
43,XDEVASTATEDX,"I said the exact same thing, who else will this guy attack? https://t.co/NQwrzXr7b5",1474942876642,780593117728649216,0
44,tbray,"Trump: I was against war on Iraq, cites interview with Howard Stern. #debates",1474942876775,780593118286454784,0
45,artbybeverly,He's so RUDE! Stop yelling #debates,1474942876645,780593117741322240,0
46,WillHewitt22,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/RjLIDd9Mnx,1474942876666,780593117829488645,1
47,SheilaNiec,Trump is very disrespectful #debates,1474942876681,780593117892272128,0
48,IsaiahReed,These two...#icant #debates,1474942876821,780593118479429636,0
49,stevewillardsk8,#debates @realDonaldTrump is lying about the war.  #ImWithHer @HillaryClinton,1474942876757,780593118211035139,0
50,melam730,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/UAJidA2Mah",1474942876630,780593117678432256,1
51,KarliSensibello,Kill him Lester catch him in his bullshit  #Debates,1474942876754,780593118198501376,0
52,seIinameyer,CHELSEA LMFAO https://t.co/ikI3Zx5t0R,1474942876825,780593118496169984,0
53,LittleSugarBug,"So far all I've gotten from Trump is that They're (I'm) wrong, and hes's right... #Debates2016 #debates",1474942876442,780593116889907201,0
