,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,launch4success,Maddening! #LyingHillary https://t.co/WT0JC9fuMv,1474943330725,780595022290903041,0
1,,MattMooreWrites,"Or, unfortunately, its entrenchment. https://t.co/Fmbrc27zEL",1474943330704,780595022202675200,0
2,,theartofthexpat,China should not go into North Korea! #indyref2 #Debates,1474943330492,780595021313695744,0
3,,wildtrxnnor,i don't like the way trump speaks. it looks like he's mocking everyone and this attitude piss me off #Debates,1474943330640,780595021934460928,0
4,,GMadScientist,"#debates  https://t.co/8mvGdSlOTG
""Don't scoop out something' and the cash ciow's gone...""",1474943330734,780595022328582144,0
5,,Murillitto,@Vitkill @Omenevivo https://t.co/po0z4Upcgp,1474943331504,780595025558274048,0
6,,David_Cajiuat,"Uh, the single greatest threat to America is wearing red at the debate. #debatenight #debates #Debates2016",1474943331739,780595026543861760,0
7,,brandan_ivie,"Trump Thoughts- "" we should make 3rd world countries pay equal share... then I don't have to! Perfect"" #debatenight #debates",1474943331729,780595026501873664,0
8,,mulishajoha,"""A Man provoked by tweets should not have his fingers on the button to nuclear weapons"" #Debates",1474943331743,780595026560626689,0
9,,itsjustbhavi,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/HeQKRZnzxX,1474943331256,780595024518115328,1
10,,JenniferMaertz,"Clinton:Nuclear is biggest threat.Trump responds that she is wrong,nuclear biggest threat. Good to see him distinguish positions #debates",1474943331633,780595026099396608,0
11,,swerlspice,So what you're saying is that China should become the world's superpower? #Debates,1474943331742,780595026556358656,0
12,,christinek2010,@GoldenEagleLA It is The @LesterHoltNBC #debate Show. #HillaryClinton #DonaldTrump #debate #debates #debatenight,1474943331782,780595026724163584,0
13,,KatieArvay,I'm so confused. What is the biggest threat to America? Nuclear armament or bad airports or 400 lb hackers? Or is it trump? #debates,1474943331483,780595025470169088,0
14,,MaryRarick,His right shoulder is significantly higher than the left shoulder. #observation #debates,1474943331754,780595026606776320,0
15,,VerifiedCoop,"Dear America,

@realDonaldTrump is rude. @HillaryClinton is polite.

Your move 

#debates #debatenight #Debates2016",1474943331735,780595026527031296,0
16,,mike_putman32,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/qwk2ZCkWi3,1474943331531,780595025671487488,1
17,,BGEEZ,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/8kHsbRnYaG,1474943331711,780595026426490880,1
18,,bvega415,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC Clinton
https://t.co/qVQrutldvg",1474943331733,780595026518695936,1
