,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,fenwaysteve,hahahahahaha @realDonaldTrump HUGE LIAR MASSIVE LIAR WORST LIAR EVER LIE LIE LIE LIE LIE #debates @debates reassess your job here in 2016.,1474945394079,780603676624719873,1
1,,Medic3569,"For those saying PolitiFact is Democratic arm, here is another Fact Checker saying the same. #debates... https://t.co/OAFYO1yhKw",1474945394541,780603678562541568,1
2,,OufNnun,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/2AtMgASZSR,1474945394580,780603678726193153,0
3,,missd92807,#vote I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/9aSnZJJcRR,1474945394716,780603679296544769,0
4,,madysonmcaninch,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/kHWIx9FwFn,1474945394691,780603679191728128,0
5,,thatsoyeni,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/vPqtayb2Up,1474945394581,780603678730383362,0
6,,thejoeyg1983,#debatenight #Debates2016 #debates #LesterHolt What Lester Holt is doing about right now. https://t.co/PKCptjsAfr,1474945394578,780603678717640704,1
7,,IamHotDogginIt,Agreed! #Trump #TrumpPence16 #Trump2016 #CrookedHillary #MAGA #TrumpTrain #debates #debatenight #Debates2016 https://t.co/9grQOcEKsD,1474945394734,780603679372025857,1
8,,_origprincess,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/jpliRO2ooo,1474945394765,780603679501975552,0
9,,ImWithYou010,"FOLLOW ME IF YOU SUPPORT

anti establishment policies.

#Debates #DebateNight #Trump2016 #TrumpTrain",1474945394816,780603679716077568,1
10,,aka2rubbas,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/Yf8SXZh4xh,1474945394729,780603679351140352,0
11,,JTMillahThaDon,Neither one of them give a fuck about African American brutality from police at all #debates,1474945395033,780603680626208768,1
12,,baxterbuddy1,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/K3MxvxJV2j,1474945394908,780603680101896192,0
