,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,bjmay,"Do it, Hillary. Say #BlackLivesMatter. #Debates",1474941251861,780586302903234560,0
1,,Mull_Dozers,"honestly hate her or love her, Hillary Clinton is insanely smart and well-versed #Debates",1474941251850,780586302857211906,0
2,,AwkwardTipOfThe,"Finally 2 rich white people telling how it is to live poor and ethnic
#debatenight #debates #Debates2016",1474941252673,780586306309017600,0
3,,1stAirDel_USMCR,#Debates ‘That’s Business’ Says Trump Talking Millions of Lost Jobs &amp; Foreclosures in Housing Collapse https://t.co/MLXNEKIRJD #DumpTrump …,1474941252662,780586306262929408,0
4,,StillBernin,"Hillary - ""you shouldn't have a profit motivation to put people in prison cells""...yet they donate to your campaign #debatenight #debates",1474941252734,780586306564874240,0
5,,KinyanBoy,"Trump said Hillary been fighting ISIS her entire life, I mean this the man who brags he knows more about ISIS than… https://t.co/SmTshQ9O9q",1474941252460,780586305415766017,0
6,,Karen1908Kj,Stop and frisk means more racial profiling!! #debates,1474941252717,780586306493558784,0
7,,Lopeezie,Hillary's getting that rat hat and giving it a long overdue burial! #debates,1474941252713,780586306476777472,0
8,,DJMccunney,More #LawandOrder #debates https://t.co/QzRAJwA88Y,1474941252568,780586305868668928,0
9,,KcAmerican23,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/nrg8PtY30A",1474941252563,780586305847697408,1
10,,TheChloeth,"in which hillary introduces the idea of ""plans"" to her opponent for seemingly the first time in his entire life #Debates",1474941252788,780586306791280641,0
11,,MaxMcDonald492,@HillaryClinton these policies you are proposing are going to violate the #constitution! #debates,1474941252626,780586306111938561,0
12,,tayloranaysha,"YES ""if you're too dangerous to fly you're too dangerous to buy a gun"" #debates #debatenight",1474941252785,780586306778779648,0
13,,_blackchine,😂😂 https://t.co/99Q2FbaxWK,1474941252741,780586306594152448,0
14,,vindawson,"We just can't say ""Law and Order"". We must say Law and Order:SVU #debatenight #debates #Debates2016",1474941252759,780586306669719552,0
15,,badIandhs,#Debates oh shit 🐸☕️,1474941252759,780586306669805568,0
16,,AbbyMichelle09,#cltcc has me hooked! https://t.co/yyaba9nRGN,1474941252813,780586306896297988,0
17,,LibertyInGARyan,"Yes, Hillary. Police shouldn't have those military weapons. The Free Syrian Army should have them, right? #debates #letgarydebate",1474941253732,780586310750773248,0
18,,hellosopia_,트럼프 힐러리가 하는 말의 의미 1도 모르는거 같은데 표정은 다 알아듯는다는 얼굴임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ #Debates,1474941253717,780586310687797248,0
19,,cokeandvodka,"The law says ""Stop and frisk"" is unconstitutional ..... Trump says Judge was biased. ... Who knew?  #Debates",1474941253599,780586310192996357,0
20,,MyBeachChair,#debates She is really getting in all her points!,1474941253492,780586309744295936,0
21,,kenziehoward_,!!! https://t.co/7TD0CWdPuL,1474941253624,780586310297788416,0
22,,ryandowney,"Am I the only one who heard Trump say ""we have to take their guns away?"" 🤔#Debates #debate2016",1474941253642,780586310373216256,0
23,,TildonPayneJohn,Keep flopping Mr.Trump #Debates,1474941253681,780586310536925185,0
24,,alexchristy17,"""Military Style Weapons"" Hey another assignment for you ""Fact Checkers"" out there  #TCCUS #debates #debatenight",1474941253823,780586311132426240,0
25,,meghaneh13,no matter what your stance is on the 2nd amendment we all need to realize that this country has a serious problem with gun violence #debates,1474941253758,780586310859890688,0
26,,DesertOsprey21,"""Crime is going down"" 

""We need common-sense gun reform"" 

#debates",1474941253749,780586310822137856,0
27,,gabbb15,I feel like I'm looking at my smart grandmother and my crazy uncle rn #debates,1474941253754,780586310843133952,0
28,,realTimThompson,Clinton will take ALL guns #2A #Debates,1474941253863,780586311300243456,0
