,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,Darrell32537433,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/W78yT9Yw0O",1474945126707,780602555185311744,1
1,,M1CHA8L,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/NvmUvgJWw4,1474945126612,780602554786938880,1
2,,XBeanGame,"Will she win or lose?
#Clinton #Trump #Election #Vote #debatenight #debates
►Android: https://t.co/PJhUmctcXL
►IOS:… https://t.co/UfYvl000BD",1474945126701,780602555160072192,0
3,,victoriaLjones,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/nPxi7mJWAh,1474945126916,780602556061917184,1
4,,linxdr_,I do think that Hillary did a better job at the debate but that's bc it was catered specially for her #debates,1474945126712,780602555206340608,0
5,,masonponder,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/QwYXIbT6Eq,1474945126865,780602555848007680,1
6,,SteveMo77898888,Thought I'd put this on craigslist? Oh well! https://t.co/FeIcpP78Tn,1474945126834,780602555718045696,0
7,,welljackmeoff,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/WhTYc1VKG5",1474945126695,780602555135037440,1
8,,nashtnmom1,@HillaryClinton can't be trusted to walk your dog! https://t.co/jc46xsKgto,1474945126925,780602556099792897,0
9,,RevDrBarber,".@realDonaldTrump continues to lie, distort, &amp; disrespect t/intelligence of t/American people, especially Blacks, Latinos, &amp; t/poor #debates",1474945126916,780602556061982720,0
10,,BenAndrews21,"Whoever you think won tonight, you can get a Chia Pet of them #debates #debatenight #Debates2016 https://t.co/RWyklPpBzX",1474945127576,780602558830247937,0
11,,CHS__Leadership,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/E1Q7shdPUI,1474945127716,780602559417360384,1
12,,_dvmi_,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ypneYcec1X,1474945127811,780602559815938052,1
13,,michelledigges,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/cYOQZFlgPy,1474945127787,780602559715172352,1
14,,AjFontanez,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/Amm0sssIaS,1474945127787,780602559715086336,1
15,,mcspocky,"Trump's housing discrimination lawsuit ranks among largest in US history https://t.co/PJIvl5etnB
#debatenight… https://t.co/fiZkcr2202",1474945127409,780602558129766401,0
16,,takintime,She is such a huge joke! OMG! SMH!!! https://t.co/085BEupDBz,1474945127906,780602560214282240,0
17,,SGAlchemist,This pretty much sums up how Hillary did against Trump at the #debates IMO https://t.co/oePB25NgAZ,1474945127552,780602558729420800,0
18,,JoyfulGrandma,#debatenight #debates. #Debates2016 https://t.co/XSLQgqfMH6,1474945127707,780602559379697665,0
19,,ChackZz,"Die erste Hälfte lief noch ganz gut, die zweite Hälfte war ziemlich schwach von Trump. 1:0 Hillary. #debates",1474945127882,780602560113700864,0
20,,Stanley509,Men koman deba fè  #Debates,1474945127944,780602560373678080,0
21,,katyblue23,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/4WF1osK0Gj",1474945127860,780602560021426176,1
22,,Y0L0livia,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/p8ld7BjZ8Z,1474945128660,780602563376721920,1
23,,moomoonighter,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/cJoX4ciMdc",1474945128708,780602563578040320,1
24,,dopenigga300,"and Trump is entirely to blame, he decides they aren't worth talking about,  and that he'd rather defend his hurt f… https://t.co/lqoEiynVVx",1474945128630,780602563251015684,0
25,,FLgrl2011,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ySgNu20zbg,1474945128692,780602563511013376,1
26,,Amydee826,#obvious #NeverTrump #Debates2016 https://t.co/txrNv2qZ6X,1474945128738,780602563703877632,0
27,,AllisonW_News,"One debate down. Two to go. And the #vpdebate. Brace yourselves, America.
#debates #Debates2016 #Election2016",1474945128763,780602563808952320,0
28,,VotingTrump2016,Donald Trump did okay in this debate. He needed to do more to hit Hillary Clinton’s failed policies. #debatenight #debates,1474945128770,780602563838283776,0
29,,reallyo1,The Libs are just happy she didn't Seizure! It's their Silver Lining! 😂😂😂😂 #debatenight #debates https://t.co/4JcUWUsWfy,1474945128726,780602563653763073,0
30,,jlace4,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/SISeM5uaKL,1474945128642,780602563301343232,1
31,,Carter_McComick,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/DGZ5OFuizJ,1474945128714,780602563603206144,1
32,,alli_chelski12,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/anLn1pvoRz,1474945128630,780602563250917376,1
33,,seemorebutte24,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/u8cIZC5M1Q,1474945128633,780602563263623169,1
34,,LIZ_Khalifa17,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/aie1stnENs",1474945128798,780602563955662849,1
35,,SHLOMOABADDON,@nypost Trump nearly verbally mauled her to death. #debatenight #debates #Debates2016,1474945128767,780602563825721348,0
36,,M_Arvon15,Lol Hillary is acting like using nukes is as easy as just posting a reply via a tweet. Pokemon-Go-Away please https://t.co/mWO8Qphy8D,1474945128802,780602563972493312,0
37,,jacklaugh_,As soon as you can point out Aleppo to me on a world map lmao https://t.co/O3XYl5rarD,1474945128763,780602563808923648,0
38,,frost_joel,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/p9BjT8uZIn,1474945128917,780602564454809600,1
39,,Chef_Madewell,I call major BS with these numbers @GMA https://t.co/5YYSsM63OC,1474945128907,780602564412841984,0
40,,RKD_Arcade,Same... https://t.co/1AB7QZ52uc,1474945129083,780602565150900224,0
41,,shitlordhate,#BlackPilled #debatenight #debates #DebatesNight https://t.co/VRMNRyhVz9,1474945128800,780602563963916288,0
42,,kangkaixuan,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC.  TRUMP!!!! HILLARY SUCKS
https://t.co/0K0jl88WWZ",1474945129685,780602567675916289,1
43,,Munchkinsnana,Ass just said the thing he claimed he was too decent to say - bring up Bill's past affairs.  #Debates,1474945129709,780602567776763905,0
44,,VicvegaChi,Why delete them? #debatenight  https://t.co/7h12Er37xY,1474945129631,780602567449464833,0
45,,BenStemen,Trump right now. #debatenight #debates #Debates2016 https://t.co/ZahftXi76L,1474945129374,780602566371635200,0
46,,MetsProspectHub,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/dhb2hJ1taX,1474945129501,780602566904250368,1
47,,sawnmikeva,@realDonaldTrump brought up @Rosie at the debate? Love @Rosie but why at a national debate? @HillaryClinton https://t.co/QP5cU8BI0L,1474945129666,780602567596310529,0
48,,Vixtangel,Who won the #debates ? vvv https://t.co/0bTVFMm6Bt,1474945129539,780602567063695360,0
49,,MLTKJRRBLX,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/V7FU0ovwpY,1474945129795,780602568137334784,1
50,,KyCarla,love that @MerriamWebster was tweeting along with the debate! https://t.co/TP5IWoY2Rv,1474945129615,780602567382491136,0
51,,grtsmith1548,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/BFW2fgoF5l,1474945129700,780602567738949632,1
52,,Olivia2898,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/SVZjVPZsRF,1474945129606,780602567344558080,1
53,,MsKrisMagan,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/81nTGFUVQa,1474945129895,780602568556687361,1
54,,paypayy16,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/a8w82uYnmt,1474945129906,780602568602849280,1
55,,vanbytheriver,Cheers. https://t.co/z1x3rcOZZO,1474945129702,780602567747219456,0
56,,jessiheavner1,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/VWu9TsknzV,1474945129891,780602568540119040,1
57,,x__Whitney,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/dUzvs6iCdP,1474945129776,780602568057753600,1
58,,__TallPaul,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/OvbGmO7X5y,1474945130574,780602571404808192,1
59,,TopOnlineMedia,"#Conservatives #Politics #debatenight #debates #GOP #Tcot

💎♥💎#TrumpPence16💎♥💎 https://t.co/H4jk6dZFUc",1474945130542,780602571270434817,0
60,,CMHADirector,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/OBhZthoNla,1474945130588,780602571463483392,1
61,,OneTrueChange,That was a blatant attempt to combat the popular thoughts on his lack of self control. https://t.co/bqSZDkdolr,1474945130500,780602571094450177,0
62,,nhsscottjacob,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/qw4ipDAfzI,1474945130648,780602571715186688,1
63,,KautskyWill,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/z4L7Xm0AFF,1474945130533,780602571232796672,1
64,,sschaefer0418,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/ke0WgiDb78",1474945130686,780602571874533376,1
65,,tylerlizenby,"Whether you agree with the libertarian platform or not, (and for the most part, I don't) we DESPERATELY need an out… https://t.co/vtmOTKvYIM",1474945130640,780602571681595392,0
66,,heyycodayy,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/uZLEesse4d,1474945130808,780602572386074624,1
67,,kylieep_,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/uXCfBCwNT1,1474945130811,780602572398886912,1
68,,jennhaskins,Someone's losing and it's not the girl #debates #imwithher #repost… https://t.co/nqtcZUx3QM,1474945130769,780602572222726144,0
69,,MinorcaPullets,Aha - the point is that Trump has no scandals for which to testify for 11 hours https://t.co/mHk42b23LN,1474945130756,780602572168163328,0
70,,weens1976,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/nqajxKHSAf,1474945130881,780602572692336640,1
71,,sarah_severo_,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/8kqBLbDdEp,1474945130782,780602572277178368,1
72,,iElBandido,Interesting how many people that don't live in America are so interested in this debate. #debates #ClintonvsTrump #Debates2016 #debatenight,1474945131724,780602576228102145,0
73,,C_Rezek,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/q4s7EEKhmc,1474945131596,780602575691321344,1
74,,wazup_waseem,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/GBT2wU1Tja,1474945131624,780602575808786432,1
75,,J_humphrey56,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/pkupQaPjqG,1474945131651,780602575922036736,1
76,,ResentfulR2d2,That was an interesting episode of the apprentice. Who got fired? #debatenight #Debates2016 #debates,1474945131757,780602576366690304,0
77,,BuffaloPuma,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/jgc8VwlS1v",1474945131775,780602576442097665,1
78,,DRoofwood,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/2NSUxrLRqq,1474945131907,780602576995749889,1
79,,BarberNoah,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/6EzVMzoOAD,1474945131795,780602576525930497,1
80,,kaitlynzw,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/QSaOn66Tcr,1474945131863,780602576811266048,1
81,,about_fandoms,This debate has only reinforced my beliefs #ImWithHer #debates,1474945132030,780602577511526404,0
82,,commanderjacks2,If Gwen Stefani moderated this debate she would shut trump up and say THIS SHIT IS BANANAS B-A-N-A-N-A-S 🍌🍌🍌#debates,1474945132051,780602577599631364,0
83,,bozhobg,Comparing @wikileaks and @theintercept #debates tweets.Wikileaks: one sided anti Clinton pro Trump.TheIntercept objectively critical to both,1474945131965,780602577239085061,0
84,,AeroSudip,summary https://t.co/ZzQ1jYA1hI,1474945132683,780602580250394625,0
85,,NiaLorre,"I still do not feel either of these people are fit to be POTUS. Clinton is slick like a criminal, Trump, a narcissistic bully.  #Debates",1474945132733,780602580460113921,0
86,,jebain1,Why was @realDonaldTrump trying to convince me that Japan is part of NATO? #debates,1474945132710,780602580363649024,0
87,,JoeAninos,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/BsGntFgOsZ",1474945132723,780602580418211840,1
88,,justinknowles98,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/qXcInju0rK,1474945131911,780602577012527108,1
89,,joannjo13,TONIGHT BLOOMBERG https://t.co/Y4F2uroc9S,1474945132712,780602580372037632,0
90,,Ashleigh6998,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/zdDgTaxTVa,1474945132671,780602580200198144,1
91,,AlexWeather_NE,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/mBOJ4sidcQ,1474945132745,780602580510478336,1
92,,ChristinaMRome1,Bahahahaha! Thought the same thing. I guess I've been doing it wrong all these years. https://t.co/BUb0Tdh4s6,1474945132735,780602580468510720,0
93,,beetree9,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/Xrekq4W3iI,1474945132734,780602580464467968,1
94,,taradublinrocks,"Clearly @HillaryClinton's opponent has neither 
#SheWins
#ImWithHer 
#debates
#debatenight https://t.co/RJISWtq3Ol",1474945132450,780602579273121792,0
95,,J_Weiland27,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/msRXdyY46J,1474945132760,780602580573364224,1
96,,srslyfrrlwtf,"I didn't tweet during the debate since I didn't know which # to use. But trust, I had feelings. #debatenight #debates #Debates2016 #everytag",1474945132786,780602580682481664,0
97,,iGunnarrhea,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/BNkXIePCST,1474945132794,780602580716191744,1
98,,510brandon98,Trump thinks he's won. Maybe the clown award.  #Debates https://t.co/tw57lqxdQm,1474945132640,780602580070125568,0
99,,letemilylive,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/72efNG3VmV,1474945132718,780602580397334528,1
100,,14trump2016,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/k1e5MpgDlT",1474945132817,780602580812652549,1
101,,MUNRO_yourboat,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/S5CidW7Gz8,1474945132776,780602580640595968,1
102,,RevDebra,@LesterHoltNBC for sure lost.  #debates,1474945132758,780602580565098496,0
103,,SharonMcCutchan,Vote now: Who won the Clinton-Trump debate? #debates https://t.co/Z6twCMIuio,1474945132880,780602581076803584,0
104,,opdiggy,Watched the #debates Now watching @LastManFOX tonight's TV viewing has a post-apocoliptic theme,1474945132899,780602581156503553,0
105,,Goldarr,#debatenight #Debates2016 #debates https://t.co/MvVNNdHc4V,1474945132847,780602580938297344,0
106,,meowmix915,@Snoozer6645 Perfection! https://t.co/F5L0zQuo2B,1474945132816,780602580808310784,0
107,,babyytonii,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/nKHPs1p1Jo,1474945132930,780602581286477824,1
108,,sarahjordanhi,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/S9wJqoELoV,1474945133047,780602581777313792,1
109,,osvaldoperoconv,Tu novio opinando de política: https://t.co/HT7vkXLTvw,1474945133599,780602584092385280,0
110,,the_mr_alduque,"What can I say, except that it was fascinating. Can't wait for the next one... #debates",1474945133643,780602584276971525,0
111,,JackCardaras,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/lSZRFDuahK,1474945133669,780602584386170880,1
112,,joyce4man,#debates why don't we check the bankruptcy website and check how many BK he filed!!!.. and how many people got screwed over.,1474945133496,780602583660437504,0
113,,KellieThomas8,@thehill Who cares about 11 hours! I care about 4 years! #debatenight https://t.co/8B2KtNvO1U,1474945133716,780602584583340036,0
114,,TheWeirdChit,I'm rewatching the #debates hoping the words behind them line up and tell me where to find the presidents book of s… https://t.co/UwJJAT30Zl,1474945133179,780602582330814464,0
