,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,NikhitaMahtani,"He literally just said ""Everyone is saying I won the debate"" and I promise you NOBODY has said that. #debates",1474945068678,780602311794167809,1
1,,ColtonTimms,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/aBB6BUPvZI,1474945068756,780602312121196544,0
2,,Mr_Kaang,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/DE3LD4Afe5,1474945068736,780602312037322752,0
3,,bb_rants,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/5OuUgdjSa4",1474945068648,780602311668224000,0
4,,UnblinkingEar,"If you really like white guys who put women and black men in their place through the power of yelling, you thought Trump won. #debates",1474945068695,780602311865491456,1
5,,drzengo,sums it up https://t.co/X1slFRVD0g,1474945068769,780602312175878148,1
6,,AudiblySilenced,"Oh I thought I was done, but he just admitted to Bloomberg he wanted to attack her family. And then he did. Keep it classy, Donald. #debates",1474945068839,780602312469381120,1
7,,vanessaibarra_1,Y are you tweeting abt makeup when your friends in America are going thru a crisis😭 #Debates https://t.co/prczv9cOf2,1474945068895,780602312704139264,1
8,,kimpriestap,I guess Lester Holt gets to keep his job. #debates #debatenight,1474945068922,780602312817508352,2
9,,ShutTheChuckUp,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/cgRNjl3zAA",1474945069646,780602315854254081,0
10,,isilmerel,RECAP: For those who missed the #debates tonight. https://t.co/LKnMIIeKFk,1474945069675,780602315975819265,1
11,,themainichi,How much does Japan pay to host U.S. military forces? - https://t.co/zFzLUmrMKY #debates https://t.co/Y6KM4gl7mG,1474945069528,780602315359170560,1
12,,Joshpat95543790,Trump for days #Debates,1474945069698,780602316072312836,1
13,,sandierocket,congratulations america we played ourselves #debates,1474945069773,780602316386742272,1
14,,sujoy2900,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ETNl1z7Qsj,1474945069870,780602316793577475,0
15,,fquirozmora,"Creo @HillaryClinton fue superior a @realDonaldTrump, a esperar encuestas #debates #DebatesNight",1474945069871,780602316797902848,1
16,,tim_wigs,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/QBDIy14fAf",1474945069781,780602316420419584,0
17,,cybpalmer,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/bsmyUFJwdu,1474945069943,780602317099835392,0
18,,_Zack_Smith_,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/QcutdcK8VE,1474945069966,780602317196423168,0
19,,Canadavisa101,"#debatenight Learn about how to move to Canada, https://t.co/Zf9UYdvLpX after the elections. #Debates",1474945070117,780602317829615617,2
20,,Non_MSM_News,"It is a fact, Hillary Threatens War With Russia https://t.co/wz3HlsQeFk via @YouTube #debatenight #debates",1474945070221,780602318265999364,2
21,,ERockaway,"When #foxnews says trump missed opportunities and looked flustered, you know it was bad... #debates",1474945070657,780602320094695424,1
22,,Calis_Finest89,Who said he won the debate🙄 #Debates,1474945070687,780602320220323840,1
23,,michellerj1019,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/WPsrgMrVS0,1474945070647,780602320052781056,0
24,,jmospina,Evadir impuestos no te hace 'listo' te hace delincuente. https://t.co/05bc4aEdfa #debates,1474945070574,780602319746412544,1
25,,vhrico,@WLRN can i say this pic is sexist? biased? indicative of everything that's wrong with media coverage of @HillaryClinton ? #debates,1474945070665,780602320128212992,1
26,,DianeHrlm,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/kLNKdOKk60,1474945070605,780602319876550656,0
27,,oliviadeckerr,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/oA0e6Rz0sr,1474945070732,780602320409071617,0
28,,John_Cooney12,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/gtrpzVmzDm,1474945070713,780602320329383936,0
29,,TheStevenThomas,"I hope Trump is paying @kayleighmcenany well for this, because she's going to have no credibility left by 8 November. #debates",1474945070670,780602320149250048,1
30,,batfan22,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/e6Qpn3aDlT,1474945070698,780602320266592257,0
31,,ellerich17,"Nothing on Clinton foundation, Benghazi, Saudi cash, Haiti etc - Lester let Hillary off easy #debatenight #debates",1474945070718,780602320350482432,1
32,,courtriumph,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/bXqXa6xpNH,1474945070912,780602321164132356,0
33,,txbornviking,"Is this the ""Presidential Look"" @realDonaldTrump is looking for? #debatenight #debates #Debates2016 https://t.co/KVGmO4dT7N",1474945070824,780602320795017220,2
34,,suzzetteCam,"Pence is clueless (issues that matter)..like when he said ""She doesn't have the looks"" PenceDancingToo #hedoesntgetit #debates",1474945071676,780602324368535552,1
35,,jocqua,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/LCaGtqwKGB,1474945071669,780602324339204096,0
36,,SassySydneey,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/cFzUDqBHO6,1474945071598,780602324041469953,0
37,,yayala19,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/Sq3vQS5sun",1474945071600,780602324049735680,0
38,,scorpiocbd,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/FAYs9UWNlt,1474945071579,780602323961716736,0
39,,New_Narrative,“@business: Here are the key takeaways from tonight's debate https://t.co/JLytAG5Qgu #debates https://t.co/PqOlW6ss1h”,1474945071645,780602324238512132,1
