,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,maural_outrage,Is Trump making throat sounds? Eww. #Debates2016 #debatenight #debates,1474940721674,780584079137894400,1
1,,CommonSenseRv,"#debates #debates2016 none of them is giving a crap about  the average person, they fight about how much money is each of them is making",1474940721360,780584077820882944,1
2,,betsybeil,He has a point #Debates,1474940721737,780584079401947136,1
3,,alienwalkerz,Hillary is getting destroyed. #debatenight #debates,1474940721746,780584079439736832,1
4,,DominicTanza,Donald Trump is a living breathing piece of shit. #debates,1474940721773,780584079552974848,1
5,,darlajcarter,I doubt it. Really?? https://t.co/RbjVaEsMvR,1474940721711,780584079292928000,0
6,,thomas_self,Oh wow. There's @LesterHoltNBC I didn't realize there was a moderator in tonight's entertainment... #debates,1474940721721,780584079335026689,1
7,,jwhitejr,Hey @realDonaldTrump you creep taking advantage of bankruptcy laws may be legal but not moral. We don't need an immoral #potus #debates,1474940721876,780584079985143809,1
8,,stephayana,Race question let's go! #USPresidentialDebate  #debates #ClintonTrumpDebate  #Debates2016  #debatenight,1474940722666,780584083298463744,1
9,,mapitnow1,Haha. https://t.co/jTLhRNd5BD,1474940722525,780584082707058688,0
10,,MorganCagle221,Yes! https://t.co/6si9y6w5W0,1474940722613,780584083076354048,0
11,,lazermoose,Most important candidates: What r u going to do about my screaming 19 month old's cold? #freeSnifflesCare #Debates,1474940722664,780584083290152961,1
12,,JonoZalay,SPOILER: Trump is a ranting lunatic who yells nonsense and Hillary is an un-charismatic policy wonk. #debates,1474940722653,780584083244060674,1
13,,spunkyfuzzguts,So the US should look for bargains on military equipment for its soldiers? #trumpeduptrickledown #supportthetroops #Debates,1474940722661,780584083277484032,1
14,,OptimusDiaz,"Look, I'll be honest here, I lost count of how many words were made up in the last hour. #DEADER   #debates",1474940722762,780584083701141505,1
15,,Tuffer71,"#Debates  There are a ton of politicians who never committed treason, left Americans behind,or used their political power for personal gain",1474940722737,780584083596255232,1
16,,cjtorrado,Clinton is in control #debates,1474940722768,780584083726348289,1
17,,DrAPande,I don't suppose @realDonaldTrump knows that the National Debt is tied to US Treasuries.. https://t.co/tVi7X2Ue1U,1474940722557,780584082841403392,1
18,"[35.40375434, -78.74488602]",tsheinalliv,Lets see what Trump has to say about the police #DEBATES,1474940722750,780584083651002368,1
19,,Colleen_West,WHOSE $$$ are you going to use @realDonaldTrump to build up America? The wealthy are stingy these days. #debates,1474940722644,780584083206189056,1
