,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,FinzGreta,The worst revival? so strange #Debates,1474939952591,780580853369937921,1
1,,NicoAmatullo,@HillaryClinton Inclusiveness 👋🏼 #Debates https://t.co/lzVdqW025e,1474939952282,780580852073922560,0
2,,mformeli,lol Trumped Up Trickle Down Economics #debates,1474939952692,780580853793509381,1
3,,salawm,"""We are in a big, fat, ugly bubble,"" said Trump. Bubbles show your reflection. #bigleague #HofDebate16 #debates",1474939952673,780580853713887232,1
4,,metricula,"Tell us more about the tax returns, Trump #debates",1474939952673,780580853713817601,0
5,,aguialdo,Only a crook like him wants to talk about garbage he keeps secret. https://t.co/UNdQbv1Oye,1474939952566,780580853265141761,0
6,,katdcampbell,Obama's going to go play golf for the rest of his days??? WTF #debates #debatenight,1474939952695,780580853806043136,1
7,,WhisprngWind,He still has not said what he will do he is too busy shouting at Mrs. Clinton? https://t.co/ThQ9Kuxdpi,1474939952577,780580853311082498,0
8,,TJayCray,Why is he putting everything on Clinton? #debates,1474939952771,780580854124851200,1
9,,Jimmie450,TRUMP is kicking ass!!! #Debates,1474939952746,780580854019952640,1
10,,snijmah,Everything is awful #debates,1474939952660,780580853659365378,0
11,,fIuffyfranta,H👀👏I👀👏L👏👀L👏A👀👏R👏Y👏👀👀👀👀 #PresidentialDebate #debatenight #Debates2016 #debates,1474939952774,780580854137430017,1
12,,muyjota,#debates hillary es gobierno saliente. con eso no hay con qué darle.,1474939952685,780580853764263937,1
13,,SuperheroRadio,The issue of economic inequality sure did fly by quickly. On to tax returns. #IMissBernie #Debates,1474939952571,780580853286141952,1
14,,RodneyJames138,#debates https://t.co/LFEQyOPdep,1474939952460,780580852820422656,0
15,,digitaljami,#Trump can be President of one thing: Insecure Interrupting Yellling Mansplainer In-Chief. #Debates #debatenight,1474939953671,780580857899732993,1
16,,JediMatthew98,Where are those tax returns Hilliary #debates,1474939953681,780580857941602304,0
17,,StaySobby,#debatenight #debates Po's Running For President?!?! https://t.co/xIMZebp1vg,1474939953466,780580857039888385,0
18,,stephensydor,"""This Janet Yellen..."" you know that person #debates",1474939953651,780580857815924736,1
19,,dufus,Let's see your tax returns dipshit! #debates #debatenight,1474939953713,780580858075811841,0
20,,llowman,"Ok!  Lester just brought up tax returns!  Cut the BS, Donald and release yours.  #debates",1474939953581,780580857522167808,0
21,,JRexPlays,".@realDonaldTrump ""and I know from big ugly bubbles!"" #debates",1474939953426,780580856872202241,1
22,,ma_dejac,"""im under a routine audit"" that has lasted for almost a year #debates",1474939953704,780580858038059009,1
23,,RakeJoslyn,#Debates GET YOUR RECEIPTS OUT BOY,1474939953644,780580857786535937,1
24,,PabloPistachio2,Hillary should get angry. It works for her.  #debates,1474939953719,780580858101018624,1
25,,DickPumpaloaf,"The great thing about this #debate is that @realDonaldTrump can really spin a yarn. Entertaining!
#FactsSchmacts #Debates",1474939953456,780580856997961728,1
26,,CRS82,"Jesus Christ, how is Trump even be on this stage? Can you imagine this clown as a president? Our republic is at risk #debates #TrumpPence16",1474939953628,780580857719328768,1
27,,poohland2,Hiliary shows respect while Trump looks so arrogant #debates,1474939953790,780580858398842880,1
28,,tritz87,"Trump: ""worst revival of an economy since depression"" - wait...is the economy back on broadway after a hiatus? #debates",1474939953738,780580858180820993,1
29,,JParkhurstMusic,#Debates @HillaryClinton is getting owned @RealDonaldTrump has turned her into @JebBush Damn @DNC you suck! @SenSanders Write-in,1474939953725,780580858126213120,1
30,,AdamSinger,Oh now you've done it Trump. Janet Yellen is awesome. Shooo. #debates https://t.co/rDoPizi68A,1474939953714,780580858080079872,1
31,,itsallj,Lester Holt is pissing his pants asking this tax question. #debates #Debates2016,1474939953802,780580858449190912,1
32,,RafaelCasal,I'm disgusted beyond wit #Debates,1474939953714,780580858080165889,1
33,,callingyouout44,So now you will release your taxes Donald ? #debates #debatenight,1474939953746,780580858214256640,1
34,,jimmyhang,Now the Fed can't do their job..who else can Trump blame now #debates,1474939953691,780580857983537154,1
35,,Lecountess,Make sure that fact checker is on a secure server! #HRC #securitybreach #servers #debatenight #debates #Debates2016,1474939953844,780580858625347585,1
36,,wuzupwidat,"What's the ""Believe Me"" count so far from #Drumpf #debates #debatenight #DebateNight",1474939954658,780580862039470080,1
37,,bjfingland,Hillary is very calm. She is working him over! #debates,1474939954629,780580861917876224,1
38,,KyleLSaunders,Anyone bothering to diagram these sentences? Because I'd love to see you try. #debatenight #debates #Debates2016,1474939954644,780580861980741632,1
39,,__BECKYB,#Debates https://t.co/mMM6jEELcG,1474939954371,780580860835860481,0
40,,rtcouture,Vodka! https://t.co/SlppP6PAMC,1474939954621,780580861884280833,0
41,,jvgraz,"“When he goes out to the golf course to play golf”. What do you do at a golf course, Don? #tytlive #debates",1474939954814,780580862693773313,1
42,,EditingEmily,Do you think debate prep was basically an aide yelling for 2 hours while she debated the facts with herself? #Debates2016 #debates,1474939954674,780580862106607617,1
43,,Serena_HamOnt,That smug red mug is worthy of applause. #debatenight #debates #Debates2016 https://t.co/N0BJIaNsP7,1474939954467,780580861238505472,0
44,,EtsiSusi,this woman is the greediest woman on earth.  sickening.   in the beginning she looked like she was having trouble s… https://t.co/Xq6q3AsyDn,1474939954672,780580862098145281,0
45,,krzysztof_____,"poor, poor. mindless Hillary voters #Debates",1474939954731,780580862345764864,1
