,screen_name,text,timestamp,tweet_id,cluster_pred
0,ChadChampy,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/dwFVG57c1m",1474944616661,780600415897411584,1
1,Con_Schee,#debates were great,1474944616759,780600416308334592,0
2,mattydadig,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/btHYMVWkz3,1474944616670,780600415935205376,1
3,ChrisMySass,"Seriously block me if you won't vote for someone based on deleted emails, but you'll vote for a loose unprepared screaming animal #debates",1474944616698,780600416052645888,0
4,_arianaaanicole,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/rjUNfJ8XgI,1474944616713,780600416115445761,1
5,_erow,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/v64yCjilxB,1474944616739,780600416224489473,1
6,Uh_huh_Honey,SUCK ON DEEZ @realDonaldTrump https://t.co/u3G4FzHgl2,1474944616787,780600416425828352,0
7,jalingu,"When I heard the ""stamina"" question:

Trump: What you lookin at? Ion want your phone number.
Hillary: Boy please, whatever!

#debates",1474944616702,780600416069353472,0
8,drjmetz,"Tonight: what happens when you have an ignorant rank amateur and a traditional corrupt politician, distilled to the purest essence #Debates",1474944616820,780600416564158464,0
9,MelkeMg,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/AWX2TeLW0t,1474944616813,780600416534990848,1
10,Awass20,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/ZzWsOzfQqK",1474944616806,780600416505651200,1
11,saenzmonica15,📢📢📢 https://t.co/OsrN3XNHcz,1474944616972,780600417201770496,0
12,SoWrongIts_Mike,YES #debates #StrangerThings https://t.co/KUVQcRMHtx,1474944616697,780600416048295937,0
13,alexinthesee,"watching is just my mom saying over and over ""trump is drinking a lot of water!! he has dry mouth, so he's nervous! get him Hill!"" #Debates",1474944617693,780600420225781761,0
14,Mason_Cizmek14,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ZZXh9eT4jR,1474944617692,780600420221669376,1
15,icloudmingatre,Who won? CNN are you F¥&amp;@ing kidding me #releaseit #ourwordisgood #Debates,1474944617189,780600418111983616,0
16,VictoriaWolf666,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/WH4eKTMN57  #IVoteClinton,1474944617667,780600420116865025,1
17,tidmatare,i just... i just wanted to see... #debates https://t.co/c4XXzfTGBF,1474944617229,780600418279624704,0
18,Ian_smith23,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ncRYGDrIba,1474944617266,780600418434940928,1
19,mikeshackle,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/C5OQZ0l6fX,1474944617599,780600419831652352,1
20,tech_politic,"#debates Oh for fuck's sake, Hannity trying to do damage control for Trump with him live. @FoxNews is disgusting. https://t.co/XK0OelkRNl",1474944617494,780600419391266816,0
21,curtiswright,"@ThisWeekABC  The biggest Clinton scandal and FBIInvestigation, and no question! But, Trump hammered on taxes. No w… https://t.co/bhfZuo1usP",1474944617688,780600420204998656,0
22,alexchiefs10,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/cRPxSU4If6,1474944617756,780600420490182656,1
23,kyreb5150,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/dtQ1zWC06b,1474944617757,780600420494376960,1
24,WagnerJwagner23,#debates https://t.co/DyONxbWKem,1474944617764,780600420523646976,0
25,j3nevans,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/G9JAycxtff,1474944617913,780600421148688384,1
26,MiriamUSA82,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/HCpkByNH9z # VoteTrump",1474944617878,780600421001809920,1
27,johnbrougher,i'm glad that #debates got to showcase empty machismo versus competence. this is daily life for women. #debatenight,1474944618638,780600424189554688,0
28,allysreflection,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/T74ysbS5T2,1474944618592,780600423996588032,1
