,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,TaylorRiddle,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/L7iZ5ki2ar,1474941613721,780587820654002176,1
1,,TalorWithoutaY,It's so sad that race is this big of an issue wow #debates,1474941613807,780587821014786048,2
2,,Saint_2016,It too late Trumph #Debates,1474941613655,780587820377313280,3
3,,themaryfetts,HELL YEAH HILLARY YOU DID PREPARE AND YOU WILL RECIEVE #Debates,1474941613808,780587821018996736,2
4,,DMNPolitics,.@realDonaldTrump criticizes @HillaryClinton's campaign schedule. #debates https://t.co/NRrp1LgiIC,1474941613614,780587820205289473,3
5,,rxpert86,Go Lester!!! Birtherism #debates,1474941613642,780587820322791424,2
6,,allybaumgartner,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/XfrltixAfb,1474941613602,780587820155011072,1
7,,JoannaLenau,Is this scripted? Really tho. Is it? 😑 #debates,1474941613772,780587820867911680,3
8,,liendonicolas,Powerful facts #debatenight #DonaldDeplorable  https://t.co/lxGqF2oAmm,1474941613722,780587820658200577,3
9,,ChasingIssues,A new Trump terminology - SAHP = Stay At Home Politician #Debates,1474941613826,780587821094449152,3
10,,puppiedogsq,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/RdXEUdySiQ,1474941613528,780587819844632576,1
11,,HarryDimplessx,BURNNN  #Debates,1474941613755,780587820796837888,3
12,,robertschwartz,"""I prepared to be President."" #debatenight #debates",1474941614639,780587824504594432,0
13,,ActualJenny,"No, let's not let the moderator finish his question. We aren't finishing any sentences tonight, Donald. #debates #debatenight",1474941614511,780587823967731712,2
14,,MimaMissy,Using people for votes is criminal #promisesNotKept #debates #Debates2016,1474941614696,780587824743448577,3
15,,teemcee,FUCK LESTER WENT THERE. #birtherism #debates #debatenight #Debates2016,1474941614575,780587824235950080,3
16,,curly__frey,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/QEaSjrTovG,1474941614600,780587824340996097,1
17,,DaManKira,https://t.co/WCGwR9103J https://t.co/GRSpf1vf1k,1474941614625,780587824445874177,3
18,,danyeezy12,"Donald Trump hasn't said anything about how he plans on changing anything, increasing jobs or anything..all about his investments #debates",1474941614534,780587824064163840,2
19,,rashmiekka,"That was awesome @HillaryClinton you are the one prepared to be President and the most qualified and the most awesome #slam 
#Debates",1474941614435,780587823648739328,3
20,,CosmoMacero,"Boom. There's the take-away one liner. ""And I prepared to be president. And that's a good thing."" 
@HillaryClinton's big moment. #debates",1474941614652,780587824559091712,0
21,,Jon_Wainwright,"Novel idea for #debates ... give the moderator a mute button for candidates. When they talk over them, or throw BS, mute them.",1474941614652,780587824558989312,3
22,,jparady,The only moderator capable of controlling these debates is one with a taser. Ugh. #debatenight #debates,1474941614192,780587822629658624,3
23,,NoComasNoTildes,Bien dicho hillary  #Debates,1474941614727,780587824873562114,3
24,,1800Abigail,you think? You think?? https://t.co/gAJTNqZlJb,1474941614503,780587823934103552,3
25,,PatrioticMills,.@LesterHoltNBC : #AmericasDirection doesn't need 2 diverge into more on  birther movement. Americans deserve a more robust convo. #debates,1474941614772,780587825062223874,2
26,,anakins_eyes,"Name these people trump name ur ""friends"" name ur ""supporters"" stop making up these things #Debates",1474941614749,780587824965836800,3
27,,OYTLaneySmith,"Hanging around the television, watching the #Debates2016 #debatenight #debates",1474941614787,780587825125216256,3
28,,maur3r,Good morning friends of the world https://t.co/ezn5PgoH2Y,1474941614684,780587824693207040,3
29,,Rose_Marie_Holt,After taking out the balls she went for the kneecaps #debates,1474941614799,780587825175547904,3
30,,tatenance7,I like this view @scrowder #Debates https://t.co/eSYaaNkmTg,1474941614336,780587823233536000,3
31,,michaela_d_d,Trump is giving me a headache #debates,1474941614451,780587823716044800,2
32,,CMJMS,BIRTHER! #Debates,1474941614587,780587824286490624,2
33,,TXNsteven,#debatenight #debates #2016debate 🇺🇸 These are our best representatives to be POTUS 🇺🇸 https://t.co/b8xHvGTjJQ,1474941614183,780587822591848450,3
34,,AlexandriaOkami,I Feel like Trump hid a laugh reel somewhere in the room. #debates,1474941614854,780587825406156800,3
35,,sloanahrens,Trump sounds like he's struggling not to say the n-word #debates,1474941615489,780587828069568512,2
36,,WestMoColumns,@HillaryClinton wants to re-train police officers away from biases @realDonaldTrump is pushing stop and frisk #debates,1474941615451,780587827910152194,2
37,,Jacobcturner16,"I've prepared to be President. HRC. 
#MicDrop #debates",1474941615187,780587826803015681,0
38,,ktina_martinez,i wish there was a singular thing i disagreed with Hillary on but everything she says i'm just like YAAAAS GIRL #Debates,1474941615259,780587827105062914,3
39,,HoeWhisperer,So Lester can't cut the mic when Trump keeps rambling and move on? #debates,1474941615632,780587828669538304,2
40,,agentpinkboots,listening to #HilaryClinton  and #DonaldTrump talk about black folk is like overhearing your parents talk about you to your aunties.#Debates,1474941615677,780587828858060800,2
41,,nadiacosta,#MicDrop #debatenight https://t.co/Ojtq7CJBd9,1474941615402,780587827704717312,3
