,screen_name,text,timestamp,tweet_id,cluster_pred
0,Galileo908,#Debates2016 #debates https://t.co/g8lC4AXNmg,1474945463783,780603968984612864,0
1,tayteheller,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/klIM5a4oME,1474945464744,780603973015404544,1
2,AbigailKauffman,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/qiL6spGb3v,1474945464815,780603973312970752,1
3,Dope_trendin,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/gCq9lHUANF,1474945464771,780603973128622080,1
4,lexdelaney,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/w1BnnX5LqE,1474945464813,780603973304655872,1
5,KlossyRocks313,"@HardballChris ""Her fifth homerun was her brilliant close she cleaned his clock"" ""@HillaryClinton won big time it was a shutout"" 👏 #debates",1474945464854,780603973476552704,0
6,leslie_vivify,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/N9x3D4JdaG,1474945464876,780603973568897024,1
7,sunnyallamerica,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/7nQbduXSPX",1474945464744,780603973015375874,1
8,_impulse__,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/WSBgkmty9A,1474945464782,780603973174562816,1
9,RealAndyStone,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/BdIulWwdRv,1474945464876,780603973568827392,1
10,FlRESITE,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/pl6isCdSqJ,1474945464947,780603973866631168,1
11,DevinaRoberts,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/oIKbP9Un5u,1474945464847,780603973447348224,1
12,mollysturm,I agree Trump got off to a good start...was interested in seeing more of that and not the belligerence that followed #debates,1474945464974,780603973979938816,0
13,mvwv1995,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/UxSwtyhg38",1474945464878,780603973577289730,1
14,SaulBriseno23,Mis Respetos para @HillaryClinton sin duda Ganara 👍  #Debates,1474945465052,780603974307110912,0
15,RobynMchargue,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ougSvFvsRX,1474945464977,780603973992521728,1
16,bethritchason,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/Ekuj04Hy5t,1474945464944,780603973854081024,1
17,brettbrecht,Hillary's 'mistake' admission of her emails that threw the govt into security risks and trouble should've been a tear-jerker sob. #debates,1474945465072,780603974390943744,0
18,Grizzmo4Trump,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/8V8pFgRRXP,1474945464883,780603973598220288,1
19,samsuefl13,Next debate I'm taking a knee!!!  #debatenight #debates #fuckumboth.,1474945465125,780603974613217284,0
20,mandilivingston,"Seriously, my fav line of the night. #debates https://t.co/cvYxH8Iwc2",1474945465628,780603976723070976,0
21,mac7mac7,He's right and he didn't take the bait. Classic Clinton move. https://t.co/GmO0E9dQhw,1474945465666,780603976882454529,0
22,queenof_peace,Oh my FUCK. THIS IS A REAL QUESTION???? SERIOUSLY??????? 😩💨 https://t.co/gp4szvQR3H,1474945465639,780603976769216512,0
23,Knowbody_Nose,"How do you fix problem X?

Well, the first thing you do is you don't get involved with X in the first place. #debates per Mr. #TrumpSteaks",1474945465774,780603977335382016,0
24,JxhnBinder,CNN literally talking about #Trump 100%.... literally hardly any mentions of Hillary Clinton's #debates performance. #debatenight,1474945465589,780603976559583232,0
25,Ravenbloom,Ok srsly....Trump thought it appropriate to attack Hillary on Bill's infidelity? Tonight? What. A. Pig. I mean really! #debates #Debates2016,1474945465690,780603976983126017,0
26,OvieKovy,Haha https://t.co/YLiR27mXIr,1474945465702,780603977033457664,0
27,xV_krampus,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/cxAbEs3gvH,1474945465762,780603977285136384,1
28,SamiQueen1994,Lmao https://t.co/LvkypyCcAZ,1474945465841,780603977616363520,0
29,gdrl,A topic for a 4 Candidate debate. https://t.co/7VRPCB6ZbC,1474945465807,780603977473720326,0
30,Aevalillith,"""Il est clair qu'on a besoin de+ d'emplois. Rappelons que Bill Clinton et Trump ont participé activement aux déloca… https://t.co/kqSvvCfjhd",1474945465723,780603977121619968,0
31,SeanWoodruff,"Where were the email, Benghazi and Clinton Foundation questions @LesterHoltNBC? #debates",1474945465887,780603977809420288,0
32,chrissy51284,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/OaUwaEzKLF,1474945466024,780603978383888385,1
33,kevinjallen,What Do You Think? #debatenight  #Hofstra #PresidentialDebates #debates https://t.co/rujVYV0Dzd,1474945465963,780603978128068609,0
34,Patasho,"En Canal 24Hrs, le preguntan a Astorga ""qué se siente ver el #debates  en un bar"". Qué no se diga que el periodismo chileno no hace la pega.",1474945466120,780603978786693120,0
35,Rose_Marie_Holt,Probably would never have heard of the movie Bronson wo Twitter - now going to use it to come down from #debates,1474945466694,780603981194067969,0
36,7imo7hyD,She makes Clowns less scary! https://t.co/sFr3GpZ5Ec,1474945466683,780603981148020737,0
37,divine_aurore,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/arG9LDhwLS,1474945466668,780603981085061121,1
38,ThaJohnWayne,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/j8PDS2Dg2r,1474945466709,780603981257027584,1
39,drDRE_T,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ecEHSgAyhS,1474945466610,780603980841902085,1
40,frankyarriola,Tonight best summed up. #DebateNight #debates #RAW #PresidentialDebate #DebateDrinkingGame https://t.co/7oMMSRtOyH,1474945466392,780603979927547904,0
41,selenya,I wonder if Trump hatched any Pokémon from all the steps he took not answer any questions. #debatenight #Debates2016 #debates,1474945466777,780603981542354948,0
42,Leonardo_140,Hay algo en lo que trump no mintió la causa principal de q poderosas empresas se fueran de Usa fueron propuestas como de clinton #debates,1474945466719,780603981299154944,0
43,skallabard69,"#Hillary #Obama #ImWithHer -Not #Debates #MAGA #Debates2016 #debatenight #VoteTrump2016 .., https://t.co/eC8LJ2ke19",1474945466598,780603980791607296,0
44,JosephMetzler,"#debatenight #debates FACT CHECK Donald Trump 
#DNCLeak #zombiehillary #HillaryHealth #ClintonCash #NeverHillary… https://t.co/zjCXNsN4sc",1474945466474,780603980271460352,0
45,AmandaAmos_,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/Lpmc3ZF776,1474945466731,780603981349412864,1
46,brennan_james66,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ZWEYj4iq0L,1474945466920,780603982141984768,1
47,_kdb__,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/AcdoWeRfVy,1474945466801,780603981642932225,1
48,AlliJD3,Up until tonight I wasn't sure if I should be #proud or #ashamed I hadn't seen any of the #debates. Now I know. Wow 😳,1474945466938,780603982217523200,0
49,AlexaShrugged,What was the final breakdown of time between the candidates? #debates #debatenight,1474945467013,780603982532124672,0
50,SavannahSundrop,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/2y2rCaCWr6,1474945466808,780603981672374272,1
51,morganxoxo2,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/SCUq0DpXlL,1474945466955,780603982288912385,1
52,TexasRebelAR15,Trump kills Killary!! He was just warming up folks.😂 #debates #Debates #Debates2016 https://t.co/Go4iNdojs5,1474945467027,780603982590861313,0
53,bnanapepperz,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/cDJrR75QnL,1474945466848,780603981840150528,1
54,ceg411gtx,i will say this again trump your a hater we do not want haters as president of the UNITED STATES OF AMERICA SAY NO… https://t.co/NUmHiqMXL8,1474945466870,780603981932429312,0
55,emmavaninwegen,Gubernatorial debate just started and the difference in video quality compared to the presidential one is STRIKING. #debates,1474945467712,780603985463959552,0
56,bbyfce1218,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/CbEU9zNwWR",1474945467504,780603984591646720,1
57,MRNickHagood,"""Fact checkers"" #DebateNight #Debates #Debates2016 https://t.co/wmVzRVcEIn",1474945467717,780603985484926978,0
58,lenyanw,"enquanto nóis briga, olha os rycos https://t.co/jvD84X9RII",1474945467620,780603985078157314,0
59,andrekalvelage,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/yQNrddxwkh,1474945467931,780603986382434305,1
60,Simma_dunn_naw,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/7jSUpTes0m,1474945467876,780603986151825408,1
61,JiggysMyDayjob,@Denzealots is @wkamaubell  still breathing? We might have to roll him on his stomach tonight. #drink #debates,1474945467987,780603986617339906,0
62,michelle_kromer,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/4xnDF9lHR8,1474945467914,780603986311348224,1
63,Joseph_Palombi,We can all agree that the real loser of today's debate was America 🇺🇸 #GodBlessAmerica #Debates #debatenight,1474945468008,780603986705383424,0
64,AddieGschwind1,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/5ttd2HIt8O,1474945468016,780603986739027969,1
65,Andrewgro1135,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/9MtKXgOhso,1474945468118,780603987166801920,1
66,tbray,Democracy is calling. Wants to know if ratings topped Super Bowl. #debates,1474945468708,780603989641486336,0
67,hereforlali,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/OZfpbPk6BP,1474945468353,780603988152578048,1
68,ctmommy,Vote now: Who won the Clinton-Trump debate? #debates https://t.co/Ygc24Ja4wJ,1474945468695,780603989587099648,0
69,laurenkestner,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/SGVwubZF1h,1474945468760,780603989859536901,1
70,purplesaucy3,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC. I AM WITH HER!!!!!
https://t.co/oFb0IX44ly",1474945468503,780603988781764608,1
71,kirstennn_annn,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/H4X5WZsds4,1474945468805,780603990048329733,1
72,joeherman930,Shut up Gary no one likes you https://t.co/07Rj3d2rPN,1474945468711,780603989654171648,0
73,heather_k25,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/TbNUZUMO9f,1474945468700,780603989607915520,1
74,NashDocVegas,"That #Debate was like a Florida Gators/Miami Hurricanes game.  I wish they both could lose. 

#Debates #DebateNight",1474945468870,780603990320877569,0
75,constitutionguy,"Hillary assumes ""everyone"" is a racist.  Quite an assumption.    #debatenight #debates #Debates2016",1474945468898,780603990438318080,0
76,iamlaurendrury,"Just the Kardashians, not able to handle other people in the spotlight for one night. #debates https://t.co/yZultmfguy",1474945468734,780603989750640640,0
77,GoingsJustin,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/DRAobWOwXP,1474945468716,780603989675085824,1
