,screen_name,text,timestamp,tweet_id,cluster_pred
0,GamecocksOnly,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/nUNjHhhk7z,1474944612756,780600399518728192,0
1,SiarTemple,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/eqf1v1Nibl,1474944612757,780600399522783233,0
2,southkoreaTrend,Red-Hot News: #Debates is trending on web: source: https://t.co/8d0yubLdQb https://t.co/Sw3qlmfZ1T,1474944612556,780600398679867392,1
3,calebgilhester,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ytOyif7a14,1474944612866,780600399979909120,0
4,missesmer,#dropthemic #imwithher #debatenight #debates https://t.co/KDeBYrRjqd,1474944612851,780600399917031425,1
5,GatorsForTrump,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/W3gDGVRUVo,1474944612814,780600399761772548,0
6,SimplyVylet,"#debates I know how much weight my vote carries. As Ghandi said, ""You must be the change you wish to see in the world.""",1474944612931,780600400252592128,1
7,pookieatarms,Hillary is going to have to burn that suit now that Donald has touched it. Way to ruin a perfectly good pants suit! #debates #debatenight,1474944613010,780600400583938048,1
8,whatandever,That was a train wreck! #debatenight #debates #Debates2016,1474944613677,780600403381530628,1
9,Fortress1776,Birther Movement started by Clinton supporters in 2008 campaign https://t.co/0vUqrEDHMP @Telegraph #debates,1474944613708,780600403511480320,1
10,JamyeStephanieL,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/3DxZXhE7wf,1474944613554,780600402865782784,0
11,louulouu17,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/pLebr2zjmS,1474944613679,780600403389976576,0
12,cyvillarreal,Call Sean Hannity it's on record https://t.co/OIL5sThMMn,1474944613678,780600403385720832,1
13,chefdjdarren,#POC and #BlackTwitter I hope you remember what @realDonaldTrump said tonight. When it comes to #birtherism he says nothing. #debates,1474944613734,780600403620659201,1
14,Brett_Emery99,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/2LGxMfBR6i,1474944613531,780600402769248256,0
15,KatieWoolard96,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/grS51cP1NS,1474944613723,780600403574480896,0
16,mgallagher98,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ZDpbRNCnq0,1474944613476,780600402538553344,0
17,kevinmonahan,"Who won?  

Who knows, but I am pretty sure America lost. 

#debatenight #debates #Debates2016",1474944613737,780600403633270785,1
18,jdburrows51,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/VYbvPgdOoY,1474944613762,780600403738099712,0
19,PoliticalHat,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/4pD54CkJA6,1474944613790,780600403855482884,0
20,CozanGaming,@readDonaldTrump absolutely destroyed Clinton tonight! Good job! #debates,1474944613803,780600403910021122,1
21,knighterrant28,The baller move would've been to release them during the debate. She was obviously going to reference them. Why not… https://t.co/ce2D8H7TXV,1474944613703,780600403490664448,1
22,SimsKathlene,That's the HILLARY THAT'S BEEN AWOL SHE'S VACK https://t.co/jpJi2HcwXS,1474944614497,780600406820913152,1
23,CecilTeapot,@HowardStern honorable mention  #debates,1474944614751,780600407886172160,1
24,aftxn_,there was more snarkiness in that debate than in a whole season of the bachelor #Debates,1474944614792,780600408058138624,1
25,DeirdresBA,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/zWLzhD9arN,1474944614682,780600407596740608,0
26,1andonlyMelissa,"#LesterHolt 
#debates https://t.co/wRhPLBHtFW",1474944614040,780600404904214528,1
27,1ShieldDefense,Holt never asked Hillary ONE tough question.  Shill. #debatenight #debates https://t.co/fSClzD3gQ8,1474944614710,780600407714258944,1
28,KeeanaMack,see the difference in who's with the people and who's for themselves. It's time to wake up... #debates https://t.co/WssqDCIkc5,1474944614149,780600405361209344,1
29,aBasithH,Who won the presidential #debatenight ? #debates #Debates2016  https://t.co/lGeAbHA0Ty,1474944614695,780600407651475457,1
30,mmcgee54,I didn't watch the debate tonight. I couldn't. Too gut wrenching. Too nauseating. #debatenight #debates,1474944614713,780600407726882816,1
31,yrreehc,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/u22b37J0Fb,1474944614848,780600408293060608,0
32,giaxo_,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/hcfvgvPLb6",1474944614759,780600407919828993,0
33,rachelsimrell,"Awkward Prize: When Trump forgot to shake Lester's hand, and Lester pulled the ""I'm Just Stroking My Hair"" move. #debates",1474944614903,780600408523673602,1
34,travman52,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/cryyRcwdNk,1474944614805,780600408112820224,0
35,OakleyTubbs,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/cUFGVFmU24,1474944614749,780600407877836800,0
36,bralyndavis0221,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/SHKAOpKOUG,1474944614849,780600408297263104,0
37,Migue1_Alvarez,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/Uc5ldIoUdr,1474944614834,780600408234455040,0
38,twisted147,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/SIeeF6kAT9,1474944614914,780600408569896961,0
39,JMonhaut,Do you know much material the late night talk show scene for for just this one #debatenight #debates it'll be weeks before they write a joke,1474944614946,780600408704102400,1
40,TangrediErin,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/gW4Ex1CILK,1474944615613,780600411501715457,0
41,tola_rf,😂😂😂😂 https://t.co/X4DyOZyLXW,1474944615565,780600411300433920,1
42,jjzayas21,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/EvMqbEHHfx",1474944615710,780600411908517888,0
43,johnsarecrazy,I do not repeat myself! I do not repeat myself! #Debates,1474944615742,780600412042891264,1
44,Stfu_absa,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/cpsjROzi72,1474944615505,780600411048685568,0
45,RyanSimmonsVO,"It could be a 400lb hacker. You never know.

#Trump #Hillary #debatenight https://t.co/lPhA4LEKub",1474944615638,780600411606683649,1
46,cathfambootcamp,I hate that I feel I have to vote for a candidate I dislike so much. #debates #NotChangingHeartsOrMindsTonight,1474944615620,780600411531124736,1
47,Thatgirl_2121,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/B1kM9w2asM",1474944615667,780600411728130048,0
48,_Jasminehead,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/8213t9QrZ3,1474944615754,780600412093022208,0
49,oasxpo,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/d8Bqkmvjot,1474944615792,780600412252450817,0
50,sdstarz,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/WzOy2mJA6P,1474944615831,780600412415987712,0
51,k_castorena,Some great thoughts on his lack of ability in the #debates     https://t.co/OJkWOcBTcA,1474944615858,780600412529315840,1
52,DevonHeinen,"After watching #DebateNight, who do you think won: #Clinton or #Trump?

#Debates",1474944615842,780600412462206976,1
53,makenna_tayl0r,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/5US1Jlv4si,1474944615800,780600412286033921,0
54,The_Squiress,"Hey, does #Trump have pneumonia? Is he weak? Sick? Lots of sniffles. I don't think he has the stamina! #debatenight #Debates2016 #debates",1474944615835,780600412432891904,1
55,teehails,I mean...some of my faves are south of the border...but.... https://t.co/1ZI71fg9Bn,1474944615825,780600412390903808,1
56,BElovesAdam,#Trump #Winning https://t.co/7kUFTF8Hyl,1474944616571,780600415519805440,1
57,deafgeoff,Survey: Who won first Clinton-Trump 2016 presidential debate? https://t.co/4DPRkBJjsD #debatenight #debates,1474944616567,780600415503122432,1
58,ChadChampy,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/dwFVG57c1m",1474944616661,780600415897411584,0
59,Con_Schee,#debates were great,1474944616759,780600416308334592,1
60,mattydadig,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/btHYMVWkz3,1474944616670,780600415935205376,0
61,ChrisMySass,"Seriously block me if you won't vote for someone based on deleted emails, but you'll vote for a loose unprepared screaming animal #debates",1474944616698,780600416052645888,1
62,_arianaaanicole,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/rjUNfJ8XgI,1474944616713,780600416115445761,0
63,_erow,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/v64yCjilxB,1474944616739,780600416224489473,0
64,Uh_huh_Honey,SUCK ON DEEZ @realDonaldTrump https://t.co/u3G4FzHgl2,1474944616787,780600416425828352,1
65,jalingu,"When I heard the ""stamina"" question:

Trump: What you lookin at? Ion want your phone number.
Hillary: Boy please, whatever!

#debates",1474944616702,780600416069353472,1
66,drjmetz,"Tonight: what happens when you have an ignorant rank amateur and a traditional corrupt politician, distilled to the purest essence #Debates",1474944616820,780600416564158464,1
67,MelkeMg,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/AWX2TeLW0t,1474944616813,780600416534990848,0
68,Awass20,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/ZzWsOzfQqK",1474944616806,780600416505651200,0
69,saenzmonica15,📢📢📢 https://t.co/OsrN3XNHcz,1474944616972,780600417201770496,1
70,SoWrongIts_Mike,YES #debates #StrangerThings https://t.co/KUVQcRMHtx,1474944616697,780600416048295937,1
71,alexinthesee,"watching is just my mom saying over and over ""trump is drinking a lot of water!! he has dry mouth, so he's nervous! get him Hill!"" #Debates",1474944617693,780600420225781761,1
72,Mason_Cizmek14,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ZZXh9eT4jR,1474944617692,780600420221669376,0
73,icloudmingatre,Who won? CNN are you F¥&amp;@ing kidding me #releaseit #ourwordisgood #Debates,1474944617189,780600418111983616,1
74,VictoriaWolf666,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/WH4eKTMN57  #IVoteClinton,1474944617667,780600420116865025,0
75,tidmatare,i just... i just wanted to see... #debates https://t.co/c4XXzfTGBF,1474944617229,780600418279624704,1
76,Ian_smith23,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/ncRYGDrIba,1474944617266,780600418434940928,0
77,mikeshackle,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/C5OQZ0l6fX,1474944617599,780600419831652352,0
78,tech_politic,"#debates Oh for fuck's sake, Hannity trying to do damage control for Trump with him live. @FoxNews is disgusting. https://t.co/XK0OelkRNl",1474944617494,780600419391266816,1
79,curtiswright,"@ThisWeekABC  The biggest Clinton scandal and FBIInvestigation, and no question! But, Trump hammered on taxes. No w… https://t.co/bhfZuo1usP",1474944617688,780600420204998656,1
80,alexchiefs10,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/cRPxSU4If6,1474944617756,780600420490182656,0
81,kyreb5150,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/dtQ1zWC06b,1474944617757,780600420494376960,0
82,WagnerJwagner23,#debates https://t.co/DyONxbWKem,1474944617764,780600420523646976,1
83,j3nevans,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/G9JAycxtff,1474944617913,780600421148688384,0
84,MiriamUSA82,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/HCpkByNH9z # VoteTrump",1474944617878,780600421001809920,0
85,johnbrougher,i'm glad that #debates got to showcase empty machismo versus competence. this is daily life for women. #debatenight,1474944618638,780600424189554688,1
86,allysreflection,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/T74ysbS5T2,1474944618592,780600423996588032,0
87,allierrachelle,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/Y5WCYSIJYu,1474944618662,780600424290148352,0
88,coolruby1115,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/a37Wg3d1VN,1474944618545,780600423799402496,0
89,JennaJaskolka,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/YgvkCNHcxZ,1474944618712,780600424499929088,0
90,submale2112,@mistressmatisse Best #Debates tweet by Far! And So Accurate.👏,1474944618668,780600424315355136,1
91,rockiesVSconnor,when are you ever gonna be climbing a mountain doing this job gary come on get it together https://t.co/nmVyl6LZz3,1474944618752,780600424667705345,1
92,nicki_shay,Thanks Twitter. You all have been on fire tonight. 🔥 #debates,1474944618784,780600424801923076,1
93,weswilson4,"Softballs from Hannity. Trump talking jobs, ""super predator,"" using Hannity's name in the debate and hints at Bill's infidelity. #debates",1474944618818,780600424944459776,1
94,silkyyysmooth,Questions that need answers https://t.co/pK5vIsTL0v,1474944618805,780600424889847808,1
95,destinydunkkkkk,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/CGV8TmVO4j,1474944618866,780600425145769985,0
96,elle_tb15,#debatenight #debates #Debates2016 @realDonaldTrump #FoxNews #NBCdebate #NBC10Debatenight https://t.co/KRpd6kv7lO,1474944618707,780600424478814208,1
97,GeringAmanda,Seemed scripted for Hillary  #Debates,1474944619023,780600425804206080,1
98,statman2020,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/6ebuLzAEV5#ivotetrump",1474944618749,780600424655163393,0
99,hannahvhugen,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/l1TgQoAgxK,1474944618988,780600425657593856,0
