,screen_name,text,timestamp,tweet_id,cluster_pred
0,T_Wizzly,"Intelligent vs. Unintelligible. You decide which was which.
#Debates
#Debatenight",1474944642678,780600525020663810,0
1,bpolitics,"Hillary Clinton says Donald Trump “is a man who has called women pigs, slobs and dogs.” https://t.co/8N3n3d0P4v… https://t.co/MfKX2JD1vW",1474944642643,780600524873748480,0
2,HunterRichard18,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/J9Gkzhnq9U,1474944642770,780600525406498816,2
3,myfakeyelashes,lol you don't know what Aleppo is or who Harriet Tubman was tho so ... https://t.co/CjBIteunAh,1474944642793,780600525502898177,0
4,vtoast3,"#debates here is 13 minutes of Hillary flip flopping on just about everything!  
Watch https://t.co/cTwr1F7kQc",1474944642949,780600526157127681,0
5,LisaAohnson1968,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/8sNdWmI0x2",1474944642930,780600526077501441,2
6,Jadraptor,"I'm too nauseated by the candidates to say anymore tonight. My fellow Americans, Please, vote for anyone else, besi… https://t.co/rezVxb69zb",1474944642689,780600525066756096,0
7,padawilliam,Hillary just had to sit back and watch. Trump somehow managed to debate himself-and he lost. #debatenight #debates,1474944643691,780600529269366784,1
8,tori_helms07,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/Czdsgokydl,1474944643615,780600528950718467,2
9,gabbi_lillo,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/qjjfm3BC3a,1474944643691,780600529269456896,2
10,Catfinger1,"She crushed him, and don't let the pundits lie about it. https://t.co/jtRm4rn1Pr",1474944643766,780600529583951872,0
11,MaddyMooMoooo,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/JpKXJ2v5p0,1474944643765,780600529579683840,2
12,intenseCA,"OK folks, hundreds of millions?  Millions? Tens of thousands?  Too hard to count all of the lies.  Shall we just gi… https://t.co/T68QO8V6Qb",1474944643793,780600529697148930,0
13,ChipHawver,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/LMGkzEWNsG,1474944643772,780600529609162753,2
14,aminsh72,"Amazing how great @realDonaldTrump makes @HillaryClinton seem, in contrast to how bad @BernieSanders made her look #debatenight #debates",1474944643798,780600529718222849,0
15,boricuapica,She Won easily !!!!🍾🍾🍾🍾🍾🎉🎉🎉🎉🎉🎉 #Debates,1474944643841,780600529898639360,1
16,Williams_james5,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/5mELdj6XDO,1474944643740,780600529474887680,2
17,EmilyRenee916,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/4MjyuFDHlx,1474944643835,780600529873428480,2
18,KisaraVeraa,@HillaryClinton You seriously are trying to push the wage gap myth? IT IS A MYTH..... #debatenight #Debates2016 #debates,1474944643943,780600530326294528,1
19,laura_cereta,What a complete and total failure #DonaldDeplorable was tonight. #HillaryQualified showed him how to win a debate:)) #factcheck2016 #debates,1474944644669,780600533371543552,0
20,Edward46725624,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/Aq19wkN4BK,1474944644601,780600533086330881,2
21,Camrenkarbello,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/uuNiqHrTMA",1474944644725,780600533606215681,2
22,snakesonaboat,He didn't. That's how he did. https://t.co/MzGU6GdbbZ,1474944644510,780600532704587776,0
23,Trevor_Pate13,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/lroLF8YlN9,1474944644703,780600533513965573,2
24,IdeationTX,"Retweeted Cthulhu for America (@cthulhu4america):

▶️ Superpredators!
▶️ Superpredators!
◀️ A real Superpredator
 #debates",1474944644891,780600534302531585,0
25,licCarpilago,"En tu opinión:
#debates #debatenight #HillaryVsTrump #DonaldTrump #HillaryClinton",1474944644794,780600533895684096,1
26,beckyajohnson,"Thank you.  Yes.  The last comments re:Rosie O'Donnell. Assuming,  as he did, that she deserved being called a pig. https://t.co/DImCHC12EZ",1474944644740,780600533669117952,0
27,TheAmalielee,"Not a Hillary fan, but she undoubtedly roasted Trump in the debate tonight #debatenight #debates",1474944644758,780600533744844800,1
28,CarolineFrazee,I hope in the next debate there are questions about education.@HillaryClinton @realDonaldTrump #debates,1474944644868,780600534205997056,1
29,ant_capuano39,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/K208zOYqLp,1474944644727,780600533614813184,2
