,geo,screen_name,text,timestamp,tweet_id,cluster_pred
0,,MightieMinx,"Lob more softball questions in this post-#Debates interview at @realDonaldTrump, please. Seriously...",1474945162811,780602706616385540,2
1,,Vebulience,"Hillary won, but common decency lost tonight. #debates #debatenight",1474945162889,780602706943614976,2
2,,Arkydiva,TMW you diss someone for being sexist and your husband is a serial sexual predator @HillaryClinton  #debates,1474945162784,780602706503176192,2
3,,Typadilla820,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/5a6KfAiOLb,1474945162809,780602706608136192,0
4,,GenYs4Trump,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/976eLIFJN0,1474945162906,780602707015073793,0
5,,imarihermina,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/mIlWSLLJS1",1474945163015,780602707472183296,0
6,,aaliyahchaffen,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/3f2OOlukZ9,1474945162940,780602707157487617,0
7,,llihaCkcaJ,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/6MM28q5Pgb,1474945163103,780602707841343492,0
8,,Loveit47,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/2dEoL0tBhO,1474945163135,780602707975495681,0
9,,drinkYourOJ,And probably 10 minutes of substance (maybe). Bring a 3rd adult on the @debates stage: #LetGaryDebate https://t.co/bNq7lHwvnp,1474945163141,780602708000591872,2
10,,madj555,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/7H8RjneZLA,1474945163666,780602710202601472,0
11,,catenelson_,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/LGTv7pE5K1,1474945163715,780602710408044545,0
12,,goldngater,Feels like I just watched 2movies spliced together. #Hillary's part made me proud. #Donald's was like watching glass melt. #debates #HillYes,1474945163591,780602709888135169,2
13,,Stormieeeeeeee,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/HUQLEuPdos,1474945163606,780602709950861313,0
14,,DakotaWhited,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/K5q8TSDvPo,1474945163553,780602709728645120,0
15,,DominiqueErin,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/pNybzbSNPs,1474945163749,780602710550872064,0
16,,bearnakedjoe,Hillary can unhinge @realDonaldTrump in 90 minutes in a debate. Imagine what Putin would do with him. #debates,1474945163852,780602710982787072,2
17,,Writer911,HRC did the worst racist remark between the two and many blacks are ignoring that. #NeverHillary #debatenight https://t.co/SpRoKhhOpf,1474945163829,780602710886195200,2
18,,MaxHale2,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/1WnKNjVdVJ,1474945163876,780602711083319296,0
19,,EstherMwiza,Right?!!! #debates #debatenight https://t.co/rDxhSgZWAw,1474945163922,780602711276347392,1
20,,SharonLEllis,@cspan #Debates im gonna turn u off. U r only airing democrats !!,1474945163919,780602711263809536,2
21,,Despairoholic,"Hillary got soilders killed.
I mean, trump just doesn't have much common sense.
 #Debates",1474945163975,780602711498715136,2
22,,helma599,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/xBJVe4YwOT",1474945163931,780602711314042884,0
23,,SecretAgentPaul,"I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC
https://t.co/0fjRGkXK6B",1474945163984,780602711536381952,0
24,,hanleybadger,"""He was good at T-ball! I can't believe he struck out against Mo'ne Davis at the World Series!"" https://t.co/6pZGy5JksJ",1474945163893,780602711154778112,2
25,,BeckyMcDick,Fuck you! https://t.co/ikFyIaf4Fr,1474945163930,780602711309811716,2
26,,Krisellyn,#debates Trump said he didn't ridicule Hillary about Bill's infidelity because @ChelseaClinton was in the room.  What an ass.,1474945164665,780602714392629248,2
27,,Bt3Mark,I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC https://t.co/j9C9Vunu3g,1474945164649,780602714325516288,0
