,geo,screen_name,text,tweet_id,cluster_pred
0,,DressFash,"InStyle: High-impact sparkle is trending at the #emmys: 
https://t.co/A73pP6rjl8",777726961925971969,0
1,,daannix_,She needs to hurry up and have the baby so my show can come back on 😍🤕 https://t.co/UEL2XBbOxJ,777726964153065472,0
2,,aloisbaltazar,"""i just wanna thank the cast of the show""

so shes basically thanking herself #slay https://t.co/LQUgMjkfnp",777726964584984576,0
3,,soniasaraiya,"my sullen, awarded children https://t.co/Y0h7QpEBwQ",777726965726019584,0
4,,Shantels_Blog,"Jimmy Kimmel takes aim at diversity, nominees in #Emmys opening monologue. https://t.co/l2QxCdejpJ https://t.co/hOqiux82Ag",777726967529570305,0
5,,MedicenFry,Y pues sí me perdí los #Emmys ya sé que todo mal,777726968301178882,2
6,,pondgitsune,HERE COME THAT BOI #Emmys https://t.co/4CmrKPwO0Y,777726968427122688,2
7,,JoeskiBroski,Welp... Sansa deserves the Iron Throne. https://t.co/MhAubk7ojx,777726970503237632,2
8,,floky55,"معقولة المسلسل الأسطوري ما اخذ ولا جائزة 😕😕😕

#Emmys  #Emmys2016 https://t.co/2wdMXpDqf3",777726970431991808,0
9,,VinceYearly,"Rolling up to the #Emmys After Party with the squad, @IamJuanSM and @itsroshawnb",777726972625428480,2
10,,scotty2smithy,"@GameOfThrones #Emmys: HBO's ”Game of Thrones” wins 3 awards in 2016 -Outstanding drama series, best directing, best writing for an episode.",777726972453466112,2
11,,ItsRyanBates,Well deserved @ItsRamiMalek thanks for being awesome https://t.co/Ht95Moayla,777726973871136768,2
12,,kDOrDks,"مسابقات وجوائز ايفونات 7
وفقرات شعريه
-
-fd2

 #من_منطلق_خبرتي_بالحياه #وزع_وظايف_للمغردين #اروع_ما_تراه_عينك #Emmys https://t.co/nbKu8ekmOl",777726975246995456,0
13,,saraimendez138,Voy a llorar #Emmys,777726976287121408,2
14,,BenYofLI,Wiz Live was better.....boourns  #Emmys https://t.co/5zGJvf4P9n,777726977474236418,0
15,,CatCatCatLady,Take a shot whenever somebody shushes the orchestra #Emmys,777726979340632064,2
16,,SuperstarLloyd,Aziz Ansari got played off the stage before giving his own #Emmys winning speech. https://t.co/x8C2IOuyTQ #ETEmmys https://t.co/TYxxhgvWEO,777726978732486656,2
17,,sadcardio,quem mandou querer ser estrelinha querida beijos https://t.co/i7ZtPNuJQG,777726979344830465,2
18,,outlaw961,Congratulations to @tatianamaslany for outstanding lead actress in a drama series #Emmys https://t.co/hSVFSQM78i,777726979273592832,2
19,,SmilessTroye,NOA TÔ BEM https://t.co/ZJBQyiqLm7,777726980263469057,0
20,"[34.04467, -118.26617]",Fabpegs,We be Ballin @ Governors Ball after party #Emmys @ Microsoft Theater https://t.co/x5nWTEuMYV,777726981811167232,0
21,,ABBYANDOLlVIA,me https://t.co/On1waqJvZI,777726982016544768,0
22,,lisaalovegood,Awwww Maggie Smith und Tatiana Maslaney #Emmys sehr verdient ❤,777726983664832513,2
23,,ocrichter,Damn Claire Danes is so orange 🍊 easy on the spray tan next time girl. #Emmys #EmmyAwards,777726984533139456,2
24,,HVNTERXAVIER,"What a quality, warm-hearted person @MsSarahPaulson is! Much deserved Emmy! Such kind words...💗 https://t.co/atRj2DCMLF",777726986265309184,2
25,,jaymarose,"Australia keeps migrants offshore and in squalled conditions, have major #LGBTQ discrimination https://t.co/1x81tSzdvo",777726987099967489,0
26,,wajih93,CONGRATULATIONS https://t.co/qdxylqOBKV,777726987406376960,2
27,,CaptainDosm,Oh man. How great is it that Tatiana won? #Emmys #OrphanBlack https://t.co/hYfhvLMOCQ,777726985955004416,2
28,,w8bKB,"مسابقات وجوائز ايفونات 7
وفقرات شعريه
-
-c4

 #اروع_ما_تراه_عينك #الله_لو_ #وزع_وظايف_للمغردين #Emmys #وجه_الفجر https://t.co/2Mwz3o9Jjw",777726989599899648,0
29,,2001_annab,"Смайлик🙂🙂🙂🙂🙂🙂
 #Emmys",777726990052945921,2
30,,ComicJohnnyCorn,For the first time I actually know personally a few #Emmys winners. I am proud of you guys and gals! So #awesome!!! #rockit,777726992158380032,2
31,,Morilo_,MONGOLZINHO DO CARALHO https://t.co/mKaO78Diqt,777726992825323520,0
32,,kennethdarell,El flow que tiene ese negro esta muy 🔥🔥🔥🔥🔥 https://t.co/hcwMBuxVK1,777726992888238080,0
33,,MissionaryBLMM,NEW YORK WAS A SET UP TOO!!! #Emmys  #Emmys2016 Sam Bradford #GBvsMIN Grease Live The Americans Pogba  #PowerTV Lacy https://t.co/KFtXjzPERK,777726995002163201,0
34,,broadway_girl44,Go grease lightning 🙌🏻❤️🎶 #notsurprised https://t.co/X3j2yRm66x,777726995211821056,0
35,,MMonteiro90,"Jeffrey Tambor's final ""Hey Now!"" in his tribute to Garry Dhandling was so touching. #Emmys",777726996017065984,0
36,,HomeInHollywood,Enjoying #PB&amp;J at the #Emmys https://t.co/qVKsFtkOqt,777726996331827200,0
