,screen_name,text,tweet_id,cluster_pred
0,CFK_,OOOOOOOOOOH!! VAMOS ARGENTINA!! #Emmys https://t.co/k4PV8yl7NJ,777684005781118977,1
1,mkhpmattos,Melhor série que já assisti na vida! https://t.co/pzW8vb6wXP,777684006968123396,1
2,LiteracyBatman,🤗 RT @JacobLong_KSDK: #STL shout out from proud native @sterlingkb1 after winning his first Emmy for #PeoplevsOJSimpson! Awesome! #emmys,777684007257538564,0
3,HeyThereNiNi,Yo... They cut them off so quick. Turned off the lights and everything... Damn  #Emmys https://t.co/S7rE5JxA04,777684006024478720,0
4,kaya20141,"客席みちゃう

#Emmys🏆
#エミー賞 
#AXN",777684007760769024,0
5,ActuallyEmerson,It's appropriate the Connie Britton is right behind the mic because her Faye Resnick is iconic. #Emmys,777684007907528706,0
6,ladystpetsoisju,Wow Ryan Murphy really likes putting his name on things it's amazing #Emmys,777684007907655680,0
7,1mototh24,@jennalouisetoth https://t.co/fl9fF1Kjij,777684007165255680,1
8,shihoe,エレンもケイトを祝福✨ https://t.co/rMGmQDKGTj,777684008117280768,1
9,jjman920,Well damn. They cut the rest of the OJ Simpson people OFF. Dim lights and cut mic. #Emmys,777684008545030144,0
10,mattkoz,"Jokes aside, I'm surprised nobody associated with #PeoplevsOJSimpson mentioned Nicole or Ron in their speeches. #Emmys",777684008708694017,0
11,KAFRY80,FYI networks if you are going to continue the awards shows commit to it &amp; don't run the winners off - unless they're super boring. #Emmys,777684011472736256,0
12,farhanach,The People vs. OJ Simpson is something I def need to watch asap... #Emmys,777684011401351168,0
13,Greatunclebob,Cold. Blooded. https://t.co/Vzr0da1WmK,777684010898161664,1
14,anujav89,"I really enjoyed Sherlock The Abominable Bride! So, YAY! #emmys",777684011154022400,0
15,DramaQT,The People vs. OJ Simpson wins Outstanding Limited Series. #Emmys,777684011552387072,0
16,Alil_Bit_Wicked,"Alright guys, literally, stop with the political jokes. Can't we have one night without politics #emmys",777684011850366976,0
17,annebaeleyn,YASSSSSS https://t.co/Bhbvm8VA6l,777684011657392128,1
