,geo,screen_name,text,tweet_id,cluster_pred
0,,sahni_manmeet,#Emmys,777727150732566529,1
1,,Drapervich,Damn right. @OfficialJLD is the queen. https://t.co/LLCMse14OF,777727152460402688,1
2,,conniechung,I see you @weezermonkey!! https://t.co/Osa4kvnrSp,777727154079436801,0
3,,Mela2084,@Mausaga https://t.co/ARyJo0Jplx,777727159389552640,1
4,,zandramndza_,best dressed: @emiliaclarke #Emmys ♡♡♡,777727161851490305,1
5,,inspiritedd_,yes 😍😍😍 https://t.co/OZD9u9IWsm,777727161889394688,1
6,,wegetnews,Jeb Bush is a hilarious Uber driver at the Emmys https://t.co/DVVLSwBWFI #Emmys https://t.co/uFKFGMf2oD,777727165072830464,1
7,,__Akram_,ملك الشمال عزابي 😹 https://t.co/hQ73thcPNE,777727164842139648,1
8,,TrustMe_Sarah,Ma perché Matin e Benedict manco c'erano? @Markgatiss manco tu. Ma io non lo so.🙈 #Emmys #Sherlock,777727165739696128,1
9,,SamuelAsamoah,Another phenomenal performance. Man has come along way https://t.co/lfb3TOJPaQ,777727165613895680,1
10,,BrussaBarbi,Merecido mi bb  https://t.co/VMbZTX8eiF,777727169078362112,1
11,,bromanoffs,game of thrones continua sendo a serie mais premiada da história #Emmys https://t.co/uWuzEIK0Au,777727168856064001,1
12,,veloursnior,young thug w the free promo https://t.co/oGsTJtWpft,777727170248450049,1
13,,ord2ksdl,@Fusion how dumb are you.... He is a Caucasian https://t.co/usVNVx8PN4,777727168562376704,1
14,,Bongani_MV,They deserve this!!! The nightwalkers are 👌👌👌👌👌 https://t.co/BYJ5YXZaAX,777727170324160512,1
15,,Kxff_Zwarx,did Rami win? https://t.co/zaGqFhUrOq,777727171628589056,1
16,,djbtv,#Emmys tweet of the night https://t.co/5mXphPKDOG,777727172555313152,1
17,,thekaurageousss,Definition of COOL @Maisie_Williams #emmys,777727173645959168,1
18,,bbmvgomez,YES PAPI YEEEESSSS T____________T https://t.co/d6FJ5fXHio,777727174451171333,1
19,,hb_heather,I just wanted to see the emoji. #Emmys Game of Thrones is the GOAT.,777727174224801792,0
20,,Martin_Lewie,Look @AubreyRae12 https://t.co/WKefX5uCOj,777727175386468352,1
21,,JustJared,.@LievSchreiber walked the #Emmys red carpet with his nine-year-old son Sasha! https://t.co/esz0xDScKn https://t.co/exrK3YeLRu,777727175730434048,1
22,,_maro_v,"اخخخ لو اكتملت وفاز كيت وسيرسي كان الفرحة فرحتين💔.
#GameofThrones 
#Emmys https://t.co/pGt9INjqYA",777727175793541120,1
23,,EatMyNewsCo,#ArielWinter seen twinning with #KylieJenner at the #Emmys. - The Verge https://t.co/kDBy0g3vyt,777727177190105088,1
24,,jacquel49760710,"pd0
#اروع_ما_تراه_عينك
#الله_لو_
#وزع_وظايف_للمغردين
#Emmys https://t.co/qgQlBevcWs",777727178838605824,1
25,,saskii10,😷 https://t.co/S9SYO3yABO,777727179719372800,1
26,,fillieseggos,IM WXPLODING https://t.co/gEifG5cu2K,777727181602643968,1
27,,argtrends,"De esto se habla en Argentina:
1) #Emmys
2) Chano
3) #ThatsMyGirlTODAY",777727184647487489,1
28,,Being_Afro,After all he's a #Geek remember?? 😂 #Emmys https://t.co/RE6lt0nTP2,777727184844705792,1
