,screen_name,text,tweet_id,cluster_pred
0,moviestuffshow,We lost a lot of great character actors this year #Emmys #inmemoriam,777697258263445505,1
1,martinejoelle,❤️ #emmys? RT below to support @USTheatreCo next gen youth #artseducation. Fund justice &amp; dreams. #ArtsEdWeek  https://t.co/P25ETMsu5t,777697258200371200,0
2,DramaQT,The #Emmys is reminding me how many beautiful lives we have lost this year. #RIP,777697258179469312,1
3,GossipCop,Garry Marshall #Emmys Video: Watch Henry Winkler #EmmyAwards Tribute https://t.co/jLfPX6LW6z https://t.co/AEKLYMsHoG,777697257353248768,1
4,Sergiovds_88,#GameofThrones para Drama 👏🏻🙏🏻 #EmmysPorWarner #Emmys,777697258577854464,2
5,JesusStarkCh,Lena Headey cuando terminen los #Emmys https://t.co/XBT5PRmA35,777697257433030656,0
6,TomKituku,Awwwwwh! feeling the love! #Emmys2016 https://t.co/WucZ2A8WA9,777697257688793088,0
7,sebastian2272s,"I voted for #MrRobot to win ‘Outstanding Drama Series’ at the 2016 #Emmys. Place your vote with @OSN.
https://t.co/XEbuDMDeL6",777697258565431296,2
8,laurafanlo,Los IN MEMORIAM. Mi momento favorito de los #Emmys,777697258884239361,1
9,thehipsterit,Miglior attore non protagonista in una serie drammatica &gt; Ben Mendelsohn #Emmys #Rai4,777697258498293760,0
10,Evil_Keyla,I'm crying #Emmys,777697258582183937,2
11,seazon_k,"Beautiful 'In Memoriam.' Think it's the 1st time audience has followed the ""don't clap until everyone has been named"" rule #Emmys",777697259324641280,1
12,mikepfingston2,"The #Emmys had an angel singing during an ""In Memoriam"" that caught me off guard. So many truly great people passed this year.",777697261434220546,1
13,deandraker,So Dungeons and Dragons are winning #emmys they don't deserve left and right? https://t.co/a707ynvGq3,777697260893122560,0
14,x3la2,😂😂😂 https://t.co/pTkjBmkx9i,777697261245587456,0
15,cursed0bservant,ai nao gosto nem de pensar https://t.co/rJk55XBilw,777697261254041600,0
16,michhcruz_,Lena Headey definitely deserves the award 😭 SHAME!!! #emmys,777697262151413760,1
17,LINDShaze,I'm crying #Emmys https://t.co/zWC4kcVnc7,777697260268351489,0
18,3pratibha1,You'd think we'd be over the death of Alan rickman nd then you hear his voice again and there go the tearducts #Emmys,777697262336036864,2
19,CharKiNte,Grease was completely live (killer production) &amp; @VanessaHudgens strength stole my heart out of my chest that night https://t.co/xkuMClN5kV,777697261740580865,1
20,DanielleV26,"Tori Kelly though 👏🏼👏🏼 👏🏼 that was beautiful ❤️
#Emmys",777697262709252100,2
21,rm_dedeca,eu não pago TV à cabo pra sofrer https://t.co/PhhIOj14ve,777697262290034688,0
22,ops_markinhos,In Memorian. #Emmys https://t.co/GaDptpgRxo,777697262097068033,0
23,marcberman,"Earl Hamner, Jr., creator of ""The Waltons,"" should have been included in the Emmy Awards In Memoriam listing.  Major oversight. #emmys",777697265783799808,1
24,GingerSonsa,"NADIE apoya a GoT para mejor serie dramática xD QUE MAL SEÑORES, QUE MAL. #Emmys #EmmysPorWarner #TeamGoT",777697265704112129,0
25,JoseM_Viana,¡Justo en los sentimientos! Alan Rickman Misa u so much... #Emmys,777697265918046208,2
26,PIUpdate,"Earl Hamner, Jr., creator of ""The Waltons,"" should have been included in the Emmy Awards In Memoriam listing.  Major oversight. #emmys",777697265943273472,1
27,MarcBermanMrTV,"Earl Hamner, Jr., creator of ""The Waltons,"" should have been included in the Emmy Awards In Memoriam listing.  Major oversight. #emmys",777697266136219648,1
28,diazz_rebe,Y Juan Gabriel?! 😭😡💔 #Emmys,777697266656088064,2
29,lethiiramos,"""Se não for pra causar eu nem vou"" https://t.co/vs66Mrc4Yk",777697265456648192,0
30,DessyFenix,I want to fight https://t.co/HTEgXo3cJv,777697266266169344,0
31,a002255dd,"للتسجيل في قياس التواصل واتساب : 0501202161 #السعودية #قياس #جده #الدمام #حائل #مكه #ابها #بريده
#Emmys https://t.co/gwW3oUUXcL",777697266647740416,0
32,SweetCharity81,I thought George Kennedy already was dead? Dang. #On Memoriam #Emmys,777697269701160961,1
33,voguespics,"Me dolió mucho ver a Alan Rickman. Creo que jamás lograré superar su muerte, es tan injusto que se haya ido. #Emmys",777697269629984769,2
34,salocinuy,"Bueno señores, se vienen los platos fuertes de la noche!! #emmys",777697269659336704,1
35,1CoffeeBreak,"Y'all know i would've been flipping tables ic my #Prince wasn't included! 🎵💜🎵💜
#InMemoriam 
 #Emmys",777697269869056000,2
36,_NandaGray,In Memoriam. E aí passa o Alan Rickman e o David Bowie e eu desmonto. Não tem jeito. =/ #Emmys,777697270062088192,2
37,KiselyovaSana,سبحة بـ 125 ريال واتس اب ٠٥٠٠٧٧٦٤٢٤ qVz #من_منطلق_خبرتي_بالحياه #Emmys #متصدر_لاني_اتحادي https://t.co/WQa5fEwNuz,777697269269270528,0
38,RJCity1,Another year gone by and another year they neglect to re-include Don Knotts in the In Memoriam segment. #Emmys https://t.co/gMP3f7FJHU,777697269315284992,1
39,Biaa_Smile,Dei uma choradis quando passou o Alan Rickman #Emmys #always,777697269554507776,2
40,AbigaleWhyte,#Emmys Game Of Thrones,777697270611505153,2
41,kingMaddu,@Lu_Patrinieri @DavidBowieReal mona vc deve ter dormido pq apareceu sim eifkkskxj #Emmys,777697270825353216,0
42,LConeCNN,"Wish I could finish watching the #Emmys, but @comcast is having another TV+internet outage for 3rd day in a row. Ridiculous.",777697270091354112,0
43,Anedrick,@torikelly Singing hallelujah at the #emmys 😭🙌🏽😌🙏🏽👌🏽 #stunning,777697270691225601,1
44,michellegesser,Wow. Was that Tori Kelly? Stunning vocals. #Emmys,777697270791806976,2
45,perhaps_magic,That clip of Alan Rickman brought tears to my eyes. #Emmys,777697274084417536,2
46,mhtalbut,Brilliant indeed! https://t.co/FYKULwe90k,777697273765437440,0
47,dobrevampiree,"Poxa, Kit merecia e deveria ter ganhado como melhor ator coadjuvante em série de drama #Emmys #EmmyNaWarner",777697273761456128,1
48,bananasandrice,Rami Malek is love. Rami Malek is life #Emmys,777697274071703552,2
49,kiaranette17,Winter is coming! Game of Thrones is my choice for best drama series in @CoxComm's #Emmys poll! https://t.co/2MqfbNjN3A,777697274122035200,0
50,rhapsody_1995,#Emmys Nothing is better than #GoT,777697274654658560,1
51,KuryLeon,Hoy ha sido los #Emmys... y uno esperando el nuevo cap de Re:Zero! 😭,777697274306686981,1
52,bellaamendes2,Vestido lindoooo https://t.co/QBFoNdNegW,777697273753006080,0
53,HeyMisterDJ_ATL,The In Memoriam is just a remembrance of how 2016 is shit. #Emmys,777697274591928321,1
54,fromjesstoyou,"Retweeted EntertainmentTonight (@etnow):

󾁑󾆐 #Emmys #ETEmmys https://t.co/qf3FXlXVal https://t.co/c63I041Jjh",777697275036311552,0
55,25ofGH,This Memoriam was beautiful. So much talent lost in 2016 #Emmys,777697275070021632,1
56,patronoparrilla,Alan Rickman... TO CHORANDO E NÃO É POUCO NÃO #emmys,777697274889703424,2
57,jasmineejordan,Tori Kelly always delivers when she performs. Her voice is so powerful and beautiful #Emmys,777697274654711808,2
58,mafalicious,Tori Kelly WOW. Tribute montage. Gah. #emmys,777697275501916160,2
59,DaveTheRaveV,Do we want this in our White House? #ZombieHillary https://t.co/4H4eN9pBTm,777697274331852801,0
60,cynthiamay83,@torikelly is ridiculously talented. #Emmys,777697275401428992,1
61,talktodenene,The rememberance sequence is like watching so many moments of my own life die 😔😢 #Emmys,777697275686424576,1
62,CrybabiesYT,laverne is so beautiful omg https://t.co/7Zd9YhOkfa,777697275694895104,0
63,mos634,That In Memoriam hurt 💔 #Emmys,777697278152871936,1
64,LorenaFagundes,Alan Rickman... :'(  #emmys https://t.co/YVr63QNaeL,777697277263613953,2
65,capawdi,VAI LOGO PORRA QUE DORMIR #Emmys,777697278211522560,1
66,ClaroVideoMx,"Mejor actriz de reparto Drama: Maggie Smith, por @DowntonAbbey. @TelevisionAcad #Emmys https://t.co/qFekSqlWKI https://t.co/osdOBVzjea",777697277125230592,0
67,damnitsriley,So glad this KidzBop movie was a success 😳😍🙌🏻 #Emmys https://t.co/rNbSehh7Ks,777697277011898368,0
68,AmyCliber,Wow! Vocally stunning 😇 #Emmys,777697278047973376,1
69,lmrshr,و هذا اللي صار يعني مو مستغربين ان محد منهم فاز !#Emmys,777697279268515841,1
70,i_hart_nerds,Effing #InMemoriam... Good thing I don't have eye makeup on. All the feels! :'( #Emmys,777697279297728512,1
71,badpow,Gonna need to listen to the Happy Days theme song for days after the #Emmys memoriam.,777697279402766336,1
72,dblevy,Congrats to Ben Mendelson on his #Emmys win for supporting actor. @TelevisionAcad,777697279650050048,0
73,jasongarner,In Memoriam reel just confirms that 2016 is a thievin-ass dick. #Emmys,777697279641849856,2
74,DressUpFash,"FIDM: It's a ""Grease Lightning"" type of night! Congratulations ""Grease: Live!"" #Emmys https://t.co/F7nAY4Bkaz",777697282250706944,1
75,thewilliamjenn,😔 https://t.co/E49pinNKtf,777697281843736576,0
76,thayalcantara,Eliza Taylor poderia ter cantado essa música u.u #Emmys,777697282552725504,1
77,MatttWee,aaaaand i knew they were going to forget christina grimmie on the in memoriam 😒😒😒 #Emmys #salty,777697282514878464,1
78,arodasi101,😭😭 https://t.co/FVfBBW7bsk,777697282699456512,0
79,KayDeeMoe,You ever have that one song that gets you verklempt whenever you hear it? 'Hallelujah' is that song for me. Every time. #emmys,777697283278118912,1
80,EmmuhOlson,A lot of those deaths still hurt my heart 💔 #Emmys,777697283110338560,1
81,ninatypewriter,"""I want to thank you from the heart of my bottom."" ~ Gene Wilder, In Memoriam clip. #Emmys #Emmys2016 
And we thank and miss all of you.",777697283034976256,1
82,sleepingtoads,Congratulations @justinbieber on your #Emmys win,777697282523295744,2
83,DressUpFash,FIDM: Key &amp; Peele 👏🏽👏🏽👏🏽👏🏽 #Emmys https://t.co/3pOGm2ZA9f,777697283932581888,0
84,Knapsack,Sweet. (Sort of.) https://t.co/v8xkFTErtp,777697282980446208,0
85,PhilippeCorbe,"Je l'ai ratée à cause de l'actu, mais l'ouverture des Emmys avec @jkcorden @OfficialJLD et @JebBush est géniale https://t.co/6sVc9tAeia",777697283676729344,0
86,jeanribs,a serenidade no olhar de quem sabe que merecia essa porra a muito tempo e vai dormir vingada hoje #Emmys https://t.co/W7TXQmP11z,777697283106344960,1
87,lietxi,"""Hallelujah"" nos #Emmys devido o sucesso em #Justiça",777697286650466304,1
88,Twirl4meK,".@torikelly. #Hallelujah. That closing shot. Beautiful.
#Emmys",777697286725902337,1
89,RobsRamblins,In Memoriam at the #Emmys - who'd they miss this year?,777697286428110849,1
90,UnkindToRicky,is @taylorswift13 nominated for anything? otherwise no thank you #Emmys,777697287824809985,1
91,cawaki,The In Memoriam section of any award show is always so sad. We lost so many this year😢😢 #Emmys,777697286692466688,1
92,myrahaza,Still can't believe #Prince is gone. 😢💔#Emmys,777697287552118784,2
93,Graygrrrl,"Can I just say,  is time for @tatianamaslany to win. Paulson got hers, let's keep the love going! #Emmys",777697287384338432,1
94,nareschnabel,"¿Lo peor de los #Emmys? Tori Kelly, por supuesto.",777697287602630656,2
95,LLSJKC,The experssion everyone have after watching the brilliant new @AppleMusic commercial with @JKCorden ! #Emmys https://t.co/ZiyZb22R7U,777697286373662724,0
96,rickollie,@KristynBurtt who was playing guitar and singing #Hallelujah? Very touching....#Emmys,777697290811158528,1
97,KngWzr_D,Feel like my kids are at their first dance! https://t.co/aJiVBlIuVk,777697290731462657,0
98,WWESince83,We lost some really good people. Some gone to soon. Rest In Peace to all we lost and thank you for memories #Emmys,777697291197046784,1
99,freddofett,The truly most important category is about to come up #Emmys #EmmyForMaslany #OrphanBlack https://t.co/1y2ZRedcgW,777697290114834432,0
