,screen_name,text,tweet_id,cluster_pred
0,Panemleiro,Domo da porra toda  #Emmys https://t.co/qCayPMPVtz,777689192054812672,0
1,FannyShmellar1,Laverne Cox killing it! 🔥🔥🔥#Emmys,777689193187201024,3
2,Itspedrito,Vai beyonce #emmys,777689192616820737,3
3,campe_julio,"#SantaGabriela
#Emmys
#VidalConSG
#ExplotacionEnPPT
#NoQuemenLasCunitas
#LaCornisa
Racing
Benedetto https://t.co/lugtHJm9Bk",777689192809820160,0
4,mpmorales,Vai ter mais Matt ~Aleatório Damon no #Emmys SIMMMMMM(e na TL tbm) https://t.co/rdop43WaNC,777689193803898884,0
5,FabFashionUSA,Carly Chaikin hit the red carpet in a black dress looking Gothic at 2016 #Emmys https://t.co/pY8GGEwCQI,777689193648680960,0
6,dukelover3130,Laverne Cox is absolutely gorgeous #slay #Emmys,777689195657596928,3
7,febiasga,👏🏾😂 https://t.co/I62fCKNG4b,777689195808559104,0
8,Keemzy868,Winter is coming! Game of Thrones is my choice for best drama series in @CoxComm's #Emmys poll! https://t.co/cOT8iAIBxC,777689195833880576,0
9,targaryennx,VAI QUE É TUA BEY #Emmys,777689196681134080,2
10,mandystadt,"""Yes, I will kiss you, Kyle Chandler."" - Kit Harrington swoops in for Andy Samberg #Emmys https://t.co/8gDm1WzFMH",777689195745800192,0
11,petalodesal,Diosa Laverne Cox. De lo mejor de #OITNB. #Emmys,777689197427748864,3
12,rachelawl_,Damn Laverne Cox 🔥 #Emmys,777689197733830656,3
13,anerysm,LAVERNE COX RAINHA LACRADORA #Emmys,777689197603880960,3
14,imavneetbrar,Making all the average looking brown girls look ugly. But damn she's a beauty ❤️ https://t.co/DrMggrG9jq,777689197654085633,0
15,MrMtz_,GO BEY!!! #Emmys,777689197872312324,2
16,horansincereIy,"""cade scream queens sendo indicado"" #Emmys https://t.co/K3l86uz7hm",777689197180313600,0
17,MTVCamerynColt,BEYONCE!!! #Emmys,777689198593585154,3
18,rebelliouskoala,"i wanna impregnate laverne cox 😍
#emmys",777689198275035137,3
19,alvessgus,Essa molier #Emmys https://t.co/Lch6t4XScl,777689198010724352,0
20,VABVOX,"#LaverneCox in hella gorgeous dress.
#Emmys",777689198543470592,0
21,Kevinsevenup,Best bit tonight 😂 https://t.co/VgOgVa7DCJ,777689200044961792,0
22,sparxmediaz,Congratulations to @LastWeekTonight @iamjohnoliver for the much deserved win for 'Best Variety Talk Series' #Emmys,777689201018081280,3
23,AneVS,Laverne Cox slayiiin #Emmys,777689201026469888,3
24,villella_franco,#EmmysPorWarner menos mal que ganó @LastWeekTonight #emmys,777689201198428161,0
25,lexitoma4,omg my heart https://t.co/Iwfvk9bQ0b,777689201466716161,0
