,screen_name,text,tweet_id,cluster_pred
0,xo_amanda03,I'm going to just need a moment to let this all sink in about #Brangelina 😭,778335548800798720,2
1,TerryDeFelice,"Angelina e Brad si sono lasciati ?!
e chi glielo dice alla D'Urso che non lo può raccontare ???? #Brangelina",778335549333598208,0
2,avdorestyles94,Altro che  #Brangelina qua ci sono i #marclory😂😂😂😂 https://t.co/xaORmv3jQz,778335548482154496,0
3,CandedeBrito,Lloro https://t.co/B0z46ZacRA,778335552101871616,2
4,ludik06,Bien vu ! https://t.co/5l768zOBaB,778335557692821504,2
5,OndaNelCielo,"E come direbbe Checco: ""Madre perdonili, perché loro non sanno quello che fanno"".
Vi devo mettere i diti per il dispiacere?
#Brangelina",778335557931892737,0
6,Melissa_Overman,Well there's something I wasn't expecting to wake up to this morning! #Brangelina https://t.co/I0anyhYabF,778335562348453889,2
7,agustiinoo,Sólo dejaré esto por aquí #Brangelina https://t.co/Cwgq7oFmuL,778335561329160192,2
8,ChrissyMark89,😂😂😂😂😂 https://t.co/ZaN5kGah8n,778335565364297729,2
9,TonyJStenhouse,"I bet Brad Pitt is already blocking Sinitta's calls.

#Brangelina #3rdWheel",778335569441132544,0
10,Chinkinthewall,Cos it's rocky for them... #Brangelina,778335571135467523,0
11,lauraadein,MY HEART IS BREAKING STOP THIS https://t.co/Dstvl0GBgq,778335572242857984,0
12,kellychildsxo,"As they say, ""Leopards don't change their spots"". #Brangelina The best predictor of the future is the past.",778335575992438785,0
13,SarahPettypiece,I can't believe #Brangelina is really over 😭,778335577594703872,0
14,AqsaLakhani,💔😭 https://t.co/jCM2A7NoI8,778335580190937088,2
15,curls206,When you find out #Brangelina isn't a thing anymore😂😂😂 https://t.co/aO3PqvkJv7,778335580350476289,0
16,jessicasietti,E quindi #Brangelina si mollano. Lei è anni che sostiene che lui non si lavi. Na doccia Brad.. e il vostro amore sarebbe stato forever!,778335582216945665,0
17,furryyelloballs,There's always Johnny Depp if she gets desperate  #Brangelina,778335584091774976,0
18,Z4YNP0RR0,"Me da risa que ponga en medio de todo esto a Jennifer Aniston... señor twitter usted es diabólico

 #Brangelina",778335589988958208,0
19,Noly_Lm,Muero de risa con esto @Aleled_27 https://t.co/HPD8suvxlV,778335590274129920,2
20,syrenrawr,😭😭😭😭😭😭😭 https://t.co/p5Bic5ybeS,778335590550908929,2
21,1jeanp,@charromon @JAGomz @weraely https://t.co/dDHe9IJwcv,778335590706057217,2
22,FarahAlrifaii,Karma is a bitch #Brangelina https://t.co/BCpoiHkT9U,778335592522317824,2
23,Elizabeth_Whyte,I'm a lot calmer about this than I probably will be later. RIP Brangelina. Praying for the entire fam jam.  #Brangelina,778335594451787777,0
24,zendaeyah,LOVE IS A FUCKING HOAX #Brangelina https://t.co/IYMc2WbWG3,778335594904772608,2
25,F_il_Magnifico,Finirà così. #Brangelina https://t.co/2SGEVxhgL4,778335595877789696,2
26,pelekas,Angelina and Brad to get divorced. That's the Pitts...#Brangelina,778335599589634048,0
27,okayteddi,YOU ARE LYING TO ME https://t.co/iTPUhlHmJh,778335600122404865,2
28,_BionicWoman,Terminan Suar y Siciliani. Y estoy esperando los memes de Araceli... https://t.co/DrtspNdKhE,778335603318489088,2
29,likevilqueen,Ces que estão falando que n acreditam mais no amor todos aqui tem os pais e avós separados? Os meus ainda estão juntos e se amam #Brangelina,778335603930923008,0
30,Spongey_X,.@DNRshow must talk about the devastating news of #Brangelina split. #jebuswept @wastesyourtime #tabloidtuesday,778335606040473601,0
