,screen_name,text,tweet_id,cluster_pred
0,vavign,#Brangelina... E come potevano sopravvivere a la grande bruttezza di #ByTheSea ? Il peggio di Brad https://t.co/UXnOar8tjG,778344818288234496,0
1,riky_file,"Non divorziate solo usando i #brangelina come scusa... loro hanno soldi da buttare in avvocati, voi no!",778344819806597120,0
2,heyleezarbirth,Ntor to everyone that said #Brangelina was forever no marriage lasts forever in show biz,778344820712607744,0
3,mangobaaz,"#throwback to this short-lived yet heart-breaking breakup #BrangelinaBreakup #brangelina
https://t.co/zxY4gAZjlL",778344823497588736,0
4,AmberAtabansi,Loool y'all childish 😂 https://t.co/weLVCzA5UJ,778344823283707906,0
5,lineeev,Can't deal #Brangelina https://t.co/BLgc3MU14K,778344823078187008,0
6,MunaFaris,لسا عندي امل انه لا 😢 طيب يمكن تسويق لفلمهم الجديد 🙂💔؟  #brangelina,778344826798481408,0
7,XSAFIN,"can't believe Brad and Angelina is over, no way! #Brangelina https://t.co/3oN3DMK0Hr",778344831575855104,0
8,antmcdermottx,This is really how Jennifer Aniston is feeling in my opinion #brangelina ✌️ https://t.co/JEVhyEs0pg,778344832079171584,0
9,iMovieHD,"The Apartment FuLL Movie'
https://t.co/7GrqTE8Epi
#Brangelina #TrumpACandy #TerenceCruthcher",778344837418356737,0
10,heyitsmeherecm,#Brangelina Decora tu cuarto con un Columpio 😍 Es muy FÁCIL Y BARATO de hacer 😉👌 https://t.co/aIvvtwjB63 _,778344839309955072,1
11,benjyrabs,Angelina and Brad back in the day...happier times. #Brangelina https://t.co/9jW5y6ifQa,778344839595356160,0
12,janytamarquez,"Así es la vida, como pecas pagas 😱😱😲 #AngelinaJolie     #Brangelina",778344845588979713,0
13,mlgsmokers,ICYMI #Brangelina is over. https://t.co/ZgIgvcfXZZ,778344845702209536,0
14,FlappingTrump,#Brangelina #topmodel #ErdoganVoiceofTheOppressed #Limite2GH17 #حاجه_مصبرتك_عالدوام #FreeGilinsky https://t.co/LnnSEJtRQw,778344845169614848,0
15,Gmz_unal,Şaşırdık mı hayır 🙄 #Brangelina,778344847983964161,0
16,A_Browne1,"Why is everyone dragging Jennifer Aniston into Brad &amp; Angelina's divorce? Move on already, I'm sure Jen has. #brangelina #JenniferAniston",778344850567622660,0
17,Tombx7M,The distraction of the day #Brangelina https://t.co/B5qFRbexjE,778344853180674048,0
18,MacariaLara,"Claro, porque seguro su vida, como la de tooodas las mujeres, gira en torno a su ex. Obvio.
😒🔫 https://t.co/YnH3H86xXu",778344855168614401,0
19,detroitlox,Брэд Питт опечален разводом с Джоли #Brangelina https://t.co/pDpk26KWbX,778344854866788352,0
20,hay_thom,I just need all the sappy love tweets to retweet today bc it's been stressful and  #Brangelina,778344856062193664,0
21,VrCarolina,"Con lo del divorcio de #Brangelina casi pierdo la esperanza en el matrimonio (y el amor), pero me acordé de mis padres y volví a tener fe.",778344858507415553,0
22,Frases__Stts,"chimba e joelma = 13 letras
fátima e bonner = 13 letras
angelina e brad = 13 letras
amor não existe = 13 letras

 #Brangelina",778344860512296960,0
23,turntjuju,I don't believe in love anymore https://t.co/dvkT3eYNwL,778344861028249600,0
24,Jujulovex3,Ma soeur elle fait une dissertation sur #brangelina 😅,778344860822736896,0
25,Geraldinez231,Bueno el karma existe....  Y a quedado demostradisimo.... https://t.co/x9z3MyZCV2,778344862466904065,0
26,dailyNewsVzla,#Brangelina https://t.co/PVx7b1Mccw,778344863486140417,0
27,marmibra,lol https://t.co/CEZXENloOu,778344863116955649,0
28,erynAntoinette,@ondeckskate do you have shop stickers I can buy/order #Brangelina,778344864278716416,0
29,KatieLittle,Just got my first #Brangelina divorce pitch. Can't believe it took this long! (cc: @MishCastillo),778344865801367552,0
30,ZoeCDimpleface,Things making my week 1. Brownlee brothers 2. Jennifer Anniston memes. #Brangelina #BrownleeBrothers,778344867634241536,0
31,kennydi1997,I hope it won't really happen #Brangelina,778344868082913280,0
32,BeauSoy,Jajajajajajajajajaja!! No puedo @Karina750901 jajajajajaa!! https://t.co/cUMZYqVFpw,778344867801931776,0
33,moona__2003,Meanwhile...#Brangelina https://t.co/Mg8mF8gXY8,778344869374857216,0
34,rau51,Una verdadera locura verdad bro @puchenel por eso nunca vamos a avanzar https://t.co/vFg59n0jZb,778344869618122752,0
35,bethdearaujo,If Brad Pitt were Woody Allen he'd start dating one of them and say he was never really their father. #Brangelina #inspiration,778344872579170304,0
36,abarnes1991,@EmmaKHarris https://t.co/zyTwlRWOmc,778344872881299456,0
37,melodygodoy23,"el hashtag #Brangelina deriva directo al de Jennifer Aniston. Patético gente, PA TE TI CO.",778344875397963776,0
38,ThisQueensPark,Amal Clooney would be 'delighted' to work on a prosecution of Assad over war crimes. #Syria https://t.co/GGywfaaBOi… https://t.co/36pKKZ51Dc,778344876618514433,0
39,LauschJack,"@Ms_AlexVause_ @Vausexual_ @MissVausePrepon @slatscan @carolina64raven @Paula_Harris24 @Alex_FrankyArmy @redRomina
 https://t.co/qiS0gZeNb4",778344878757388288,0
40,heyitsmeherecm,#Brangelina Decora tu cuarto con un Columpio 😍 Es muy FÁCIL Y BARATO de hacer 😉👌 https://t.co/aIvvtwjB63 (,778344879361449984,1
