,geo,screen_name,text,tweet_id,cluster_pred
0,,jaybyutiful,Ang heartbreaking naman nito!!! #Brangelina 😭😭😭💔 https://t.co/ZApOx3iC0e,778341050825871360,0
1,,twice_as_bryce,Y'all I'm a mess like legit 😭 #Brangelina,778341052067356672,1
2,,magcultgirlk,"#Brangelina 
Si ellos se separan, imaginense nosotros😂😱 https://t.co/i6wkuNJ1Sd",778341051660574720,1
3,,Rte_p,OMG😢 #Brangelina,778341056005799936,0
4,,laurenklair,KILLED ME #brangelinadivorce https://t.co/LojMLG6kAf,778341055611695104,1
5,,_MelisandreM,Jennifer Aniston like. https://t.co/3wn48mFals,778341056647663617,1
6,,bartendealer,jajajja te pasasss https://t.co/nhiUBKEqxY,778341058337968129,1
7,,MJBCurious,#Brangelina news topping #refugeesummit and #UNGA is a sign of what? Please RT @CNN @BBCNews @SkySportsNewsHQ @TMZ,778341060179263488,1
8,,Alright2016,#Brangelina may be falling apart..but stability is right around the corner.Matthew McConaughey's Announcement Speech https://t.co/mrZyTSCJTa,778341061223600128,1
9,,xQueenBiebs,"I was not a big fan, but they both are icons and hearing about them breaking up is kinda sad. #Brangelina",778341061001355266,0
10,,HarryCook,Jennifer Anniston right now. #Brangelina https://t.co/wB9McfjfiW,778341061571653632,1
11,,domegarrido,#brangelina 💔,778341068815364096,0
12,,abetterkid,I love the internet! https://t.co/jceeie7IMP,778341069373247488,1
13,,kevosthename,"#Brangelina is dead, and we killed them.",778341070014820352,1
14,,xjniall_,Dai ma nonostante tutto sono stati perfetti e continuerò a shipparli per sempre perché sono la PERFEZIONE. #Brangelina,778341071805902848,1
15,,TrumpusMaximus,"https://t.co/KltkbvstmW
 
#Brangelina",778341072606900224,1
16,,withelights_on,OMG #Brangelina 😵,778341074318204928,0
17,,erika_rdgz17,JAJAJAJA. https://t.co/s1LEvegiXy,778341074771124228,1
18,,lazor0323,@HalleSchoeder  https://t.co/S0v469Jrin,778341074276323329,1
19,,Chattersum,"Trending on https://t.co/ZZiJ7Q3ihW:

on netflix
#trumpacandy
refugees
@donaldjtrumpjr
skittles
tuesday
angelina
brad
#brangelina",778341076683948032,1
20,,itz_alhoor,"#brangelina
يعني عاشو مع بعض 10 سنين وكانو تمام 
يوم تزوجو تطلقو 😤",778341077392748545,1
21,,DanzelRomero,"The more I know about Trump, The more I love him! God bless this great builder and God bless America!!! https://t.co/Xejtl5IzIB",778341078839681024,1
22,,CarlosAzuaje85,#Brangelina no es mejor pareja que Leopoltori,778341079544463360,1
23,,CrayolaDaz,"Todos hablan de #Brangelina y Jennifer Aniston, pero con tanta controversia Jennifer debe estar así... https://t.co/5s9Z1HKFpH",778341079661764610,1
24,,SarahHelenKing,hahahahahaha sorry couldn't resist https://t.co/Q8TvGPQrhX,778341085118656512,1
25,,wholebunchamums,here's my afternoon shitpost about #trump and #brangelina https://t.co/6ce7Kkjmfk,778341085353476096,1
26,,Rob_Stott,He did not wake me and it was the right call https://t.co/KZWfeoenYo,778341087421149184,1
27,,Insomniac_v,#Brangelina https://t.co/f1mgLZIKfQ,778341094820024320,1
28,,dreafdez98,"Yo creo, que para arreglarlo, sólo hace falta Sr. Y Sra. Smith parte dos. Y eso se arregla eh, que esto no puede ser #Brangelina",778341096237723648,1
29,,fororepublican1,"Retweeted Ricardo Orihuela (@LopezOrihuela):

Un chistecito para animar la tarde.

#brangelina #fujimori... https://t.co/W6cXkRAJ8u",778341095671488512,0
30,,diegodelav1905,"Combatiendo a policía marxista lesbianista en La Biela x @NickyMarquez1 y A.Lage https://t.co/a44wJdJnAo 
#MacriEnLaONU
#Brangelina
Genero",778341096258666497,1
31,,MissMaisieHuynh,BBC News - Angelina Jolie to divorce Brad Pitt https://t.co/nV3nAQVKHN #brangelina,778341097076563968,1
32,,kaaaaayyne,#Brangelina 's divorce 😭😭😭💔💔,778341098435452928,0
33,,mustafametalis2,The world busy with the divorce and i'm imagine how will be the day for jennifer aniston after reading the news#Brangelina,778341099911933952,1
34,,Jasonwalls92,NOT #Brangelina RELATED: @Fonterra increases its forecast milk prcie a day ahead of a forecasted good annual result https://t.co/iC6HxaLUby,778341101983797248,1
35,,RickyRich_20,😂😂😂 https://t.co/YxwWXHj5eM,778341103305101313,1
36,,TussaudsOrlando,"With today's breaking news, our studio team is hard at work this evening. #brangelina https://t.co/CuNwe40EMm",778341102327832581,1
37,,patriciapajuelo,"Jajaja, el mundo da vueltas. https://t.co/eYUnymg6RP",778341106480185344,1
38,,SpeakOfFiction,Once a cheater always a cheater. #Brangelina,778341107570733056,1
