,geo,screen_name,text,tweet_id,cluster_pred
0,,ashley_key,I liked a @YouTube video from @speakschannel https://t.co/6JKLofhCnQ NEW DIVORCE: Brad Pitt &amp; Angelina Jolie (#Brangelina aka Mr. &amp;,778351861409648640,0
1,,areyou_youare,Once a cheater.... 😏 et ça c'est valable pour tout le monde... https://t.co/PKuOAxGyus,778351861233508352,0
2,,GuapaMartell,Ya chingó a su madre #Brangelina ¿Qué puta esperanza puedo tener en el amor? Fale ferga 😭,778351862806228992,0
3,,EdnayGuapita,#Brangelina,778351864769224704,0
4,,Ld_LM79,Sí señor . https://t.co/wVX2IKcuYP,778351866778382336,0
5,,IHLaking,"Things more newsworthy than the #Brangelina breakup:
1. This inanimate carbon rod. https://t.co/kcsQEVufqj",778351866673401856,0
6,,Thekimcheese,I'm gonna cry. My power couple is splitting?!? I'll never believe in true love again. #brangelina,778351872922914816,0
7,,xdnerb,Ahí se va mi oportunidad de ser adoptada por millonarios #brangelina,778351873778675714,0
8,,D100Radio,(No comment) #Brangelina,778351874353364992,0
9,,tineeestores,Forever is an imaginary state of mind. #Brangelina,778351875087142913,0
10,,menoumemnhmonia,"Για την κρητικοπουλα μας , τη γενοβεφα μας γινανε ολα. #BrexPitt #brangelina",778351877960466432,0
11,,TrendTopicsMex,"Zapopan
1 #CosasQueDesatanMiEnojo
2 #RealEstate
3 #PuertoVallarta
4 #Brangelina
5 #MejoresVideosCortosJZ https://t.co/xKc2VTeyOT",778351877469589504,0
12,,gabofreestyle,"#brangelina todo tiene su final, nada dura para 100pre",778351879839485952,0
13,,MARIELROD,"La ruptura de #Brangelina nos enseña ...""que lo que se espera con paciencia se logra"" ¿VERDAD JENNY? jajaja",778351887607267328,0
14,,YungLarenade,if this your idea of love🙄 https://t.co/bjDPxmq1cP,778351888836198400,0
15,,Nathaly_Bquez,Touche 😎 https://t.co/2R0id7kLnw,778351889893105665,0
16,,Piqueras94,Tengo un hijo de cada color 😂😂😂 https://t.co/J9TD3Mou5w,778351891411533824,0
17,,La_Saraby,#Brangelina es Netflix y la gaviota con Peña son Blim 😄,778351895316279296,0
18,,Sanzye,"Eyes on Will &amp; Jada Smith,  Russell &amp;Ciara... bring it home guys. #Brangelina has failed us 😔😔 does #forever not exist in #Hollywood?",778351895941353473,0
19,,HeisselCarvajal,"Couldn't help to picture a photo of #Brangelina on the ""In Memoriam"" piece at the Oscars next year. *slaps self*",778351898633969664,0
