,geo,screen_name,text,tweet_id,cluster_pred
0,,VIIHillsGin,While everyone else is talking about #Brangelina https://t.co/gIGl8Mx34g,778347856797241344,1
1,,mateussilva015,#Brangelina q drogaaaaaaaaaaaaaaa!!!!,778347859527798784,1
2,,xKiimbeeerly,#brangelina https://t.co/veXLSdMqzY,778347859594928136,1
3,,VeronicaKoral,😭💔 #Brangelina https://t.co/XADvmznM8J,778347860903374848,0
4,,Barronism,"#Brangelina broke up. That means she's single, nows my chance!",778347867987517440,0
5,,heartlesslieber,I still can't believe it https://t.co/GW8W3ZnVuW,778347867844907008,0
6,,nogr_,"02 beajs pro casal ~exemplo~família~hollywoodiano~ #brangelina, velho chico e notícia política irrelevante. #Cancela2016 CANCELA 2016",778347867912241156,0
7,,Zoestrings,These #brangelina tweets tho choiii,778347869082353668,1
8,,Moonchild712,I knew Jennifer was doing a jig.  Took a while but there you go. Karma is a bitch. https://t.co/yrv5a56Ap8,778347869355044865,0
9,,Iexanicoz,"so, who gets the kids? https://t.co/ta5dxkpKea",778347869329698816,0
10,,Lynching7,Okay this scene makes sense now #brangelina https://t.co/mO1TrZXfDD,778347872055984129,1
11,,DogysMag,"More
#dog #dogs #doggys #funnydogs #brangelina#TerenceCruthcher https://t.co/LkHl37e847",778347871888347136,1
12,,daguiosofia,ME AND MY SISTERS RN #Brangelina https://t.co/FfGYWMSVA5,778347873339478016,0
13,,Sal13Birdy,life is Karma! https://t.co/BNEad83wi4,778347873922609152,0
14,,lizz2880,😂 https://t.co/5uSyEmw5VS,778347876355375104,0
15,,FlappingTrump,#FreeGilinsky #حاجه_مصبرتك_عالدوام #enviadoespecialArmas #Limite2GH17 #ErdoganVoiceofTheOppressed #Brangelina https://t.co/LnnSEJtRQw,778347876497915904,1
16,,mlynerweb,"#MLYNER
#NuestraVictoriaLaPaz
#Brangelina
#ConfiesoQue
Padrino López
Cota Mil
Jennifer Aniston
Temer
Jorge Roig
https://t.co/GFlw0VPkWj",778347878251102210,0
17,,SoyJaair,@maxfreixenet Alguien dígale que publica lo mejor de #Brangelina ❤️😂,778347880184545280,1
18,,KenichaHatten,I love this couple &amp; am saddened by this news :( https://t.co/z0eGNFUWTc,778347880473989120,1
19,,NyathiVeronica,"Justin Timberlake &amp; Britney Spears didn't survive, there was no hope in #Brangelina. Tongue in cheek, then smile. Forever #JenniferAniston.",778347881271005185,1
20,,sumariumcom,Angelina pidió la custodia de sus seis hijos y solicitó al juez que autorizara las visitas de Brad   - https://t.co/OOEBcfZYuK #Brangelina,778347882575437828,0
21,,v_oltage,What they gonna do with all those damn kids 😂😂😂 https://t.co/dK2DHr0Lsd,778347882663514112,0
22,,MommaCOB,I wonder if Brad had an affair with a co-star!?!#brangelina #brangelinadivorce,778347886165757952,1
23,,selenaiconic,Me rn #Brangelina https://t.co/ZN7xmhwonY,778347881304559616,0
24,,marioxmercado,#Brangelina are getting divorced ?? https://t.co/tFc5HDTOK6,778347889609191425,1
25,,DaniStevens365,What's happened to happily ever after??? #marriage #breakup #love #divorce #brangelina 😢 https://t.co/7FGiS90k62,778347890724868096,1
26,,MarkGriffin_P,at may humabol nga kgabi....the #brangelina breakup who's marriage was destabilized by international biased media 😁… https://t.co/ORWc56UEXq,778347893602127872,0
27,,cornonas,"y'all upset over #Brangelina splitting, but quick to forget how they got together. 🌚 #TeamJen https://t.co/QVK2VNZu0C",778347893354668032,1
28,,Basic_xalimo,😂😂 https://t.co/1e3SBrkEmS,778347895619592192,0
29,,Lianne_Marieeee,#brangelina Is over? Lol the world is ending...,778347895569383425,1
30,,alonsy_luquinha,COMO ASSIM CARA????? #Brangelina,778347897968623616,1
31,,GraceGracegreyc,Nooooooooo 😰 https://t.co/Ma6nY1OUzQ,778347898161405956,0
