,screen_name,text,tweet_id,cluster_pred
0,UrbanLeather01,"COSTUME N JACKETS
VIEW: https://t.co/LDKe11fUpa

#PAXWest #GameDay NW of Las Vegas #HowToConfuseAMillennial 3 https://t.co/m1o4NT7r9X",772567440589021185,0
1,UrbanLeather01,"COSTUME N JACKETS
VIEW: https://t.co/LDKe11fUpa

#ThePinkprintFreestyle #HowToConfuseAMillennial #JustCantWaitFor 3 https://t.co/Yp32IR4uIT",772567441557843968,0
2,wellflow1,"What ppl dont know is that Obama's neglect of the black ppl is by design.Keep the poor,poor&amp;blame the opposition! https://t.co/lFMEMNgFMG",772567444745363456,0
3,RepublicofTrump,"90% of US media was owned by 50 companies in the 80s, today it's 6 media giants who own what you think, see &amp; hear #HowToConfuseAMillennial",772567450160291840,1
4,Favstar_Bot,"@bigmacher 450 ❤️s!

Your tweet has been liked by 450 people. https://t.co/yLEREjBSvL

https://t.co/ZKoYwK4Ac1",772567454828466177,0
5,A2ZPlus1,Bravo! https://t.co/RcKHM4smdy,772567462285971456,0
6,ffootballfan123,Watch Millennials complain about this hashtag while using it;thus keeping it trending so they can complain about it #HowToConfuseAMillennial,772567464311787520,1
7,NattieCar,Everybody go home; we have a winner 😩 https://t.co/Rtg9zm2HCD,772567466035679232,0
8,TrendTopicsUSA,"New Haven 
1 #Hermine
2 Nick Chubb
3 #HowToConfuseAMillennial
4 Sam Bradford
5 Clemson
6 Jalen Hurts
14 Soria https://t.co/ZwE1Z7gMAg",772567468279640064,1
9,LexAlexander,"Play footsie with anti-vaxxers, then call people who question you unreasonable. https://t.co/gznz8bDznj",772567509581066241,0
10,Raymon424,:D https://t.co/7FgAlPh5Vo,772567513834070016,0
11,BostieTweets,Ask them who fought in World War Two #HowToConfuseAMillennial,772567522126143488,1
12,ThisSling,#HowToConfuseAMillennial Bad guys with guns are stopped by good guys with guns. #MolonLabe,772567527540928512,1
13,tanyewest21,Seriously what the fuck is this world becoming.  https://t.co/4ahSetcStu,772567543513026562,0
14,TrendTopicsLa,"País  United States 
1 #ThePinkprintFreestyle
2 #HowToConfuseAMillennial
3 #JustCantWaitFor
4 #NASCARThrowback https://t.co/UITJ7NVvU7",772567552874516480,0
15,LibsWantMeDead,Describe the Protestant Work Ethic  #HowToConfuseAMillennial,772567559740788736,1
16,NCguera,😒😒😒 I actually use it all the time.  https://t.co/ZwyfK8owfr,772567569685442560,0
17,DomesticLiberty,"@VagueZen &lt;--- #MillennialLogic 

https://t.co/oZGcvptBHN",772567581945233408,0
18,GlenninVirginia,"Hell, that would even confuse ME. It's been 40 years since I drove one. https://t.co/j3zygqXB1I",772567589159657472,0
