,screen_name,text,tweet_id,cluster_pred
0,UrbanLeather01,"COSTUME N JACKETS
VIEW: https://t.co/LDKe11fUpa

#PAXWest #GameDay NW of Las Vegas #HowToConfuseAMillennial 3 https://t.co/m1o4NT7r9X",772567440589021185,1
1,UrbanLeather01,"COSTUME N JACKETS
VIEW: https://t.co/LDKe11fUpa

#ThePinkprintFreestyle #HowToConfuseAMillennial #JustCantWaitFor 3 https://t.co/Yp32IR4uIT",772567441557843968,1
2,wellflow1,"What ppl dont know is that Obama's neglect of the black ppl is by design.Keep the poor,poor&amp;blame the opposition! https://t.co/lFMEMNgFMG",772567444745363456,1
3,RepublicofTrump,"90% of US media was owned by 50 companies in the 80s, today it's 6 media giants who own what you think, see &amp; hear #HowToConfuseAMillennial",772567450160291840,0
4,Favstar_Bot,"@bigmacher 450 ❤️s!

Your tweet has been liked by 450 people. https://t.co/yLEREjBSvL

https://t.co/ZKoYwK4Ac1",772567454828466177,1
5,A2ZPlus1,Bravo! https://t.co/RcKHM4smdy,772567462285971456,1
6,ffootballfan123,Watch Millennials complain about this hashtag while using it;thus keeping it trending so they can complain about it #HowToConfuseAMillennial,772567464311787520,0
7,NattieCar,Everybody go home; we have a winner 😩 https://t.co/Rtg9zm2HCD,772567466035679232,1
8,TrendTopicsUSA,"New Haven 
1 #Hermine
2 Nick Chubb
3 #HowToConfuseAMillennial
4 Sam Bradford
5 Clemson
6 Jalen Hurts
14 Soria https://t.co/ZwE1Z7gMAg",772567468279640064,1
9,LexAlexander,"Play footsie with anti-vaxxers, then call people who question you unreasonable. https://t.co/gznz8bDznj",772567509581066241,1
10,Raymon424,:D https://t.co/7FgAlPh5Vo,772567513834070016,1
11,BostieTweets,Ask them who fought in World War Two #HowToConfuseAMillennial,772567522126143488,0
12,ThisSling,#HowToConfuseAMillennial Bad guys with guns are stopped by good guys with guns. #MolonLabe,772567527540928512,0
13,tanyewest21,Seriously what the fuck is this world becoming.  https://t.co/4ahSetcStu,772567543513026562,1
14,TrendTopicsLa,"País  United States 
1 #ThePinkprintFreestyle
2 #HowToConfuseAMillennial
3 #JustCantWaitFor
4 #NASCARThrowback https://t.co/UITJ7NVvU7",772567552874516480,1
15,LibsWantMeDead,Describe the Protestant Work Ethic  #HowToConfuseAMillennial,772567559740788736,0
16,NCguera,😒😒😒 I actually use it all the time.  https://t.co/ZwyfK8owfr,772567569685442560,1
17,DomesticLiberty,"@VagueZen &lt;--- #MillennialLogic 

https://t.co/oZGcvptBHN",772567581945233408,1
18,GlenninVirginia,"Hell, that would even confuse ME. It's been 40 years since I drove one. https://t.co/j3zygqXB1I",772567589159657472,1
19,DaPerkyPoet,#HowToConfuseAMillennial Tell them to either be a Democrat or a Republican and 3rd Parties don't have any chance of winning,772567597950857216,0
20,idhstg,"#samanata #samanata_id bigmacher 450 ❤️s!

Your tweet has been liked by 450 people. https://t.co/N0aYiLhYlo

https://t.co/UaCqrJTtSU",772567608453427200,1
21,USA1stAlways,"#HowToConfuseAMillennial  Which Clinton said ""I do not recall"" as an excuse &amp; answer during federal investigation? https://t.co/OvYj3B8MQd",772567613671149569,1
22,TipUSNavy,#howtoconfuseamillennial Tell them to find a nice mate and settle down. Two can do much more than one. Marriage at your age is a blessing..,772567619761299457,0
23,umreese,#HowToConfuseAMillennial say that participation medals are a thing  https://t.co/lsSg6ty69z,772567624601464832,1
24,april_gable,Yell at them for being confused with outdated objects... but feel free to ask for help with your phone and Internet #HowToConfuseAMillennial,772567649704345600,0
25,flossclarke,#HowToConfuseAMillennial mock and belittle millennials but then get offended when they respond,772567658738946049,0
26,TheWilliamHaven,"This, &amp; if they are successful by their own definition, tell them it's the ""wrong"" success #HowToConfuseAMillennial https://t.co/aFJG4qerSf",772567658827055104,0
27,Defiler_Wyrm,#HowToConfuseAMillennial Vote in politicians whose policies treat veterans like garbage then use vets as your strawmen.,772567672013848576,0
28,alexthesilva,"#HowToConfuseAMillennial
tell them theyre living in the real world and not in a fantasy of a unicorn's ass without giving a triggerwarning",772567696592539648,0
29,CarlLately,She big mad bc she can't say offensive shit without being checked 😭 https://t.co/pk6nDC2zss,772567699100610560,1
30,alyrog,This is the dumbest one I've seen https://t.co/i0h75KKfWs,772567708365824000,1
31,VonSpeedy,#HowToConfuseAMillennial Show them videos of #BlackLivesMatter and say they aren't a terrorist group.,772567710291095552,0
32,TheEvverymann,Generation Z &gt; Millenials  #HowToConfuseAMillennial https://t.co/OYyGj4p1UO,772567717626810368,1
33,mermistia,Tell them the truth... the earth is flat  #HowToConfuseAMillennial,772567749147013120,0
34,RachMayo4,"Tell them they are absolutely right for blaming all their problems on their parents, and then buy them more stuff #HowToConfuseAMillennial",772567756067606528,0
35,tonygoldmark,"#HowToConfuseAMillennial Shut off all their smartphones, wifi, fax machines, pacemakers, horseless carriages and sharp hunting sticks.",772567759918030848,0
